"","gene_id","gene_name","phage","mmseqs_qseqid","mmseqs_sseqid","mmseqs_Gene.Names","mmseqs_FinalID","mmseqs_sporulation","kegg_sporulation","phrog_best_hit","cog_best_hit","sporulation_hit","Host","Description","f_spor","predicted_label","life_bool"
"19579","MISSING",NA,"KP202972","KP202972_46",NA,NA,NA,"no_hit","no_hit","phrog_98",NA,"no_hit","Paenibacillus","Paenibacillus phage HB10c2",TRUE,"temperate",TRUE
"19580","MISSING",NA,"KP202972","KP202972_53",NA,NA,NA,"no_hit","no_hit","phrog_1315",NA,"no_hit","Paenibacillus","Paenibacillus phage HB10c2",TRUE,"temperate",TRUE
"19581","MISSING",NA,"KP202972","KP202972_14",NA,NA,NA,"no_hit","no_hit","phrog_33",NA,"no_hit","Paenibacillus","Paenibacillus phage HB10c2",TRUE,"temperate",TRUE
"19582","MISSING",NA,"KP202972","KP202972_2","P59217","2",NA,"no_hit","no_hit","phrog_9","COG4626","no_hit","Paenibacillus","Paenibacillus phage HB10c2",TRUE,"temperate",TRUE
"19583","MISSING",NA,"KP202972","KP202972_7",NA,NA,NA,"no_hit","no_hit","phrog_25","COG5614","no_hit","Paenibacillus","Paenibacillus phage HB10c2",TRUE,"temperate",TRUE
"19584","MISSING",NA,"KP296791","KP296791_5",NA,NA,NA,"no_hit","no_hit","phrog_10","COG4653","no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19585","MISSING",NA,"KP296791","KP296791_11",NA,NA,NA,"no_hit","no_hit","phrog_7902",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19586","MISSING",NA,"KP296791","KP296791_29",NA,NA,NA,"no_hit","no_hit","phrog_8703",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19587","MISSING",NA,"KP296791","KP296791_26",NA,NA,NA,"no_hit","no_hit","phrog_151",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19588","MISSING",NA,"KP296791","KP296791_21",NA,NA,NA,"no_hit","no_hit","phrog_1299",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19589","MISSING",NA,"KP296791","KP296791_25","P19769","insK dinS b3558 JW3528",NA,"no_hit","no_hit","phrog_157","COG2801","no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19590","MISSING",NA,"KP296791","KP296791_37",NA,NA,NA,"no_hit","no_hit","phrog_8406",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19591","MISSING",NA,"KP296791","KP296791_14",NA,NA,NA,"no_hit","no_hit","phrog_33",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19592","MISSING",NA,"KP296791","KP296791_33",NA,NA,NA,"no_hit","no_hit","phrog_8","COG1476","no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19593","MISSING",NA,"KP296791","KP296791_16",NA,NA,NA,"no_hit","no_hit","phrog_5339",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19594","MISSING",NA,"KP296791","KP296791_28",NA,NA,NA,"no_hit","no_hit","phrog_8263",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19595","MISSING",NA,"KP296791","KP296791_41",NA,NA,NA,"no_hit","no_hit","phrog_2780","COG3723","no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19596","MISSING",NA,"KP296791","KP296791_3","P49859","3",NA,"no_hit","no_hit","phrog_12","COG4695","no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19597","MISSING",NA,"KP296791","KP296791_42","A0A4Y1WBN6","yycJ GBAA_5711",NA,"no_hit","no_hit","phrog_392","COG1235","no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19598","MISSING",NA,"KP296791","KP296791_10",NA,NA,NA,"no_hit","no_hit","phrog_1407","COG5437","no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19599","MISSING",NA,"KP296791","KP296791_2","P59217","2",NA,"no_hit","no_hit","phrog_9","COG4626","no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19600","MISSING",NA,"KP296791","KP296791_56",NA,NA,NA,"no_hit","no_hit","phrog_1315",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19601","MISSING",NA,"KP296791","KP296791_15",NA,NA,NA,"no_hit","no_hit","phrog_538",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19602","MISSING",NA,"KP296791","KP296791_35",NA,NA,NA,"no_hit","no_hit","phrog_13096",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19603","MISSING",NA,"KP296791","KP296791_1",NA,NA,NA,"no_hit","no_hit","phrog_361",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19604","MISSING",NA,"KP296791","KP296791_34",NA,NA,NA,"no_hit","no_hit","phrog_925",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19605","MISSING",NA,"KP296791","KP296791_24",NA,NA,NA,"no_hit","no_hit","phrog_15378",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19606","MISSING",NA,"KP296791","KP296791_22",NA,NA,NA,"no_hit","no_hit","phrog_9393",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19607","MISSING",NA,"KP296791","KP296791_27",NA,NA,NA,"no_hit","no_hit","phrog_3374",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19608","MISSING",NA,"KP296791","KP296791_17",NA,NA,NA,"no_hit","no_hit","phrog_6220",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19609","MISSING",NA,"KP296791","KP296791_7",NA,NA,NA,"no_hit","no_hit","phrog_25","COG5614","no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19610","MISSING",NA,"KP296791","KP296791_23",NA,NA,NA,"no_hit","no_hit","phrog_15561","COG5890","no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19611","MISSING",NA,"KP296791","KP296791_32",NA,NA,NA,"no_hit","no_hit","phrog_33133",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19612","MISSING",NA,"KP296791","KP296791_36",NA,NA,NA,"no_hit","no_hit","phrog_373","COG3646","no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19613","MISSING",NA,"KP296791","KP296791_8",NA,NA,NA,"no_hit","no_hit","phrog_5",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19614","MISSING",NA,"KP296791","KP296791_19",NA,NA,NA,"no_hit","no_hit","phrog_2429",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19615","MISSING",NA,"KP296791","KP296791_46",NA,NA,NA,"no_hit","no_hit","phrog_6868",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19616","MISSING",NA,"KP296791","KP296791_40",NA,NA,NA,"no_hit","no_hit","phrog_5189",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19617","MISSING",NA,"KP296791","KP296791_50",NA,NA,NA,"no_hit","no_hit","phrog_6998",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19618","MISSING",NA,"KP296791","KP296791_31",NA,NA,NA,"no_hit","no_hit","phrog_151","COG2963","no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19619","MISSING",NA,"KP296791","KP296791_30","P35878","nisX1 LL0137 L0458; nisX2 LL0140 L0459; nisX3 LL0637 L0461; nisX4 LL0822 L0462; nisX5 LL2145 L0465",NA,"no_hit","no_hit","phrog_157","COG2801","no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19620","MISSING",NA,"KP296791","KP296791_6",NA,NA,NA,"no_hit","no_hit","phrog_40",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19621","MISSING",NA,"KP296791","KP296791_52",NA,NA,NA,"no_hit","no_hit","phrog_5494",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19622","MISSING",NA,"KP296791","KP296791_49",NA,NA,NA,"no_hit","no_hit","phrog_98",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19623","MISSING",NA,"KP296791","KP296791_39",NA,NA,NA,"no_hit","no_hit","phrog_1499",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19624","MISSING",NA,"KP296791","KP296791_47",NA,NA,NA,"no_hit","no_hit","phrog_363","COG0270","no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19625","MISSING",NA,"KP296791","KP296791_43",NA,NA,NA,"no_hit","no_hit","phrog_7503",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19626","MISSING",NA,"KP296791","KP296791_12",NA,NA,NA,"no_hit","no_hit","phrog_7848",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19627","MISSING",NA,"KP296791","KP296791_57",NA,NA,NA,"no_hit","no_hit","phrog_119",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19628","MISSING",NA,"KP296791","KP296791_38",NA,NA,NA,"no_hit","no_hit","phrog_8288",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19629","MISSING",NA,"KP296791","KP296791_9",NA,NA,NA,"no_hit","no_hit","phrog_176",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19630","MISSING",NA,"KP296791","KP296791_45","Q9X4C9","dnaB",NA,"no_hit","no_hit","phrog_19","COG0305","no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19631","MISSING",NA,"KP296791","KP296791_48",NA,NA,NA,"no_hit","no_hit","phrog_715","COG1694","no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19632","MISSING",NA,"KP296791","KP296791_53",NA,NA,NA,"no_hit","no_hit","phrog_248",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19633","MISSING",NA,"KP296791","KP296791_44",NA,NA,NA,"no_hit","no_hit","phrog_2514",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19634","MISSING",NA,"KP296791","KP296791_54",NA,NA,NA,"no_hit","no_hit","phrog_497",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19635","MISSING",NA,"KP296791","KP296791_51",NA,NA,NA,"no_hit","no_hit","phrog_159",NA,"no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19636","MISSING",NA,"KP296791","KP296791_13","Q24LI1","",NA,"no_hit","no_hit","phrog_1272","COG5280","no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19637","MISSING",NA,"KP296791","KP296791_4",NA,NA,NA,"no_hit","no_hit","phrog_94","COG0740","no_hit","Paenibacillus","Paenibacillus phage Diva",TRUE,"temperate",TRUE
"19638","MISSING",NA,"KP296793","KP296793_48",NA,NA,NA,"no_hit","no_hit","phrog_363","COG0270","no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19639","MISSING",NA,"KP296793","KP296793_11",NA,NA,NA,"no_hit","no_hit","phrog_7902",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19640","MISSING",NA,"KP296793","KP296793_14",NA,NA,NA,"no_hit","no_hit","phrog_33",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19641","MISSING",NA,"KP296793","KP296793_9",NA,NA,NA,"no_hit","no_hit","phrog_176",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19642","MISSING",NA,"KP296793","KP296793_42",NA,NA,NA,"no_hit","no_hit","phrog_2780",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19643","MISSING",NA,"KP296793","KP296793_8",NA,NA,NA,"no_hit","no_hit","phrog_5",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19644","MISSING",NA,"KP296793","KP296793_34",NA,NA,NA,"no_hit","no_hit","phrog_12380",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19645","MISSING",NA,"KP296793","KP296793_2","P59217","2",NA,"no_hit","no_hit","phrog_9","COG4626","no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19646","MISSING",NA,"KP296793","KP296793_25",NA,NA,NA,"no_hit","no_hit","phrog_806",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19647","MISSING",NA,"KP296793","KP296793_29",NA,NA,NA,"no_hit","no_hit","phrog_1468",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19648","MISSING",NA,"KP296793","KP296793_43","A0A4Y1WBN6","yycJ GBAA_5711",NA,"no_hit","no_hit","phrog_392","COG1235","no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19649","MISSING",NA,"KP296793","KP296793_23",NA,NA,NA,"no_hit","no_hit","phrog_26129",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19650","MISSING",NA,"KP296793","KP296793_5",NA,NA,NA,"no_hit","no_hit","phrog_10","COG4653","no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19651","MISSING",NA,"KP296793","KP296793_10",NA,NA,NA,"no_hit","no_hit","phrog_1407","COG5437","no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19652","MISSING",NA,"KP296793","KP296793_6",NA,NA,NA,"no_hit","no_hit","phrog_40",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19653","MISSING",NA,"KP296793","KP296793_47",NA,NA,NA,"no_hit","no_hit","phrog_6868",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19654","MISSING",NA,"KP296793","KP296793_37",NA,NA,NA,"no_hit","no_hit","phrog_12825",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19655","MISSING",NA,"KP296793","KP296793_4",NA,NA,NA,"no_hit","no_hit","phrog_94","COG0740","no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19656","MISSING",NA,"KP296793","KP296793_17",NA,NA,NA,"no_hit","no_hit","phrog_6220",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19657","MISSING",NA,"KP296793","KP296793_7",NA,NA,NA,"no_hit","no_hit","phrog_25","COG5614","no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19658","MISSING",NA,"KP296793","KP296793_39",NA,NA,NA,"no_hit","no_hit","phrog_8288",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19659","MISSING",NA,"KP296793","KP296793_38",NA,NA,NA,"no_hit","no_hit","phrog_8406",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19660","MISSING",NA,"KP296793","KP296793_21",NA,NA,NA,"no_hit","no_hit","phrog_1299",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19661","MISSING",NA,"KP296793","KP296793_33",NA,NA,NA,"no_hit","no_hit","phrog_12765",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19662","MISSING",NA,"KP296793","KP296793_49",NA,NA,NA,"no_hit","no_hit","phrog_715","COG1694","no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19663","MISSING",NA,"KP296793","KP296793_3","P49859","3",NA,"no_hit","no_hit","phrog_12","COG4695","no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19664","MISSING",NA,"KP296793","KP296793_12",NA,NA,NA,"no_hit","no_hit","phrog_7848",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19665","MISSING",NA,"KP296793","KP296793_16",NA,NA,NA,"no_hit","no_hit","phrog_5339",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19666","MISSING",NA,"KP296793","KP296793_27","P20709","int",NA,"no_hit","no_hit","phrog_1","COG4974","no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19667","MISSING",NA,"KP296793","KP296793_45",NA,NA,NA,"no_hit","no_hit","phrog_2514",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19668","MISSING",NA,"KP296793","KP296793_52",NA,NA,NA,"no_hit","no_hit","phrog_159",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19669","MISSING",NA,"KP296793","KP296793_36",NA,NA,NA,"no_hit","no_hit","phrog_130","COG3645","no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19670","MISSING",NA,"KP296793","KP296793_13","Q24LI1","",NA,"no_hit","no_hit","phrog_1272","COG5280","no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19671","MISSING",NA,"KP296793","KP296793_40",NA,NA,NA,"no_hit","no_hit","phrog_1499","COG0419","no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19672","MISSING",NA,"KP296793","KP296793_19",NA,NA,NA,"no_hit","no_hit","phrog_2429",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19673","MISSING",NA,"KP296793","KP296793_1",NA,NA,NA,"no_hit","no_hit","phrog_361",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19674","MISSING",NA,"KP296793","KP296793_41",NA,NA,NA,"no_hit","no_hit","phrog_5189",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19675","MISSING",NA,"KP296793","KP296793_51",NA,NA,NA,"no_hit","no_hit","phrog_6998",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19676","MISSING",NA,"KP296793","KP296793_22",NA,NA,NA,"no_hit","no_hit","phrog_24359",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19677","MISSING",NA,"KP296793","KP296793_53",NA,NA,NA,"no_hit","no_hit","phrog_5494",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19678","MISSING",NA,"KP296793","KP296793_35",NA,NA,NA,"no_hit","no_hit","phrog_9497",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19679","MISSING",NA,"KP296793","KP296793_26",NA,NA,NA,"no_hit","no_hit","phrog_17477",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19680","MISSING",NA,"KP296793","KP296793_24",NA,NA,NA,"no_hit","no_hit","phrog_24293",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19681","MISSING",NA,"KP296793","KP296793_28",NA,NA,NA,"no_hit","no_hit","phrog_18248",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19682","MISSING",NA,"KP296793","KP296793_32",NA,NA,NA,"no_hit","no_hit","phrog_373","COG3646","no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19683","MISSING",NA,"KP296793","KP296793_57",NA,NA,NA,"no_hit","no_hit","phrog_1315",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19684","MISSING",NA,"KP296793","KP296793_50",NA,NA,NA,"no_hit","no_hit","phrog_98",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19685","MISSING",NA,"KP296793","KP296793_54",NA,NA,NA,"no_hit","no_hit","phrog_248",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19686","MISSING",NA,"KP296793","KP296793_58",NA,NA,NA,"no_hit","no_hit","phrog_119",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19687","MISSING",NA,"KP296793","KP296793_44",NA,NA,NA,"no_hit","no_hit","phrog_7503",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19688","MISSING",NA,"KP296793","KP296793_55",NA,NA,NA,"no_hit","no_hit","phrog_497",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19689","MISSING",NA,"KP296793","KP296793_15",NA,NA,NA,"no_hit","no_hit","phrog_538",NA,"no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19690","MISSING",NA,"KP296793","KP296793_30",NA,NA,NA,"no_hit","no_hit","phrog_63","COG3561","no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19691","MISSING",NA,"KP296793","KP296793_46","Q9X4C9","dnaB",NA,"no_hit","no_hit","phrog_19","COG0305","no_hit","Paenibacillus","Paenibacillus phage Rani",TRUE,"temperate",TRUE
"19692","MISSING",NA,"KP296795","KP296795_26",NA,NA,NA,"no_hit","no_hit","phrog_151",NA,"no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19693","MISSING",NA,"KP296795","KP296795_32",NA,NA,NA,"no_hit","no_hit","phrog_33133",NA,"no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19694","MISSING",NA,"KP296795","KP296795_41",NA,NA,NA,"no_hit","no_hit","phrog_12825",NA,"no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19695","MISSING",NA,"KP296795","KP296795_5",NA,NA,NA,"no_hit","no_hit","phrog_10","COG4653","no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19696","MISSING",NA,"KP296795","KP296795_16",NA,NA,NA,"no_hit","no_hit","phrog_5339",NA,"no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19697","MISSING",NA,"KP296795","KP296795_47","A0A4Y1WBN6","yycJ GBAA_5711",NA,"no_hit","no_hit","phrog_392","COG1235","no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19698","MISSING",NA,"KP296795","KP296795_50","Q9X4C9","dnaB",NA,"no_hit","no_hit","phrog_19","COG0305","no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19699","MISSING",NA,"KP296795","KP296795_27",NA,NA,NA,"no_hit","no_hit","phrog_3374",NA,"no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19700","MISSING",NA,"KP296795","KP296795_33",NA,NA,NA,"no_hit","no_hit","phrog_8","COG1476","no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19701","MISSING",NA,"KP296795","KP296795_58",NA,NA,NA,"no_hit","no_hit","phrog_15506",NA,"no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19702","MISSING",NA,"KP296795","KP296795_44",NA,NA,NA,"no_hit","no_hit","phrog_1499",NA,"no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19703","MISSING",NA,"KP296795","KP296795_48",NA,NA,NA,"no_hit","no_hit","phrog_7503",NA,"no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19704","MISSING",NA,"KP296795","KP296795_54",NA,NA,NA,"no_hit","no_hit","phrog_6998",NA,"no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19705","MISSING",NA,"KP296795","KP296795_43",NA,NA,NA,"no_hit","no_hit","phrog_8288",NA,"no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19706","MISSING",NA,"KP296795","KP296795_45",NA,NA,NA,"no_hit","no_hit","phrog_5189",NA,"no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19707","MISSING",NA,"KP296795","KP296795_61",NA,NA,NA,"no_hit","no_hit","phrog_497","COG1598","no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19708","MISSING",NA,"KP296795","KP296795_8",NA,NA,NA,"no_hit","no_hit","phrog_5",NA,"no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19709","MISSING",NA,"KP296795","KP296795_34",NA,NA,NA,"no_hit","no_hit","phrog_925",NA,"no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19710","MISSING",NA,"KP296795","KP296795_53",NA,NA,NA,"no_hit","no_hit","phrog_7018",NA,"no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19711","MISSING",NA,"KP296795","KP296795_51",NA,NA,NA,"no_hit","no_hit","phrog_6868",NA,"no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19712","MISSING",NA,"KP296795","KP296795_28",NA,NA,NA,"no_hit","no_hit","phrog_8263",NA,"no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19713","MISSING",NA,"KP296795","KP296795_55","A7HNS2","ruvC Fnod_1720",NA,"no_hit","no_hit","phrog_159",NA,"no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19714","MISSING",NA,"KP296795","KP296795_49",NA,NA,NA,"no_hit","no_hit","phrog_2514",NA,"no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19715","MISSING",NA,"KP296795","KP296795_46",NA,NA,NA,"no_hit","no_hit","phrog_2780","COG3723","no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19716","MISSING",NA,"KP296795","KP296795_3","P49859","3",NA,"no_hit","no_hit","phrog_12","COG4695","no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19717","MISSING",NA,"KP296795","KP296795_13","Q24LI1","",NA,"no_hit","no_hit","phrog_1272","COG5280","no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19718","MISSING",NA,"KP296795","KP296795_52",NA,NA,NA,"no_hit","no_hit","phrog_363","COG0270","no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
"19719","MISSING",NA,"KP296795","KP296795_63",NA,NA,NA,"no_hit","no_hit","phrog_1315",NA,"no_hit","Paenibacillus","Paenibacillus phage Shelly",TRUE,"temperate",TRUE
