"","ID","GTDB_tax","sequence_id","predicted_label","p_temperate","p_virulent","matched_phyla","matched_class","matched_order","matched_family","matched_word"
"35270","uvig_202147","Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_D;Ruminococcus_D bicirculans",54705,"temperate","0.5011511604898431","0.49884883951015696",NA,"Clostridia","Oscillospirales","Ruminococcaceae",NA
"35271","uvig_202149","Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira eligens,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter rectalis,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;UBA10788,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira rogosae,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira eligens,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira eligens,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter rectalis,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira eligens,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira eligens,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira eligens,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter rectalis,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira eligens",54706,"virulent","0.4328265700251048","0.5671734299748953",NA,"Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira"
"35278","uvig_202159","Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium angulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium adolescentis_B,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium adolescentis_B,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium adolescentis_B,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium angulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;NA,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum",54713,"virulent","0.49338696974211943","0.5066130302578806",NA,NA,"Actinomycetales","Bifidobacteriaceae","Bifidobacterium"
"35279","uvig_202160","Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira eligens,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira eligens,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira eligens,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Bacteroides_F;Bacteroides_F pectinophilus",54714,"temperate","0.7460125715267133","0.25398742847328665",NA,"Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira"
"35282","uvig_202169","Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira eligens",54717,"temperate","0.6298098960212662","0.37019010397873375",NA,"Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira"
"35288","uvig_202183","Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis",54721,"virulent","0.3324182547893913","0.6675817452106088","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"35291","uvig_202190","Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira eligens",54724,"temperate","0.7819942691554934","0.21800573084450658",NA,"Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira"
"35294","uvig_202194","Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii_B",54727,"temperate","0.8879223386958414","0.11207766130415868",NA,"Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"35297","uvig_202199","Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia inulinivorans",54730,"temperate","0.7428297645495988","0.2571702354504012",NA,"Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"35298","uvig_202201","Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus_A,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus_A,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus_A,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus_A,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus_A,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus_A,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus_A",54731,"temperate","0.7421914568659962","0.2578085431340037",NA,"Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus"
"35302","uvig_202207","Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus_A,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus_A,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus_A,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus_A,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus_A",54735,"temperate","0.7095887500766083","0.2904112499233918",NA,"Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus"
"35306","uvig_202212","Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum",54739,"temperate","0.8149774657356588","0.18502253426434115",NA,NA,"Actinomycetales","Bifidobacteriaceae","Bifidobacterium"
"35316","uvig_202261","Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;ER4;ER4 sp1",54749,"temperate","0.6044980479466425","0.39550195205335753",NA,"Clostridia","Oscillospirales","Oscillospiraceae",NA
"35317","uvig_202273","Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;NA,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus_A,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus sp1",54750,"temperate","0.6582835154490946","0.3417164845509054",NA,"Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"35318","uvig_202274","Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Tidjanibacter;Tidjanibacter massiliensis",54751,"virulent","0.43782368190418913","0.5621763180958109","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Tidjanibacter"
"35319","uvig_202275","Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis,Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis,Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis,Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis,Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis,Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides merdae,Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis",54752,"virulent","0.35713902117053425","0.6428609788294658","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"35323","uvig_202282","Firmicutes;Clostridia;Oscillospirales;DTU089;Ruminococcus_E;Ruminococcus_E bromii,Firmicutes;Clostridia;Oscillospirales;DTU089;Ruminococcus_E;Ruminococcus_E bromii,Firmicutes;Clostridia;Oscillospirales;DTU089;Ruminococcus_E;Ruminococcus_E bromii,Firmicutes;Clostridia;Oscillospirales;DTU089;Ruminococcus_E;Ruminococcus_E bromii",54756,"temperate","0.6213272318222545","0.3786727681777455",NA,"Clostridia","Oscillospirales",NA,"DTU089"
"35330","uvig_202290","Firmicutes;Clostridia;Oscillospirales;DTU089;GCA-900066995;GCA_900066995.1",54763,"temperate","0.8198624362383108","0.18013756376168918",NA,"Clostridia","Oscillospirales",NA,"DTU089"
"35333","uvig_202300","Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis,Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis",54766,"virulent","0.26789124369225925","0.7321087563077407","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"35340","uvig_20231","Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella copri,Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella copri,Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella copri,Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella copri,Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella copri",7019,"virulent","0.3628001042397716","0.6371998957602284","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella"
"35345","uvig_202324","Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;GCF_001185845.1",54777,"virulent","0.4823865628468491","0.5176134371531509","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"35346","uvig_202325","Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Ruminococcus_B;Ruminococcus_B faecis,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Ruminococcus_B;Ruminococcus_B faecis",54778,"temperate","0.642993482476912","0.35700651752308804",NA,"Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcus_B"
"35348","uvig_202327","Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii_B",54780,"virulent","0.4891097549335061","0.5108902450664938",NA,"Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"35350","uvig_20233","Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Agathobaculum;Agathobaculum sp1",7020,"virulent","0.3878413676744051","0.6121586323255949",NA,"Clostridia","Oscillospirales","Butyricicoccaceae","Agathobaculum"
"35352","uvig_202332","Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii_C,Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii_E",54783,"virulent","0.45256335509652906","0.547436644903471",NA,"Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"35354","uvig_202334","Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides salyersiae,Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides salyersiae,Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae",54785,"virulent","0.412885110432579","0.587114889567421","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"35356","uvig_202337","Firmicutes;Clostridia;Oscillospirales;DTU089;Ruminococcus_E;Ruminococcus_E bromii,Firmicutes;Clostridia;Oscillospirales;DTU089;Ruminococcus_E;Ruminococcus_E bromii,Firmicutes;Clostridia;Oscillospirales;DTU089;Ruminococcus_E;Ruminococcus_E bromii,Firmicutes;Clostridia;Oscillospirales;DTU089;Ruminococcus_E;Ruminococcus_E bromii",54787,"temperate","0.7986831159049436","0.2013168840950564",NA,"Clostridia","Oscillospirales",NA,"DTU089"
"35362","uvig_202347","Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;TF01-11;GCA_000432755.1",54793,"temperate","0.8663602390642612","0.13363976093573876",NA,"Clostridia","Lachnospirales","Lachnospiraceae",NA
"35364","uvig_20235","Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron",7021,"virulent","0.31984570058679707","0.6801542994132029","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"35365","uvig_202350","Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cellulosilyticus,Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cellulosilyticus,Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis",54795,"temperate","0.574403876313669","0.425596123686331","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"35367","uvig_202352","Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum",54797,"temperate","0.8804523091161026","0.11954769088389736",NA,NA,"Actinomycetales","Bifidobacteriaceae","Bifidobacterium"
"35370","uvig_202356","Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium adolescentis_B,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium angulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium angulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;NA,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum",54800,"temperate","0.8510055309383517","0.1489944690616483",NA,NA,"Actinomycetales","Bifidobacteriaceae","Bifidobacterium"
"35374","uvig_202360","Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum",54803,"temperate","0.7882303381926324","0.2117696618073675",NA,NA,"Actinomycetales","Bifidobacteriaceae","Bifidobacterium"
"35380","uvig_202372","Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium adolescentis_B,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;NA,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium adolescentis_B,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium adolescentis_B,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;NA,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;NA",54809,"temperate","0.8284575365062204","0.17154246349377947",NA,NA,"Actinomycetales","Bifidobacteriaceae","Bifidobacterium"
"35381","uvig_202374","Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum",54810,"temperate","0.9368569333981168","0.06314306660188308",NA,NA,"Actinomycetales","Bifidobacteriaceae","Bifidobacterium"
"35397","uvig_202459","Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia intestinalis,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia inulinivorans,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter rectalis,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia inulinivorans,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia intestinalis",54824,"temperate","0.6131473740523073","0.38685262594769265",NA,"Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"35399","uvig_202470","Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;CAG-65;CAG-65 sp3,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia inulinivorans,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;CAG-65;CAG-65 sp3,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;CAG-65;CAG-65 sp3,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia intestinalis,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;CAG-65;CAG-65 sp3",54826,"virulent","0.4591743183825636","0.5408256816174364",NA,"Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"35404","uvig_202481","Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia intestinalis,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;UBA9502;NA,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia intestinalis,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia inulinivorans,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;UBA9502;NA",54831,"virulent","0.2131116155787831","0.7868883844212169",NA,"Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"35408","uvig_202494","Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;ER4;ER4 sp1",54835,"temperate","0.6636148574271326","0.33638514257286745",NA,"Clostridia","Oscillospirales","Oscillospiraceae",NA
"35411","uvig_20250","Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium prausnitzii_B",7025,"temperate","0.9174351556618113","0.08256484433818866",NA,"Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"35412","uvig_202500","Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides merdae,Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides merdae",54838,"temperate","0.6649231095668089","0.33507689043319105","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"35413","uvig_202501","Firmicutes;Clostridia;CAG-41;UBA1381;CAG-41;CAG-41 sp1",54839,"temperate","0.8145975233499432","0.18540247665005688",NA,"Clostridia","UBA1381","UBA1381","UBA1381"
"35416","uvig_202514","Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;Anaerostipes hadrus_A,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;Anaerostipes hadrus_A,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;Anaerostipes hadrus",54842,"temperate","0.7616773555215438","0.2383226444784562",NA,"Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes"
"35421","uvig_202522","Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis",54847,"virulent","0.34275381188818005","0.65724618811182","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"35422","uvig_202523","Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides merdae,Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides merdae,Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides merdae,Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides merdae,Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides merdae,Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides merdae",54848,"virulent","0.3752029814266267","0.6247970185733732","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"35424","uvig_202542","Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;Blautia_A wexlerae,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;NA",54850,"temperate","0.7809725723317467","0.21902742766825342",NA,"Clostridia","Lachnospirales","Lachnospiraceae","Blautia_A"
"35425","uvig_202547","Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum",54851,"temperate","0.943173183949141","0.05682681605085899",NA,NA,"Actinomycetales","Bifidobacteriaceae","Bifidobacterium"
"35428","uvig_202551","Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;NA,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;NA,Actinobacteriota;Actinobacteria;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;NA",54853,"temperate","0.8862871645219336","0.11371283547806649",NA,NA,"Actinomycetales","Bifidobacteriaceae","Bifidobacterium"
"35455","uvig_202617","Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;GCA_900066085.1,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;GCA_900066335.1",54878,"temperate","0.7040800607657742","0.2959199392342258",NA,"Clostridia","Lachnospirales","Lachnospiraceae","Blautia_A"
"35465","uvig_20267","Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus_A,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus,Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus_A",7031,"temperate","0.6735252740768356","0.32647472592316434",NA,"Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus"
"35466","uvig_202674","Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia_A;GCA_900066335.1",54886,"temperate","0.8004007136868686","0.19959928631313142",NA,"Clostridia","Lachnospirales","Lachnospiraceae","Blautia_A"
"35470","uvig_202687","Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron",54889,"temperate","0.561312152624383","0.43868784737561695","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"35472","uvig_20269","Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides_A;Bacteroides_A plebeius",7033,"virulent","0.32910537779591353","0.6708946222040866","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae",NA
"35475","uvig_202698","Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Fusicatenibacter;Fusicatenibacter saccharivorans",54893,"virulent","0.18192744387088075","0.8180725561291192",NA,"Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter"
