contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
uvig_154647	27100	No	NA	28	4	0	Medium-quality	Genome-fragment	59.61	AAI-based (high-confidence)	0.0	1.0	
uvig_154650	26410	No	NA	40	19	1	Medium-quality	Genome-fragment	72.5	AAI-based (high-confidence)	0.0	1.0	
uvig_154654	24795	No	NA	35	22	0	Medium-quality	Genome-fragment	53.5	AAI-based (medium-confidence)	0.0	1.0	
uvig_154655	22855	Yes	20018	25	9	2	Low-quality	Genome-fragment	35.06	AAI-based (high-confidence)	12.41	1.0	
uvig_154656	21496	No	NA	39	10	1	Low-quality	Genome-fragment	42.37	AAI-based (high-confidence)	0.0	1.0	
uvig_154657	21467	No	NA	39	1	1	Low-quality	Genome-fragment	40.74	AAI-based (high-confidence)	0.0	1.0	
uvig_154659	20369	No	NA	28	2	0	Low-quality	Genome-fragment	47.28	AAI-based (medium-confidence)	0.0	1.0	
uvig_154661	20099	No	NA	31	10	0	Low-quality	Genome-fragment	47.3	AAI-based (high-confidence)	0.0	1.0	
uvig_154662	19895	No	NA	44	7	0	Low-quality	Genome-fragment	35.4	AAI-based (high-confidence)	0.0	1.0	
uvig_154663	19808	No	NA	31	11	0	Medium-quality	Genome-fragment	53.34	AAI-based (high-confidence)	0.0	1.0	
uvig_154665	18828	No	NA	32	8	0	Low-quality	Genome-fragment	49.13	AAI-based (medium-confidence)	0.0	1.01	
uvig_154671	14671	No	NA	23	0	0	Low-quality	Genome-fragment	25.49	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
uvig_154678	11824	No	NA	17	5	0	Low-quality	Genome-fragment	31.72	AAI-based (high-confidence)	0.0	1.0	
uvig_154679	11534	No	NA	24	3	2	Low-quality	Genome-fragment	28.06	AAI-based (medium-confidence)	0.0	1.0	
uvig_154681	11249	No	NA	14	2	0	Low-quality	Genome-fragment	22.95	AAI-based (high-confidence)	0.0	1.0	
uvig_154685	10180	No	NA	15	9	0	Low-quality	Genome-fragment	25.04	AAI-based (high-confidence)	0.0	1.0	
uvig_154687	10122	No	NA	15	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
uvig_154718	22032	No	NA	26	5	0	Low-quality	Genome-fragment	48.73	AAI-based (high-confidence)	0.0	1.0	
uvig_154726	104633	No	NA	143	24	7	Medium-quality	Genome-fragment	50.52	AAI-based (high-confidence)	0.0	1.0	
uvig_154727	76972	No	NA	98	17	2	Low-quality	Genome-fragment	37.08	AAI-based (high-confidence)	0.0	1.0	
uvig_154730	14199	No	NA	25	0	2	Low-quality	Genome-fragment	33.15	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
uvig_154736	37118	No	NA	51	18	1	High-quality	High-quality	96.48	AAI-based (high-confidence)	0.0	1.0	
uvig_154737	39478	No	NA	59	17	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_154738	22550	No	NA	32	6	1	Low-quality	Genome-fragment	49.58	HMM-based (lower-bound)	0.0	1.0	
uvig_154741	185824	No	NA	229	34	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_154742	98594	No	NA	122	20	3	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_154743	94431	No	NA	109	33	2	Medium-quality	Genome-fragment	79.67	AAI-based (high-confidence)	0.0	1.0	
uvig_154744	22397	No	NA	42	7	0	Low-quality	Genome-fragment	18.9	AAI-based (high-confidence)	0.0	1.0	
uvig_154750	10818	No	NA	20	0	2	Low-quality	Genome-fragment	9.9	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
uvig_154765	44997	No	NA	66	19	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_154770	62667	No	NA	94	21	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_154771	61691	No	NA	87	14	3	High-quality	High-quality	98.6	AAI-based (medium-confidence)	0.0	1.0	
uvig_154772	44216	No	NA	55	12	3	Medium-quality	Genome-fragment	79.0	AAI-based (high-confidence)	0.0	1.0	
uvig_154775	39470	Yes	36413	62	18	2	High-quality	High-quality	95.01	AAI-based (high-confidence)	7.75	1.0	
uvig_154776	38597	No	NA	64	21	0	High-quality	High-quality	96.29	AAI-based (high-confidence)	0.0	1.0	
uvig_154777	38276	No	NA	55	29	0	Medium-quality	Genome-fragment	84.73	AAI-based (high-confidence)	0.0	1.0	
uvig_154779	35402	No	NA	53	16	0	Medium-quality	Genome-fragment	85.76	AAI-based (high-confidence)	0.0	1.0	
uvig_154781	29118	No	NA	49	18	0	Medium-quality	Genome-fragment	80.68	AAI-based (high-confidence)	0.0	1.0	
uvig_154782	28977	No	NA	42	12	2	Medium-quality	Genome-fragment	76.56	AAI-based (medium-confidence)	0.0	1.0	
uvig_154783	28453	No	NA	36	7	0	Medium-quality	Genome-fragment	69.38	AAI-based (medium-confidence)	0.0	1.0	
uvig_154784	27712	No	NA	41	9	0	Low-quality	Genome-fragment	49.49	AAI-based (medium-confidence)	0.0	1.0	
uvig_154785	25187	No	NA	26	9	0	Medium-quality	Genome-fragment	68.07	AAI-based (medium-confidence)	0.0	1.0	
uvig_154786	24413	Yes	18954	39	10	2	Medium-quality	Genome-fragment	50.11	AAI-based (high-confidence)	22.36	1.0	
uvig_154799	16416	No	NA	21	7	0	High-quality	High-quality	96.39	AAI-based (medium-confidence)	0.0	1.0	
uvig_154802	15818	No	NA	20	6	0	Low-quality	Genome-fragment	47.94	HMM-based (lower-bound)	0.0	1.0	
uvig_154804	15492	No	NA	32	3	1	Low-quality	Genome-fragment	27.87	AAI-based (high-confidence)	0.0	1.0	
uvig_154809	10834	Yes	9498	23	4	2	Low-quality	Genome-fragment	21.61	AAI-based (high-confidence)	12.33	1.0	
uvig_154811	10784	No	NA	23	5	0	Low-quality	Genome-fragment	28.48	AAI-based (medium-confidence)	0.0	1.01	
uvig_154812	10757	Yes	4216	15	3	3	Low-quality	Genome-fragment	10.16	AAI-based (high-confidence)	60.81	1.0	
uvig_154813	10597	No	NA	18	2	2	Low-quality	Genome-fragment	32.65	AAI-based (high-confidence)	0.0	1.0	
uvig_154837	13699	No	NA	15	8	0	Low-quality	Genome-fragment	28.0	AAI-based (high-confidence)	0.0	1.0	
uvig_154843	48137	Yes	44464	58	7	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	7.63	1.0	
uvig_154846	32343	No	NA	43	9	0	Medium-quality	Genome-fragment	81.64	AAI-based (medium-confidence)	0.0	1.0	
uvig_154847	89409	Yes	56652	115	20	10	High-quality	High-quality	100.0	AAI-based (medium-confidence)	36.64	1.0	contig >1.5x longer than expected genome length
uvig_154848	46899	No	NA	75	22	1	High-quality	High-quality	98.9	AAI-based (high-confidence)	0.0	1.0	
uvig_154852	65642	Yes	39120	89	24	11	High-quality	High-quality	97.07	AAI-based (high-confidence)	40.4	1.01	contig >1.5x longer than expected genome length
uvig_154854	20375	No	NA	32	7	1	Low-quality	Genome-fragment	20.66	AAI-based (high-confidence)	0.0	1.0	
uvig_154856	13589	No	NA	18	2	0	Low-quality	Genome-fragment	18.03	AAI-based (high-confidence)	0.0	1.0	
uvig_154857	52042	No	NA	75	18	1	High-quality	High-quality	98.81	AAI-based (high-confidence)	0.0	1.0	
uvig_154858	99398	No	NA	105	16	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_154859	93991	No	NA	88	12	3	High-quality	High-quality	97.82	AAI-based (high-confidence)	0.0	1.0	
uvig_154862	19039	No	NA	39	34	0	Medium-quality	Genome-fragment	62.78	AAI-based (high-confidence)	0.0	1.0	
uvig_154864	11118	No	NA	19	18	0	Low-quality	Genome-fragment	36.62	AAI-based (high-confidence)	0.0	1.0	
uvig_154873	164684	No	NA	191	23	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_154875	64716	No	NA	98	28	4	Medium-quality	Genome-fragment	82.27	AAI-based (high-confidence)	0.0	1.0	
uvig_154876	60642	Yes	44650	79	14	8	High-quality	High-quality	100.0	AAI-based (medium-confidence)	26.37	1.0	contig >1.5x longer than expected genome length
uvig_154877	60507	No	NA	88	25	2	High-quality	High-quality	97.33	AAI-based (high-confidence)	0.0	1.0	
uvig_154882	50894	No	NA	59	21	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_154884	44020	No	NA	59	21	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_154885	42450	Yes	27548	56	20	7	Medium-quality	Genome-fragment	79.21	AAI-based (high-confidence)	35.1	1.0	
uvig_154886	40972	No	NA	50	8	3	Medium-quality	Genome-fragment	56.43	AAI-based (high-confidence)	0.0	1.0	
uvig_154888	40003	No	NA	39	8	1	High-quality	High-quality	93.4	AAI-based (medium-confidence)	0.0	1.0	
uvig_154889	37354	No	NA	53	34	0	High-quality	High-quality	94.56	AAI-based (high-confidence)	0.0	1.0	
uvig_154890	36401	No	NA	42	9	2	Medium-quality	Genome-fragment	63.38	AAI-based (high-confidence)	0.0	1.0	
uvig_154891	34255	No	NA	50	16	1	High-quality	High-quality	92.88	AAI-based (medium-confidence)	0.0	1.0	
uvig_154895	30957	Yes	22053	51	13	6	Medium-quality	Genome-fragment	63.04	AAI-based (high-confidence)	28.76	1.0	
uvig_154896	26316	No	NA	33	16	0	Medium-quality	Genome-fragment	73.34	AAI-based (medium-confidence)	0.0	1.0	
uvig_154897	25943	No	NA	26	11	0	Low-quality	Genome-fragment	35.85	AAI-based (high-confidence)	0.0	1.0	
uvig_154901	18293	No	NA	34	10	0	Low-quality	Genome-fragment	25.6	AAI-based (medium-confidence)	0.0	1.0	
uvig_154928	23554	No	NA	30	19	0	Medium-quality	Genome-fragment	57.96	AAI-based (high-confidence)	0.0	1.0	
uvig_154931	12042	No	NA	27	6	0	Low-quality	Genome-fragment	35.93	AAI-based (high-confidence)	0.0	1.01	
uvig_154933	10429	No	NA	15	8	0	Low-quality	Genome-fragment	28.67	AAI-based (high-confidence)	0.0	1.0	
uvig_154939	74874	No	NA	109	44	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.98	high kmer_freq may indicate large duplication; contig >1.5x longer than expected genome length
uvig_154941	43494	No	NA	76	30	2	Medium-quality	Genome-fragment	69.32	AAI-based (medium-confidence)	0.0	1.0	
uvig_154942	101128	No	NA	112	15	3	Medium-quality	Genome-fragment	66.97	AAI-based (high-confidence)	0.0	1.0	
uvig_154944	43973	No	NA	63	15	3	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
uvig_154946	16838	Yes	11678	22	3	4	Low-quality	Genome-fragment	14.3	HMM-based (lower-bound)	30.64	1.0	
uvig_154951	39689	No	NA	71	18	0	High-quality	High-quality	94.54	AAI-based (high-confidence)	0.0	1.0	
uvig_154952	184053	No	NA	215	24	8	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_154954	85530	No	NA	113	13	3	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_154955	44099	No	NA	74	12	3	Low-quality	Genome-fragment	40.86	AAI-based (high-confidence)	0.0	1.0	
uvig_154959	34167	No	NA	32	18	0	Low-quality	Genome-fragment	31.67	AAI-based (high-confidence)	0.0	1.0	
uvig_154962	26297	No	NA	32	27	0	Medium-quality	Genome-fragment	71.1	AAI-based (high-confidence)	0.0	1.0	
uvig_154964	23650	No	NA	34	12	1	High-quality	High-quality	97.9	AAI-based (high-confidence)	0.0	1.0	
uvig_154965	20296	No	NA	18	6	0	Low-quality	Genome-fragment	20.18	AAI-based (high-confidence)	0.0	1.0	
uvig_154967	15575	No	NA	23	19	0	Low-quality	Genome-fragment	42.47	AAI-based (high-confidence)	0.0	1.0	
uvig_154985	162031	No	NA	187	22	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_154987	35598	No	NA	62	20	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
uvig_154988	152691	No	NA	203	50	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_154989	84615	No	NA	130	12	3	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_154990	39375	No	NA	60	24	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_154991	153249	No	NA	210	14	4	High-quality	High-quality	99.62	AAI-based (high-confidence)	0.0	1.0	
uvig_154992	92776	Yes	75947	114	14	10	High-quality	High-quality	100.0	AAI-based (high-confidence)	18.14	1.74	high kmer_freq may indicate large duplication; contig >1.5x longer than expected genome length
uvig_154996	63994	No	NA	90	15	1	Medium-quality	Genome-fragment	59.66	AAI-based (high-confidence)	0.0	1.0	
uvig_154998	62888	Yes	58827	82	11	9	Medium-quality	Genome-fragment	78.83	HMM-based (lower-bound)	6.46	1.0	
uvig_155000	53272	No	NA	78	29	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_155009	42390	Yes	35602	65	15	2	Medium-quality	Genome-fragment	84.09	AAI-based (high-confidence)	16.01	1.0	
uvig_155010	37665	No	NA	50	18	2	Medium-quality	Genome-fragment	68.09	AAI-based (high-confidence)	0.0	1.0	
uvig_155011	36158	No	NA	51	11	1	Low-quality	Genome-fragment	49.07	HMM-based (lower-bound)	0.0	1.0	
uvig_155013	33982	No	NA	58	10	1	Medium-quality	Genome-fragment	59.27	AAI-based (high-confidence)	0.0	1.0	
uvig_155017	31373	Yes	27641	50	12	5	Medium-quality	Genome-fragment	86.07	AAI-based (medium-confidence)	11.9	1.0	
uvig_155019	27144	No	NA	44	13	0	Low-quality	Genome-fragment	45.64	AAI-based (high-confidence)	0.0	1.0	
uvig_155020	26753	No	NA	41	16	2	Medium-quality	Genome-fragment	73.97	AAI-based (medium-confidence)	0.0	1.0	
uvig_155021	23981	Yes	17822	34	16	5	Low-quality	Genome-fragment	39.44	AAI-based (medium-confidence)	25.68	1.0	
uvig_155023	23617	No	NA	41	9	0	Low-quality	Genome-fragment	42.65	AAI-based (high-confidence)	0.0	1.0	
uvig_155024	23551	No	NA	33	10	0	Medium-quality	Genome-fragment	66.75	AAI-based (high-confidence)	0.0	1.0	
uvig_155025	21340	No	NA	37	2	2	Low-quality	Genome-fragment	31.08	AAI-based (high-confidence)	0.0	1.0	
uvig_155026	21264	No	NA	35	16	0	Medium-quality	Genome-fragment	62.86	AAI-based (high-confidence)	0.0	1.0	
uvig_155027	20818	No	NA	44	8	1	Low-quality	Genome-fragment	36.79	AAI-based (high-confidence)	0.0	1.0	
uvig_155030	19769	No	NA	23	9	0	Low-quality	Genome-fragment	13.97	AAI-based (high-confidence)	0.0	1.0	
uvig_155031	19541	No	NA	22	5	0	Medium-quality	Genome-fragment	55.02	AAI-based (high-confidence)	0.0	1.0	
uvig_155033	16749	No	NA	27	9	0	Low-quality	Genome-fragment	44.0	AAI-based (high-confidence)	0.0	1.0	
uvig_155034	15929	No	NA	24	5	0	Low-quality	Genome-fragment	29.99	HMM-based (lower-bound)	0.0	1.0	
uvig_155035	15787	No	NA	20	6	0	Low-quality	Genome-fragment	47.85	HMM-based (lower-bound)	0.0	1.01	low-confidence ITR
uvig_155036	12992	No	NA	18	7	0	Low-quality	Genome-fragment	38.18	AAI-based (high-confidence)	0.0	1.0	
uvig_155044	10292	No	NA	16	5	0	Low-quality	Genome-fragment	22.62	AAI-based (high-confidence)	0.0	1.0	
uvig_155074	34098	No	NA	49	17	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_155077	35560	No	NA	54	20	1	Medium-quality	Genome-fragment	82.88	AAI-based (medium-confidence)	0.0	1.0	
uvig_155080	27162	No	NA	37	18	0	Medium-quality	Genome-fragment	66.93	AAI-based (high-confidence)	0.0	1.0	
uvig_155098	35448	No	NA	46	17	1	Medium-quality	Genome-fragment	85.39	AAI-based (medium-confidence)	0.0	1.0	
uvig_155100	72185	No	NA	104	15	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_155101	49507	Yes	38193	60	25	4	Medium-quality	Genome-fragment	53.85	HMM-based (lower-bound)	22.85	1.0	
uvig_155103	39943	No	NA	59	16	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_155104	13781	No	NA	19	4	1	Low-quality	Genome-fragment	27.23	HMM-based (lower-bound)	0.0	1.0	
uvig_155106	101585	No	NA	95	22	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_155107	44322	No	NA	68	21	0	High-quality	High-quality	99.19	AAI-based (high-confidence)	0.0	1.0	
uvig_155108	43040	No	NA	54	3	1	Low-quality	Genome-fragment	22.95	AAI-based (high-confidence)	0.0	1.0	
uvig_155109	26661	No	NA	42	40	0	Medium-quality	Genome-fragment	87.91	AAI-based (high-confidence)	0.0	1.0	
uvig_155115	15817	No	NA	20	13	0	Low-quality	Genome-fragment	46.54	AAI-based (high-confidence)	0.0	1.0	
uvig_155138	56945	No	NA	101	13	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_155139	97577	No	NA	139	24	3	Medium-quality	Genome-fragment	59.53	AAI-based (high-confidence)	0.0	1.0	
uvig_155140	89285	No	NA	88	6	0	High-quality	High-quality	97.2	AAI-based (high-confidence)	0.0	1.0	
uvig_155142	80552	Yes	55981	126	23	15	Medium-quality	Genome-fragment	69.7	AAI-based (high-confidence)	30.5	1.0	
uvig_155143	58601	No	NA	76	14	5	High-quality	High-quality	95.52	HMM-based (lower-bound)	0.0	1.0	
uvig_155147	46479	Yes	34567	63	13	5	Medium-quality	Genome-fragment	77.25	AAI-based (high-confidence)	25.63	1.0	
uvig_155151	36772	No	NA	56	29	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_155153	35517	No	NA	47	10	0	Medium-quality	Genome-fragment	60.65	AAI-based (medium-confidence)	0.0	1.0	
uvig_155155	31244	No	NA	46	21	0	Medium-quality	Genome-fragment	81.98	AAI-based (high-confidence)	0.0	1.0	
uvig_155156	28275	No	NA	38	15	0	Low-quality	Genome-fragment	17.11	AAI-based (high-confidence)	0.0	1.0	
uvig_155162	23687	No	NA	42	13	0	High-quality	High-quality	92.69	AAI-based (high-confidence)	0.0	1.0	
uvig_155163	23230	No	NA	45	18	2	Low-quality	Genome-fragment	41.3	AAI-based (high-confidence)	0.0	1.0	
uvig_155166	20843	No	NA	24	15	1	Low-quality	Genome-fragment	13.61	AAI-based (high-confidence)	0.0	1.0	
uvig_155169	18805	No	NA	31	9	1	Low-quality	Genome-fragment	30.67	AAI-based (medium-confidence)	0.0	1.0	
uvig_155170	18530	No	NA	38	5	0	Low-quality	Genome-fragment	36.7	AAI-based (high-confidence)	0.0	1.0	
uvig_155206	56502	No	NA	83	17	3	Low-quality	Genome-fragment	32.26	AAI-based (high-confidence)	0.0	1.0	
uvig_155211	71379	No	NA	111	20	4	High-quality	High-quality	93.12	AAI-based (high-confidence)	0.0	1.0	
uvig_155212	45600	No	NA	70	26	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_155213	39308	No	NA	43	10	0	High-quality	High-quality	97.64	AAI-based (high-confidence)	0.0	1.0	
uvig_155215	16509	No	NA	31	4	1	Low-quality	Genome-fragment	42.73	AAI-based (medium-confidence)	0.0	1.0	
uvig_155216	37663	No	NA	50	6	4	High-quality	High-quality	93.55	AAI-based (medium-confidence)	0.0	1.0	
uvig_155219	10745	No	NA	18	4	1	Low-quality	Genome-fragment	27.83	AAI-based (high-confidence)	0.0	1.0	
uvig_155223	121844	No	NA	127	3	14	High-quality	High-quality	94.07	HMM-based (lower-bound)	0.0	1.0	
uvig_155224	110045	No	NA	142	24	5	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_155225	89472	No	NA	147	13	4	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_155226	86805	No	NA	117	25	6	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_155227	78041	No	NA	133	36	0	Medium-quality	Genome-fragment	84.51	AAI-based (high-confidence)	0.0	1.0	
uvig_155228	62695	No	NA	100	10	3	Medium-quality	Genome-fragment	52.6	AAI-based (high-confidence)	0.0	1.0	
uvig_155229	62483	No	NA	79	5	8	Low-quality	Genome-fragment	36.07	AAI-based (medium-confidence)	0.0	1.0	
uvig_155230	57312	No	NA	61	20	0	Low-quality	Genome-fragment	48.53	AAI-based (high-confidence)	0.0	1.0	
uvig_155233	37034	No	NA	25	4	0	Low-quality	Genome-fragment	36.98	AAI-based (high-confidence)	0.0	1.0	
uvig_155234	28658	No	NA	36	7	0	Low-quality	Genome-fragment	42.32	AAI-based (high-confidence)	0.0	1.0	
uvig_155235	27882	No	NA	26	8	0	Low-quality	Genome-fragment	27.89	AAI-based (high-confidence)	0.0	1.0	
uvig_155236	25281	Yes	23317	31	3	3	Low-quality	Genome-fragment	15.09	HMM-based (lower-bound)	7.77	1.0	
uvig_155240	21495	No	NA	22	1	4	Low-quality	Genome-fragment	8.32	HMM-based (lower-bound)	0.0	1.0	
uvig_155247	12055	No	NA	18	6	0	Low-quality	Genome-fragment	21.63	AAI-based (high-confidence)	0.0	1.0	
uvig_155248	11897	No	NA	18	7	0	Low-quality	Genome-fragment	37.78	HMM-based (lower-bound)	0.0	1.0	
uvig_155265	78358	No	NA	108	15	0	High-quality	High-quality	99.36	AAI-based (high-confidence)	0.0	1.0	
uvig_155266	130497	No	NA	152	41	4	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_155267	31370	No	NA	61	15	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_155268	92330	Yes	37618	129	19	41	Complete	High-quality	100.0	Provirus (high-confidence)	59.26	1.0	contig >1.5x longer than expected genome length
uvig_155269	78969	No	NA	82	22	0	Low-quality	Genome-fragment	31.72	AAI-based (medium-confidence)	0.0	1.0	
uvig_155270	75886	No	NA	109	16	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_155274	59225	No	NA	86	32	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
uvig_155275	58055	No	NA	104	21	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_155279	43887	No	NA	57	13	2	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
uvig_155281	39076	No	NA	60	8	0	High-quality	High-quality	97.94	AAI-based (high-confidence)	0.0	1.0	
uvig_155286	32437	No	NA	56	22	0	Medium-quality	Genome-fragment	85.48	AAI-based (medium-confidence)	0.0	1.0	
uvig_155299	21709	No	NA	31	7	1	Low-quality	Genome-fragment	46.32	AAI-based (medium-confidence)	0.0	1.0	
uvig_155300	20087	No	NA	31	7	0	Low-quality	Genome-fragment	33.56	AAI-based (high-confidence)	0.0	1.0	
uvig_155301	18792	No	NA	36	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_155302	18397	No	NA	21	2	1	Medium-quality	Genome-fragment	57.08	AAI-based (high-confidence)	0.0	1.0	
uvig_155304	18203	No	NA	24	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_155306	17913	Yes	10320	28	4	5	Low-quality	Genome-fragment	31.84	AAI-based (high-confidence)	42.39	1.0	
uvig_155307	17811	Yes	13530	24	2	2	Low-quality	Genome-fragment	25.49	AAI-based (high-confidence)	24.04	1.0	
uvig_155308	14808	No	NA	23	11	0	Low-quality	Genome-fragment	37.71	AAI-based (high-confidence)	0.0	1.0	
uvig_155314	11871	No	NA	23	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
uvig_155352	64950	No	NA	104	31	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_155353	58664	No	NA	94	10	3	Medium-quality	Genome-fragment	75.7	AAI-based (high-confidence)	0.0	1.01	
uvig_155354	24276	No	NA	28	3	0	Medium-quality	Genome-fragment	53.65	AAI-based (high-confidence)	0.0	1.0	
uvig_155356	13364	No	NA	19	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
uvig_155364	32225	No	NA	59	17	1	High-quality	High-quality	91.53	AAI-based (high-confidence)	0.0	1.0	
uvig_155366	35201	No	NA	47	18	0	High-quality	High-quality	93.24	AAI-based (high-confidence)	0.0	1.0	
uvig_155367	34375	No	NA	61	18	1	High-quality	High-quality	90.72	AAI-based (high-confidence)	0.0	1.0	
uvig_155370	29317	No	NA	42	5	1	Low-quality	Genome-fragment	37.16	HMM-based (lower-bound)	0.0	1.0	
uvig_155371	69794	No	NA	99	10	0	Low-quality	Genome-fragment	38.88	AAI-based (medium-confidence)	0.0	1.06	
uvig_155372	103601	No	NA	82	14	0	Medium-quality	Genome-fragment	55.22	AAI-based (high-confidence)	0.0	1.0	
uvig_155373	45437	No	NA	77	12	0	High-quality	High-quality	98.25	AAI-based (high-confidence)	0.0	1.0	
uvig_155375	39928	No	NA	56	1	1	Low-quality	Genome-fragment	21.28	AAI-based (high-confidence)	0.0	1.0	
uvig_155382	13198	No	NA	13	5	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
uvig_155383	12744	No	NA	16	5	1	Low-quality	Genome-fragment	39.18	HMM-based (lower-bound)	0.0	1.0	low-confidence ITR
uvig_155384	12603	No	NA	27	4	0	Low-quality	Genome-fragment	6.84	AAI-based (high-confidence)	0.0	1.0	
uvig_155387	10574	No	NA	20	17	0	Low-quality	Genome-fragment	34.81	AAI-based (high-confidence)	0.0	1.03	
uvig_155396	105870	No	NA	129	19	3	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
uvig_155398	83476	No	NA	109	26	4	Low-quality	Genome-fragment	22.3	AAI-based (medium-confidence)	0.0	1.0	
uvig_155399	63822	Yes	49900	102	12	10	Medium-quality	Genome-fragment	64.43	AAI-based (high-confidence)	21.81	1.0	
uvig_155400	55460	No	NA	99	18	2	High-quality	High-quality	96.25	AAI-based (high-confidence)	0.0	1.0	
uvig_155401	52768	No	NA	60	7	0	Medium-quality	Genome-fragment	69.05	AAI-based (high-confidence)	0.0	1.0	
uvig_155402	52646	No	NA	90	20	0	Medium-quality	Genome-fragment	89.23	AAI-based (high-confidence)	0.0	1.0	
uvig_155403	52426	Yes	42356	61	8	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	19.21	1.0	
uvig_155405	45440	No	NA	62	15	4	Low-quality	Genome-fragment	46.12	AAI-based (high-confidence)	0.0	1.0	
uvig_155407	41537	No	NA	67	17	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.18	
uvig_155410	32332	No	NA	49	20	1	Medium-quality	Genome-fragment	86.79	AAI-based (medium-confidence)	0.0	1.0	
uvig_155411	31176	Yes	28098	44	16	3	Medium-quality	Genome-fragment	71.71	AAI-based (high-confidence)	9.87	1.0	
uvig_155412	29401	No	NA	43	9	0	Low-quality	Genome-fragment	48.62	AAI-based (high-confidence)	0.0	1.0	
uvig_155413	26645	No	NA	36	15	1	High-quality	High-quality	90.03	AAI-based (high-confidence)	0.0	1.0	
uvig_155416	17862	No	NA	25	8	0	Medium-quality	Genome-fragment	77.89	AAI-based (medium-confidence)	0.0	1.0	
uvig_155419	15177	No	NA	16	7	0	Medium-quality	Genome-fragment	65.45	AAI-based (medium-confidence)	0.0	1.01	low-confidence ITR
uvig_155420	14870	No	NA	19	6	0	Medium-quality	Genome-fragment	88.97	AAI-based (medium-confidence)	0.0	1.0	
uvig_155421	14805	No	NA	19	7	0	Medium-quality	Genome-fragment	68.15	AAI-based (medium-confidence)	0.0	1.0	
