genome,threshold,cluster_method,comparison_algorithm,greedy_representative,primary_cluster,original_secondary_cluster,secondary_cluster
MF156580.fasta,0.005,greedy,fastANI,False,0,0_2528,0_2528
MF161328.fasta,0.005,greedy,fastANI,True,0,0_1597,0_1597
MF172979.fasta,0.005,greedy,fastANI,True,0,0_591,0_591
MF176161.fasta,0.005,greedy,fastANI,True,0,0_1958,0_1958
MF288917.fasta,0.005,greedy,fastANI,True,0,0_81,0_81
MF288918.fasta,0.005,greedy,fastANI,True,0,0_76,0_76
MF288919.fasta,0.005,greedy,fastANI,True,0,0_93,0_93
MF288920.fasta,0.005,greedy,fastANI,True,0,0_72,0_72
MF288921.fasta,0.005,greedy,fastANI,False,0,0_92,0_92
MF288922.fasta,0.005,greedy,fastANI,True,0,0_111,0_111
MF346933.fasta,0.005,greedy,fastANI,True,0,0_2421,0_2421
MF360957.fasta,0.005,greedy,fastANI,True,0,0_15,0_15
MF398190.fasta,0.005,greedy,fastANI,True,0,0_245,0_245
MF405094.fasta,0.005,greedy,fastANI,True,0,0_264,0_264
MF407276.fasta,0.005,greedy,fastANI,True,0,0_2633,0_2633
MF418016.fasta,0.005,greedy,fastANI,True,0,0_548,0_548
MF422185.fasta,0.005,greedy,fastANI,True,0,0_183,0_183
MF428478.fasta,0.005,greedy,fastANI,True,0,0_1495,0_1495
MF428479.fasta,0.005,greedy,fastANI,True,0,0_1544,0_1544
MF428480.fasta,0.005,greedy,fastANI,False,0,0_1586,0_1586
MF428481.fasta,0.005,greedy,fastANI,False,0,0_1586,0_1586
MF443119.fasta,0.005,greedy,fastANI,True,0,0_2568,0_2568
MF443120.fasta,0.005,greedy,fastANI,True,0,0_2585,0_2585
MF443121.fasta,0.005,greedy,fastANI,True,0,0_2564,0_2564
MF443122.fasta,0.005,greedy,fastANI,True,0,0_2574,0_2574
MF443123.fasta,0.005,greedy,fastANI,True,0,0_2552,0_2552
MF443124.fasta,0.005,greedy,fastANI,True,0,0_2596,0_2596
MF443125.fasta,0.005,greedy,fastANI,True,0,0_2547,0_2547
MF443126.fasta,0.005,greedy,fastANI,True,0,0_2540,0_2540
MF448554.fasta,0.005,greedy,fastANI,True,0,0_2244,0_2244
MF448555.fasta,0.005,greedy,fastANI,True,0,0_2461,0_2461
MF448556.fasta,0.005,greedy,fastANI,True,0,0_2395,0_2395
MF448557.fasta,0.005,greedy,fastANI,True,0,0_2349,0_2349
MF448558.fasta,0.005,greedy,fastANI,True,0,0_2482,0_2482
MF448559.fasta,0.005,greedy,fastANI,True,0,0_2270,0_2270
MF448560.fasta,0.005,greedy,fastANI,True,0,0_2268,0_2268
MF448561.fasta,0.005,greedy,fastANI,True,0,0_2354,0_2354
MF448562.fasta,0.005,greedy,fastANI,True,0,0_2266,0_2266
MF448563.fasta,0.005,greedy,fastANI,True,0,0_2309,0_2309
MF448564.fasta,0.005,greedy,fastANI,True,0,0_2365,0_2365
MF448565.fasta,0.005,greedy,fastANI,True,0,0_2348,0_2348
MF448566.fasta,0.005,greedy,fastANI,True,0,0_2302,0_2302
MF448567.fasta,0.005,greedy,fastANI,True,0,0_2453,0_2453
MF448568.fasta,0.005,greedy,fastANI,True,0,0_2336,0_2336
MF448569.fasta,0.005,greedy,fastANI,True,0,0_2319,0_2319
MF448570.fasta,0.005,greedy,fastANI,True,0,0_2438,0_2438
MF448571.fasta,0.005,greedy,fastANI,True,0,0_2494,0_2494
MF448572.fasta,0.005,greedy,fastANI,True,0,0_2375,0_2375
MF498901.fasta,0.005,greedy,fastANI,True,0,0_118,0_118
MF547662.fasta,0.005,greedy,fastANI,True,0,0_493,0_493
MF547663.fasta,0.005,greedy,fastANI,True,0,0_509,0_509
MF580410.fasta,0.005,greedy,fastANI,True,0,0_973,0_973
MF580759.fasta,0.005,greedy,fastANI,True,0,0_1990,0_1990
MF580760.fasta,0.005,greedy,fastANI,True,0,0_2067,0_2067
MF580761.fasta,0.005,greedy,fastANI,True,0,0_2026,0_2026
MF580762.fasta,0.005,greedy,fastANI,True,0,0_2116,0_2116
MF580763.fasta,0.005,greedy,fastANI,True,0,0_2136,0_2136
MF580764.fasta,0.005,greedy,fastANI,True,0,0_1947,0_1947
MF580765.fasta,0.005,greedy,fastANI,True,0,0_2038,0_2038
MF580766.fasta,0.005,greedy,fastANI,True,0,0_1910,0_1910
MF580767.fasta,0.005,greedy,fastANI,True,0,0_2023,0_2023
MF580768.fasta,0.005,greedy,fastANI,False,0,0_2038,0_2038
MF580769.fasta,0.005,greedy,fastANI,True,0,0_1897,0_1897
MF580770.fasta,0.005,greedy,fastANI,True,0,0_2141,0_2141
MF580771.fasta,0.005,greedy,fastANI,True,0,0_2164,0_2164
MF580772.fasta,0.005,greedy,fastANI,True,0,0_2110,0_2110
MF580773.fasta,0.005,greedy,fastANI,False,0,0_2054,0_2054
MF580774.fasta,0.005,greedy,fastANI,True,0,0_2054,0_2054
MF580775.fasta,0.005,greedy,fastANI,True,0,0_2105,0_2105
MF595878.fasta,0.005,greedy,fastANI,True,0,0_1856,0_1856
MF678788.fasta,0.005,greedy,fastANI,True,0,0_1322,0_1322
MF678789.fasta,0.005,greedy,fastANI,True,0,0_1418,0_1418
MF678790.fasta,0.005,greedy,fastANI,True,0,0_1338,0_1338
MF765814.fasta,0.005,greedy,fastANI,True,0,0_61,0_61
MF775669.fasta,0.005,greedy,fastANI,True,0,0_2417,0_2417
MF775670.fasta,0.005,greedy,fastANI,True,0,0_2444,0_2444
MF775671.fasta,0.005,greedy,fastANI,False,0,0_2399,0_2399
MF775672.fasta,0.005,greedy,fastANI,False,0,0_2399,0_2399
MF775673.fasta,0.005,greedy,fastANI,False,0,0_2399,0_2399
MF775674.fasta,0.005,greedy,fastANI,True,0,0_2399,0_2399
MF775675.fasta,0.005,greedy,fastANI,True,0,0_2440,0_2440
MF775676.fasta,0.005,greedy,fastANI,False,0,0_2440,0_2440
MF775677.fasta,0.005,greedy,fastANI,True,0,0_2429,0_2429
MF775678.fasta,0.005,greedy,fastANI,False,0,0_2414,0_2414
MF775679.fasta,0.005,greedy,fastANI,True,0,0_2414,0_2414
MF775680.fasta,0.005,greedy,fastANI,True,0,0_2439,0_2439
MF775681.fasta,0.005,greedy,fastANI,True,0,0_2404,0_2404
MF775682.fasta,0.005,greedy,fastANI,True,0,0_2353,0_2353
MF775683.fasta,0.005,greedy,fastANI,False,0,0_2353,0_2353
MF775684.fasta,0.005,greedy,fastANI,False,0,0_2353,0_2353
MF775685.fasta,0.005,greedy,fastANI,False,0,0_2353,0_2353
MF775686.fasta,0.005,greedy,fastANI,True,0,0_2424,0_2424
MF775687.fasta,0.005,greedy,fastANI,False,0,0_2352,0_2352
MF775688.fasta,0.005,greedy,fastANI,True,0,0_2352,0_2352
MF775689.fasta,0.005,greedy,fastANI,False,0,0_2352,0_2352
MF775690.fasta,0.005,greedy,fastANI,False,0,0_2352,0_2352
MF775691.fasta,0.005,greedy,fastANI,True,0,0_2387,0_2387
MF775692.fasta,0.005,greedy,fastANI,True,0,0_2405,0_2405
MF775693.fasta,0.005,greedy,fastANI,True,0,0_2398,0_2398
MF775694.fasta,0.005,greedy,fastANI,False,0,0_2386,0_2386
MF775695.fasta,0.005,greedy,fastANI,True,0,0_2397,0_2397
MF775696.fasta,0.005,greedy,fastANI,False,0,0_2386,0_2386
MF775697.fasta,0.005,greedy,fastANI,True,0,0_2386,0_2386
MF775698.fasta,0.005,greedy,fastANI,True,0,0_2344,0_2344
MF775699.fasta,0.005,greedy,fastANI,False,0,0_2386,0_2386
MF775700.fasta,0.005,greedy,fastANI,False,0,0_2386,0_2386
MF775701.fasta,0.005,greedy,fastANI,False,0,0_2386,0_2386
MF775702.fasta,0.005,greedy,fastANI,False,0,0_2386,0_2386
MF775703.fasta,0.005,greedy,fastANI,True,0,0_2402,0_2402
MF775704.fasta,0.005,greedy,fastANI,False,0,0_2402,0_2402
MF775705.fasta,0.005,greedy,fastANI,False,0,0_2402,0_2402
MF787246.fasta,0.005,greedy,fastANI,True,0,0_285,0_285
MF893271.fasta,0.005,greedy,fastANI,True,0,0_854,0_854
MF939898.fasta,0.005,greedy,fastANI,True,0,0_1969,0_1969
MF999224.fasta,0.005,greedy,fastANI,True,0,0_1054,0_1054
MG000860.fasta,0.005,greedy,fastANI,True,0,0_164,0_164
MG020111.fasta,0.005,greedy,fastANI,True,0,0_1129,0_1129
MG029509.fasta,0.005,greedy,fastANI,True,0,0_1017,0_1017
MG029510.fasta,0.005,greedy,fastANI,True,0,0_1713,0_1713
MG029511.fasta,0.005,greedy,fastANI,True,0,0_961,0_961
MG029512.fasta,0.005,greedy,fastANI,False,0,0_1241,0_1241
MG029513.fasta,0.005,greedy,fastANI,True,0,0_930,0_930
MG029514.fasta,0.005,greedy,fastANI,True,0,0_957,0_957
MG029515.fasta,0.005,greedy,fastANI,False,0,0_927,0_927
MG029516.fasta,0.005,greedy,fastANI,False,0,0_955,0_955
MG029517.fasta,0.005,greedy,fastANI,False,0,0_955,0_955
MG029518.fasta,0.005,greedy,fastANI,True,0,0_970,0_970
MG252693.fasta,0.005,greedy,fastANI,True,0,0_635,0_635
MG253647.fasta,0.005,greedy,fastANI,True,0,0_2412,0_2412
MG253648.fasta,0.005,greedy,fastANI,True,0,0_2401,0_2401
MG253649.fasta,0.005,greedy,fastANI,True,0,0_2422,0_2422
MG253650.fasta,0.005,greedy,fastANI,False,0,0_2421,0_2421
MG253651.fasta,0.005,greedy,fastANI,True,0,0_2425,0_2425
MG253652.fasta,0.005,greedy,fastANI,True,0,0_2433,0_2433
MG253653.fasta,0.005,greedy,fastANI,True,0,0_2436,0_2436
MG264739.fasta,0.005,greedy,fastANI,True,0,0_1542,0_1542
MG309717.fasta,0.005,greedy,fastANI,False,0,0_2432,0_2432
MG309718.fasta,0.005,greedy,fastANI,False,0,0_2432,0_2432
MG557618.fasta,0.005,greedy,fastANI,False,0,0_209,0_209
MG557619.fasta,0.005,greedy,fastANI,True,0,0_1225,0_1225
MG557979.fasta,0.005,greedy,fastANI,True,0,0_330,0_330
MG564297.fasta,0.005,greedy,fastANI,True,0,0_1434,0_1434
MG584725.fasta,0.005,greedy,fastANI,True,0,0_2614,0_2614
MG602477.fasta,0.005,greedy,fastANI,True,0,0_142,0_142
MG656408.fasta,0.005,greedy,fastANI,True,0,0_235,0_235
MG708273.fasta,0.005,greedy,fastANI,True,0,0_2216,0_2216
MG708274.fasta,0.005,greedy,fastANI,True,0,0_1753,0_1753
MG708275.fasta,0.005,greedy,fastANI,True,0,0_1400,0_1400
MG708276.fasta,0.005,greedy,fastANI,True,0,0_1354,0_1354
MG710484.fasta,0.005,greedy,fastANI,True,0,0_1280,0_1280
MG711460.fasta,0.005,greedy,fastANI,True,0,0_1920,0_1920
MG711461.fasta,0.005,greedy,fastANI,True,0,0_902,0_902
MG711462.fasta,0.005,greedy,fastANI,True,0,0_878,0_878
MG711463.fasta,0.005,greedy,fastANI,True,0,0_722,0_722
MG711464.fasta,0.005,greedy,fastANI,True,0,0_2161,0_2161
MG711465.fasta,0.005,greedy,fastANI,True,0,0_685,0_685
MG711466.fasta,0.005,greedy,fastANI,True,0,0_804,0_804
MG711467.fasta,0.005,greedy,fastANI,True,0,0_814,0_814
MG721208.fasta,0.005,greedy,fastANI,True,0,0_310,0_310
MG727695.fasta,0.005,greedy,fastANI,True,0,0_1620,0_1620
MG727696.fasta,0.005,greedy,fastANI,False,0,0_1785,0_1785
MG727697.fasta,0.005,greedy,fastANI,True,0,0_1409,0_1409
MG727698.fasta,0.005,greedy,fastANI,True,0,0_1483,0_1483
MG727699.fasta,0.005,greedy,fastANI,False,0,0_1552,0_1552
MG727700.fasta,0.005,greedy,fastANI,True,0,0_1801,0_1801
MG727701.fasta,0.005,greedy,fastANI,True,0,0_1258,0_1258
MG727702.fasta,0.005,greedy,fastANI,True,0,0_1589,0_1589
MG744354.fasta,0.005,greedy,fastANI,True,0,0_621,0_621
MG763894.fasta,0.005,greedy,fastANI,True,0,0_107,0_107
MG765274.fasta,0.005,greedy,fastANI,True,0,0_636,0_636
MG765275.fasta,0.005,greedy,fastANI,True,0,0_1798,0_1798
MG765276.fasta,0.005,greedy,fastANI,True,0,0_633,0_633
MG765277.fasta,0.005,greedy,fastANI,True,0,0_380,0_380
MG765278.fasta,0.005,greedy,fastANI,True,0,0_1699,0_1699
MG765279.fasta,0.005,greedy,fastANI,True,0,0_423,0_423
MG766218.fasta,0.005,greedy,fastANI,False,0,0_2722,0_2722
MG766219.fasta,0.005,greedy,fastANI,True,0,0_2722,0_2722
MG770897.fasta,0.005,greedy,fastANI,True,0,0_1001,0_1001
MG779474.fasta,0.005,greedy,fastANI,True,0,0_2264,0_2264
MG784342.fasta,0.005,greedy,fastANI,True,0,0_1314,0_1314
MG788324.fasta,0.005,greedy,fastANI,True,0,0_654,0_654
MG913376.fasta,0.005,greedy,fastANI,True,0,0_2326,0_2326
MG967616.fasta,0.005,greedy,fastANI,True,0,0_624,0_624
MG967617.fasta,0.005,greedy,fastANI,False,0,0_624,0_624
MG967618.fasta,0.005,greedy,fastANI,True,0,0_616,0_616
MG969427.fasta,0.005,greedy,fastANI,True,0,0_1453,0_1453
MG983742.fasta,0.005,greedy,fastANI,True,0,0_840,0_840
MH000602.fasta,0.005,greedy,fastANI,True,0,0_1936,0_1936
MH000603.fasta,0.005,greedy,fastANI,True,0,0_1808,0_1808
MH000604.fasta,0.005,greedy,fastANI,True,0,0_2160,0_2160
MH028956.fasta,0.005,greedy,fastANI,True,0,0_231,0_231
MH078572.fasta,0.005,greedy,fastANI,True,0,0_319,0_319
MH107118.fasta,0.005,greedy,fastANI,True,0,0_2746,0_2746
MH107769.fasta,0.005,greedy,fastANI,True,0,0_204,0_204
MH136584.fasta,0.005,greedy,fastANI,True,0,0_420,0_420
MH159197.fasta,0.005,greedy,fastANI,True,0,0_366,0_366
MH193369.fasta,0.005,greedy,fastANI,True,0,0_1439,0_1439
MH203383.fasta,0.005,greedy,fastANI,True,0,0_1459,0_1459
MH203384.fasta,0.005,greedy,fastANI,True,0,0_1454,0_1454
MH220877.fasta,0.005,greedy,fastANI,True,0,0_1579,0_1579
MH248069.fasta,0.005,greedy,fastANI,True,0,0_2705,0_2705
MH299806.fasta,0.005,greedy,fastANI,True,0,0_669,0_669
MH321490.fasta,0.005,greedy,fastANI,True,0,0_365,0_365
MH321491.fasta,0.005,greedy,fastANI,True,0,0_328,0_328
MH321492.fasta,0.005,greedy,fastANI,True,0,0_1156,0_1156
MH341451.fasta,0.005,greedy,fastANI,True,0,0_1710,0_1710
MH341452.fasta,0.005,greedy,fastANI,True,0,0_1612,0_1612
MH341453.fasta,0.005,greedy,fastANI,True,0,0_899,0_899
MH355583.fasta,0.005,greedy,fastANI,True,0,0_1532,0_1532
MH356730.fasta,0.005,greedy,fastANI,True,0,0_593,0_593
MH375074.fasta,0.005,greedy,fastANI,True,0,0_1449,0_1449
MH375593.fasta,0.005,greedy,fastANI,True,0,0_1486,0_1486
MH375594.fasta,0.005,greedy,fastANI,True,0,0_1824,0_1824
MH375595.fasta,0.005,greedy,fastANI,True,0,0_1893,0_1893
MH375596.fasta,0.005,greedy,fastANI,True,0,0_1288,0_1288
MH375597.fasta,0.005,greedy,fastANI,False,0,0_1974,0_1974
MH375598.fasta,0.005,greedy,fastANI,True,0,0_1977,0_1977
MH375599.fasta,0.005,greedy,fastANI,True,0,0_2112,0_2112
MH375600.fasta,0.005,greedy,fastANI,True,0,0_2028,0_2028
MH384259.fasta,0.005,greedy,fastANI,True,0,0_1113,0_1113
MH384260.fasta,0.005,greedy,fastANI,True,0,0_1152,0_1152
MH384261.fasta,0.005,greedy,fastANI,True,0,0_954,0_954
MH393889.fasta,0.005,greedy,fastANI,True,0,0_2638,0_2638
MH401414.fasta,0.005,greedy,fastANI,False,0,0_1119,0_1119
MH401415.fasta,0.005,greedy,fastANI,False,0,0_1119,0_1119
MH401416.fasta,0.005,greedy,fastANI,True,0,0_1212,0_1212
MH431930.fasta,0.005,greedy,fastANI,True,0,0_1499,0_1499
MH431931.fasta,0.005,greedy,fastANI,True,0,0_1165,0_1165
MH431932.fasta,0.005,greedy,fastANI,False,0,0_1727,0_1727
MH431933.fasta,0.005,greedy,fastANI,True,0,0_1727,0_1727
MH431934.fasta,0.005,greedy,fastANI,True,0,0_1719,0_1719
MH431935.fasta,0.005,greedy,fastANI,True,0,0_1552,0_1552
MH431936.fasta,0.005,greedy,fastANI,True,0,0_1463,0_1463
MH431937.fasta,0.005,greedy,fastANI,True,0,0_1794,0_1794
MH431938.fasta,0.005,greedy,fastANI,True,0,0_783,0_783
MH454076.fasta,0.005,greedy,fastANI,True,0,0_768,0_768
MH454077.fasta,0.005,greedy,fastANI,False,0,0_1727,0_1727
MH454078.fasta,0.005,greedy,fastANI,True,0,0_1705,0_1705
MH454079.fasta,0.005,greedy,fastANI,True,0,0_1724,0_1724
MH454080.fasta,0.005,greedy,fastANI,True,0,0_769,0_769
MH454081.fasta,0.005,greedy,fastANI,False,0,0_1499,0_1499
MH454082.fasta,0.005,greedy,fastANI,False,0,0_1719,0_1719
MH454083.fasta,0.005,greedy,fastANI,True,0,0_1791,0_1791
MH454084.fasta,0.005,greedy,fastANI,False,0,0_1552,0_1552
MH458951.fasta,0.005,greedy,fastANI,True,0,0_884,0_884
MH460824.fasta,0.005,greedy,fastANI,True,0,0_862,0_862
MH460825.fasta,0.005,greedy,fastANI,True,0,0_779,0_779
MH460826.fasta,0.005,greedy,fastANI,False,0,0_790,0_790
MH460827.fasta,0.005,greedy,fastANI,True,0,0_790,0_790
MH487649.fasta,0.005,greedy,fastANI,True,0,0_134,0_134
MH538193.fasta,0.005,greedy,fastANI,True,0,0_337,0_337
MH542234.fasta,0.005,greedy,fastANI,True,0,0_375,0_375
MH598512.fasta,0.005,greedy,fastANI,True,0,0_1262,0_1262
MH606185.fasta,0.005,greedy,fastANI,True,0,0_191,0_191
MH618488.fasta,0.005,greedy,fastANI,True,0,0_737,0_737
MH638309.fasta,0.005,greedy,fastANI,True,0,0_51,0_51
MH638310.fasta,0.005,greedy,fastANI,True,0,0_92,0_92
MH638311.fasta,0.005,greedy,fastANI,True,0,0_91,0_91
MH638312.fasta,0.005,greedy,fastANI,True,0,0_45,0_45
MH707426.fasta,0.005,greedy,fastANI,True,0,0_2630,0_2630
MH707427.fasta,0.005,greedy,fastANI,False,0,0_2630,0_2630
MH707428.fasta,0.005,greedy,fastANI,True,0,0_2652,0_2652
MH707429.fasta,0.005,greedy,fastANI,True,0,0_152,0_152
MH707430.fasta,0.005,greedy,fastANI,True,0,0_793,0_793
MH707431.fasta,0.005,greedy,fastANI,True,0,0_172,0_172
MH707432.fasta,0.005,greedy,fastANI,True,0,0_223,0_223
MH707433.fasta,0.005,greedy,fastANI,True,0,0_155,0_155
MH707434.fasta,0.005,greedy,fastANI,True,0,0_770,0_770
MH707435.fasta,0.005,greedy,fastANI,True,0,0_211,0_211
MH707436.fasta,0.005,greedy,fastANI,True,0,0_194,0_194
MH729379.fasta,0.005,greedy,fastANI,True,0,0_497,0_497
MH752385.fasta,0.005,greedy,fastANI,True,0,0_1090,0_1090
MH779518.fasta,0.005,greedy,fastANI,True,0,0_2599,0_2599
MH779519.fasta,0.005,greedy,fastANI,True,0,0_2584,0_2584
MH779520.fasta,0.005,greedy,fastANI,True,0,0_2583,0_2583
MH779521.fasta,0.005,greedy,fastANI,True,0,0_2577,0_2577
MH779522.fasta,0.005,greedy,fastANI,True,0,0_2573,0_2573
MH779523.fasta,0.005,greedy,fastANI,True,0,0_2535,0_2535
MH779524.fasta,0.005,greedy,fastANI,True,0,0_2572,0_2572
MH779525.fasta,0.005,greedy,fastANI,True,0,0_2581,0_2581
MH779526.fasta,0.005,greedy,fastANI,True,0,0_2570,0_2570
MH779527.fasta,0.005,greedy,fastANI,True,0,0_2549,0_2549
MH791397.fasta,0.005,greedy,fastANI,True,0,0_220,0_220
MH791415.fasta,0.005,greedy,fastANI,True,0,0_732,0_732
MH809528.fasta,0.005,greedy,fastANI,True,0,0_1682,0_1682
MH809529.fasta,0.005,greedy,fastANI,True,0,0_448,0_448
MH809530.fasta,0.005,greedy,fastANI,True,0,0_368,0_368
MH809531.fasta,0.005,greedy,fastANI,True,0,0_400,0_400
MH817022.fasta,0.005,greedy,fastANI,False,0,0_2516,0_2516
MH837542.fasta,0.005,greedy,fastANI,True,0,0_1140,0_1140
MH837543.fasta,0.005,greedy,fastANI,True,0,0_1092,0_1092
MH844528.fasta,0.005,greedy,fastANI,True,0,0_218,0_218
MH844529.fasta,0.005,greedy,fastANI,True,0,0_216,0_216
MH853355.fasta,0.005,greedy,fastANI,True,0,0_1844,0_1844
MH853356.fasta,0.005,greedy,fastANI,True,0,0_1024,0_1024
MH853357.fasta,0.005,greedy,fastANI,True,0,0_2284,0_2284
MH853358.fasta,0.005,greedy,fastANI,False,0,0_1844,0_1844
MH880817.fasta,0.005,greedy,fastANI,True,0,0_197,0_197
MH884508.fasta,0.005,greedy,fastANI,True,0,0_113,0_113
MH884509.fasta,0.005,greedy,fastANI,True,0,0_719,0_719
MH884512.fasta,0.005,greedy,fastANI,True,0,0_801,0_801
MH884513.fasta,0.005,greedy,fastANI,True,0,0_858,0_858
MH884514.fasta,0.005,greedy,fastANI,True,0,0_907,0_907
MH892350.fasta,0.005,greedy,fastANI,True,0,0_2290,0_2290
MH892351.fasta,0.005,greedy,fastANI,True,0,0_2147,0_2147
MH892352.fasta,0.005,greedy,fastANI,True,0,0_2096,0_2096
MH892353.fasta,0.005,greedy,fastANI,True,0,0_1870,0_1870
MH892354.fasta,0.005,greedy,fastANI,True,0,0_1874,0_1874
MH892355.fasta,0.005,greedy,fastANI,True,0,0_2122,0_2122
MH892356.fasta,0.005,greedy,fastANI,True,0,0_2051,0_2051
MH892357.fasta,0.005,greedy,fastANI,True,0,0_2176,0_2176
MH892358.fasta,0.005,greedy,fastANI,True,0,0_2170,0_2170
MH892359.fasta,0.005,greedy,fastANI,True,0,0_2139,0_2139
MH892360.fasta,0.005,greedy,fastANI,True,0,0_1960,0_1960
MH892361.fasta,0.005,greedy,fastANI,True,0,0_2048,0_2048
MH892362.fasta,0.005,greedy,fastANI,True,0,0_1926,0_1926
MH892363.fasta,0.005,greedy,fastANI,True,0,0_1996,0_1996
MH892364.fasta,0.005,greedy,fastANI,True,0,0_2144,0_2144
MH892365.fasta,0.005,greedy,fastANI,False,0,0_2265,0_2265
MH892366.fasta,0.005,greedy,fastANI,True,0,0_2095,0_2095
MH892367.fasta,0.005,greedy,fastANI,True,0,0_2065,0_2065
MH892368.fasta,0.005,greedy,fastANI,True,0,0_2265,0_2265
MH892369.fasta,0.005,greedy,fastANI,False,0,0_2295,0_2295
MH892370.fasta,0.005,greedy,fastANI,False,0,0_2265,0_2265
MH892371.fasta,0.005,greedy,fastANI,True,0,0_2295,0_2295
MH892372.fasta,0.005,greedy,fastANI,False,0,0_2265,0_2265
MH892373.fasta,0.005,greedy,fastANI,True,0,0_2174,0_2174
MH892374.fasta,0.005,greedy,fastANI,True,0,0_2291,0_2291
MH892375.fasta,0.005,greedy,fastANI,True,0,0_2154,0_2154
MH892376.fasta,0.005,greedy,fastANI,True,0,0_2075,0_2075
MH892377.fasta,0.005,greedy,fastANI,False,0,0_1924,0_1924
MH892378.fasta,0.005,greedy,fastANI,True,0,0_1924,0_1924
MH892379.fasta,0.005,greedy,fastANI,True,0,0_2043,0_2043
MH892380.fasta,0.005,greedy,fastANI,False,0,0_2043,0_2043
MH892381.fasta,0.005,greedy,fastANI,True,0,0_2001,0_2001
MH892382.fasta,0.005,greedy,fastANI,True,0,0_2080,0_2080
MH892383.fasta,0.005,greedy,fastANI,True,0,0_1925,0_1925
MH892384.fasta,0.005,greedy,fastANI,False,0,0_1925,0_1925
MH892385.fasta,0.005,greedy,fastANI,False,0,0_1926,0_1926
MH937457.fasta,0.005,greedy,fastANI,True,0,0_1738,0_1738
MH937458.fasta,0.005,greedy,fastANI,True,0,0_1887,0_1887
MH937459.fasta,0.005,greedy,fastANI,True,0,0_2015,0_2015
MH937460.fasta,0.005,greedy,fastANI,True,0,0_1505,0_1505
MH937461.fasta,0.005,greedy,fastANI,True,0,0_2012,0_2012
MH937462.fasta,0.005,greedy,fastANI,True,0,0_1721,0_1721
MH937463.fasta,0.005,greedy,fastANI,True,0,0_1507,0_1507
MH937464.fasta,0.005,greedy,fastANI,True,0,0_1883,0_1883
MH937465.fasta,0.005,greedy,fastANI,True,0,0_1752,0_1752
MH937466.fasta,0.005,greedy,fastANI,True,0,0_1928,0_1928
MH937467.fasta,0.005,greedy,fastANI,True,0,0_1568,0_1568
MH937468.fasta,0.005,greedy,fastANI,True,0,0_1984,0_1984
MH937469.fasta,0.005,greedy,fastANI,True,0,0_1861,0_1861
MH937470.fasta,0.005,greedy,fastANI,True,0,0_2101,0_2101
MH937471.fasta,0.005,greedy,fastANI,True,0,0_1858,0_1858
MH937472.fasta,0.005,greedy,fastANI,True,0,0_2167,0_2167
MH937473.fasta,0.005,greedy,fastANI,True,0,0_1450,0_1450
MH937474.fasta,0.005,greedy,fastANI,True,0,0_1952,0_1952
MH937475.fasta,0.005,greedy,fastANI,True,0,0_1938,0_1938
MH937476.fasta,0.005,greedy,fastANI,True,0,0_2286,0_2286
MH937477.fasta,0.005,greedy,fastANI,True,0,0_2053,0_2053
MH937478.fasta,0.005,greedy,fastANI,False,0,0_1942,0_1942
MH937479.fasta,0.005,greedy,fastANI,False,0,0_1909,0_1909
MH937480.fasta,0.005,greedy,fastANI,True,0,0_1835,0_1835
MH937481.fasta,0.005,greedy,fastANI,True,0,0_2146,0_2146
MH937482.fasta,0.005,greedy,fastANI,True,0,0_2060,0_2060
MH937483.fasta,0.005,greedy,fastANI,True,0,0_1826,0_1826
MH937484.fasta,0.005,greedy,fastANI,False,0,0_2093,0_2093
MH937485.fasta,0.005,greedy,fastANI,True,0,0_2057,0_2057
MH937486.fasta,0.005,greedy,fastANI,True,0,0_1991,0_1991
MH937487.fasta,0.005,greedy,fastANI,True,0,0_1994,0_1994
MH937488.fasta,0.005,greedy,fastANI,True,0,0_1903,0_1903
MH937489.fasta,0.005,greedy,fastANI,True,0,0_2180,0_2180
MH937490.fasta,0.005,greedy,fastANI,True,0,0_1955,0_1955
MH937491.fasta,0.005,greedy,fastANI,True,0,0_1931,0_1931
MH937492.fasta,0.005,greedy,fastANI,True,0,0_2000,0_2000
MH937493.fasta,0.005,greedy,fastANI,True,0,0_1683,0_1683
MH937494.fasta,0.005,greedy,fastANI,True,0,0_1287,0_1287
MH937495.fasta,0.005,greedy,fastANI,True,0,0_2158,0_2158
MH937496.fasta,0.005,greedy,fastANI,False,0,0_2098,0_2098
MH937497.fasta,0.005,greedy,fastANI,True,0,0_2098,0_2098
MH937498.fasta,0.005,greedy,fastANI,True,0,0_2093,0_2093
MH937499.fasta,0.005,greedy,fastANI,True,0,0_1557,0_1557
MH937500.fasta,0.005,greedy,fastANI,True,0,0_2138,0_2138
MH937501.fasta,0.005,greedy,fastANI,False,0,0_2168,0_2168
MH937502.fasta,0.005,greedy,fastANI,True,0,0_1942,0_1942
MH937503.fasta,0.005,greedy,fastANI,True,0,0_1909,0_1909
MH937504.fasta,0.005,greedy,fastANI,True,0,0_1885,0_1885
MH937505.fasta,0.005,greedy,fastANI,True,0,0_2185,0_2185
MH937506.fasta,0.005,greedy,fastANI,True,0,0_1663,0_1663
MH937507.fasta,0.005,greedy,fastANI,True,0,0_2050,0_2050
MH937508.fasta,0.005,greedy,fastANI,True,0,0_2088,0_2088
MH937509.fasta,0.005,greedy,fastANI,True,0,0_1633,0_1633
