"","Accession","total.ParS.hits","pos.ParS.hit"
"2104","OP323076",0,0
"2105","OP323077",0,0
"2106","OP328420",0,0
"2107","OP328421",0,0
"2108","OP328422",0,0
"2109","OP328423",0,0
"2110","OP341623",0,0
"2111","OP341624",0,0
"2112","OP341625",0,0
"2113","OP341626",0,0
"2114","OP341627",0,0
"2115","OP341628",0,0
"2116","OP341629",0,0
"2117","OP341630",0,0
"2118","OP352121",0,0
"2119","OP352122",0,0
"2120","OP352123",0,0
"2121","OP352124",0,0
"2122","OP352125",0,0
"2123","OP374154",0,0
"2124","OP374155",0,0
"2125","OP374156",0,0
"2126","OP381444",0,0
"2127","OP432864",0,0
"2128","OP451909",0,0
"2129","OP451910",0,0
"2130","OP451911",0,0
"2131","OP451912",0,0
"2132","OP451913",0,0
"2133","OP451914",0,0
"2134","OP451915",0,0
"2135","OP451916",0,0
"2136","OP451917",0,0
"2137","OP451918",0,0
"2138","OP451919",0,0
"2139","OP451920",0,0
"2140","OP451921",0,0
"2141","OP451922",0,0
"2142","OP451924",0,0
"2143","OP451926",0,0
"2144","OP451927",0,0
"2145","OP451929",0,0
"2146","OP451930",0,0
"2147","OP451932",0,0
"2148","OP451933",0,0
"2149","OP451934",0,0
"2150","OP451935",0,0
"2151","OP451936",0,0
"2152","OP451937",0,0
"2153","OP451938",0,0
"2154","OP451939",0,0
"2155","OP451940",0,0
"2156","OP451941",0,0
"2157","OP451942",0,0
"2158","OP451943",0,0
"2159","OP451944",0,0
"2160","OP451945",0,0
"2161","OP451946",0,0
"2162","OP451947",0,0
"2163","OP451948",0,0
"2164","OP451949",0,0
"2165","OP451950",0,0
"2166","OP451951",0,0
"2167","OP451952",0,0
"2168","OP451953",0,0
"2169","OP451954",0,0
"2170","OP451955",0,0
"2171","OP451957",0,0
"2172","OP451958",0,0
"2173","OP451959",0,0
"2174","OP451960",0,0
"2175","OP451961",0,0
"2176","OP451962",0,0
"2177","OP455936",0,0
"2178","OP455937",0,0
"2179","OP455938",0,0
"2180","OP455939",0,0
"2181","OP455940",0,0
"2182","OP493557",0,0
"2183","OP493558",0,0
"2184","OP494865",0,0
"2185","OP503543",0,0
"2186","OP503968",0,0
"2187","OP503969",0,0
"2188","OP503970",0,0
"2189","OP503971",0,0
"2190","OP503972",0,0
"2191","OP503973",0,0
"2192","OP503974",0,0
"2193","OP503975",0,0
"2194","OP503976",0,0
"2195","OP503977",0,0
"2196","OP503978",0,0
"2197","OP503979",0,0
"2198","OP503980",0,0
"2199","OP503981",0,0
"2200","OP503982",0,0
"2201","OP503983",0,0
"2202","OP503984",0,0
"2203","OP503985",0,0
"2204","OP503986",0,0
"2205","OP503987",0,0
"2206","OP503988",0,0
"2207","OP503989",0,0
"2208","OP503990",0,0
"2209","OP503991",0,0
"2210","OP503992",0,0
"2211","OP503993",0,0
"2212","OP503994",0,0
"2213","OP503995",0,0
"2214","OP559177",0,0
"2215","OP559178",0,0
"2216","OP559179",0,0
"2217","OP584903",0,0
"2218","OP584904",0,0
"2219","OP594307",0,0
"2220","OP628075",0,0
"2221","OP628076",0,0
"2222","OP646176",0,0
"2223","OP651044",0,0
"2224","OP661216",0,0
"2225","OP661217",0,0
"2226","OP676228",0,0
"2227","OP745419",0,0
"2228","OP745420",0,0
"2229","OP750331",0,0
"2230","OP753449",0,0
"2231","OP753450",0,0
"2232","OP753451",0,0
"2233","OP753452",0,0
"2234","OP753453",0,0
"2235","OP779214",0,0
"2236","OP797801",0,0
"2237","OP807341",0,0
"2238","OP807344",0,0
"2239","OP807346",0,0
"2240","OP831581",0,0
"2241","OP856857",0,0
"2242","OP869843",0,0
"2243","OP869846",0,0
"2244","OP869848",0,0
"2245","OP869849",0,0
"2246","OP869851",0,0
"2247","OP869853",0,0
"2248","OP869854",0,0
"2249","OP869855",0,0
"2250","OP889240",0,0
"2251","OP894077",0,0
"2252","OP902294",0,0
"2253","OP913462",0,0
"2254","OP913463",0,0
"2255","OP913464",0,0
"2256","OP913465",0,0
"2257","OP918669",0,0
"2258","OP926971",0,0
"2259","OP926972",0,0
"2260","OP940114",0,0
"2261","OP947204",0,0
"2262","OP961718",0,0
"2263","OQ025229",0,0
"2264","OQ025230",0,0
"2265","OQ031494",0,0
"2266","OQ031496",0,0
"2267","OQ094961",0,0
"2268","OQ129425",0,0
"2269","OQ129426",0,0
"2270","OQ240252",0,0
"2271","OQ240253",0,0
"2272","OQ240254",0,0
"2273","OQ240255",0,0
"2274","OQ240256",0,0
"2275","OQ240257",0,0
"2276","OQ240258",0,0
"2277","OQ240259",0,0
"2278","OQ240260",0,0
"2279","OQ259508",0,0
"2280","OQ259509",0,0
"2281","OQ269649",0,0
"2282","OQ297175",0,0
"2283","OQ302592",0,0
"2284","OQ302593",0,0
"2285","OQ317942",0,0
"2286","OQ319049",0,0
"2287","OQ338183",0,0
"2288","OQ338184",0,0
"2289","OQ355699",0,0
"2290","OQ355700",0,0
"2291","OQ355702",0,0
"2292","OQ355703",0,0
"2293","OQ355704",0,0
"2294","OQ420427",0,0
"2295","OQ428188",0,0
"2296","OQ434248",0,0
"2297","OQ448193",0,0
"2298","OQ448194",0,0
"2299","OQ448195",0,0
"2300","OQ557157",0,0
"2301","OQ578993",0,0
"2302","OQ578994",0,0
"2303","OQ578995",0,0
"2304","OQ588745",0,0
"2305","OQ594774",0,0
"2306","OQ623132",0,0
"2307","OQ623150",0,0
"2308","OQ627164",0,0
"2309","OQ627802",0,0
"2310","OQ627803",0,0
"2311","OQ627804",0,0
"2312","OQ627805",0,0
"2313","OQ627806",0,0
"2314","OQ627808",0,0
"2315","OQ633473",0,0
"2316","OQ653963",0,0
"2317","OQ658779",0,0
"2318","OQ686909",0,0
"2319","OQ687052",0,0
"2320","OQ703261",0,0
"2321","OQ717002",0,0
"2322","OQ737697",0,0
"2323","OQ819458",0,0
"2324","OQ819459",0,0
"2325","OQ828659",0,0
"2326","OQ831052",0,0
"2327","OQ851348",0,0
"2328","OQ863044",0,0
"2329","OQ863045",0,0
"2330","OQ866599",0,0
"2331","OQ870554",1,1
"2332","OQ876859",0,0
"2333","OQ884029",0,0
"2334","OQ884030",0,0
"2335","OQ915374",0,0
"2336","OQ921336",0,0
"2337","OQ921337",0,0
"2338","OQ921338",0,0
"2339","OQ921339",0,0
"2340","OQ921340",0,0
"2341","OQ921341",0,0
"2342","OQ921342",0,0
"2343","OQ921343",0,0
"2344","OQ921344",0,0
"2345","OQ921345",0,0
"2346","OQ921346",0,0
"2347","OQ921347",0,0
"2348","OQ921348",0,0
"2349","OQ981145",0,0
"2350","OQ985161",0,0
"2351","OQ985162",0,0
"2352","OQ985163",0,0
"2353","OQ985164",0,0
"2354","OQ985165",0,0
"2355","OQ985166",0,0
"2356","OQ985167",0,0
"2357","OQ985168",0,0
"2358","OQ985169",0,0
"2359","OQ985170",0,0
"2360","OQ999172",0,0
"2361","OR062948",0,0
"2362","OR062949",0,0
"2363","OR062950",0,0
"2364","OR088597",1,1
"2365","OR096218",0,0
"2366","OR113389",0,0
"2367","OR113390",0,0
"2368","OR125582",1,1
"2369","OR125583",1,1
"2370","OR125584",1,1
"2371","OR125585",1,1
"2372","OR125586",1,1
"2373","OR125587",1,1
"2374","OR125588",1,1
"2375","OR148992",0,0
"2376","OR157981",0,0
"2377","OR199843",0,0
"2378","OR199844",0,0
"2379","OR206057",0,0
"2380","OR234009",0,0
"2381","OR234010",0,0
"2382","OR234014",0,0
"2383","OR237563",0,0
"2384","OR237564",0,0
"2385","OR237565",0,0
"2386","OR238371",0,0
"2387","OR259390",0,0
"2388","OR295560",0,0
"2389","OR327749",0,0
"2390","OR338916",0,0
"2391","OR354820",0,0
"2392","OR354821",0,0
"2393","OR354822",0,0
"2394","OR354823",0,0
"2395","OR354841",0,0
"2396","OR354842",0,0
"2397","OR354843",0,0
"2398","OR354844",0,0
"2399","OR354845",0,0
"2400","OR354846",0,0
"2401","OR354847",0,0
"2402","OR354848",0,0
"2403","OR354849",0,0
"2404","OR354850",0,0
"2405","OR360270",0,0
"2406","OR371505",0,0
"2407","OR387861",1,1
"2408","OR397123",0,0
"2409","OR397124",0,0
"2410","OR428172",0,0
"2411","OR453397",0,0
"2412","OR453398",0,0
"2413","OR453399",0,0
"2414","OR474483",0,0
"2415","OR479082",0,0
"2416","OR480986",0,0
"2417","OR480987",0,0
"2418","OR480988",0,0
"2419","OR487170",0,0
"2420","OR495699",0,0
"2421","OR495700",0,0
"2422","OR495701",0,0
"2423","OR506460",0,0
"2424","OR509662",0,0
"2425","OR509663",0,0
"2426","OR513903",0,0
"2427","OR513904",0,0
"2428","OR513905",0,0
"2429","OR513906",0,0
"2430","OR573959",0,0
"2431","OR574845",0,0
"2432","OR602701",0,0
"2433","OR602702",0,0
"2434","OR602703",0,0
"2435","OR611155",0,0
"2436","OR640346",0,0
"2437","OR640347",0,0
"2438","OR640348",0,0
"2439","OR640349",0,0
"2440","OR640350",0,0
"2441","OR670591",0,0
"2442","OR683639",0,0
"2443","OR725122",0,0
"2444","OR762047",0,0
"2445","OR767211",0,0
"2446","OR777946",0,0
"2447","OR780021",0,0
"2448","OR786094",0,0
"2449","OR786095",0,0
"2450","OR797478",0,0
"2451","OR820920",0,0
"2452","OR844942",0,0
"2453","OR844943",0,0
"2454","OR844989",1,1
"2455","OR844990",0,0
"2456","OR844991",0,0
"2457","OR844992",0,0
"2458","OR844993",0,0
"2459","OR844994",0,0
"2460","OR844995",0,0
"2461","OR844996",0,0
"2462","OR844997",0,0
"2463","OR844998",0,0
"2464","OR844999",0,0
"2465","OR845001",0,0
"2466","OR845002",0,0
"2467","OR845003",0,0
"2468","OR845004",0,0
"2469","OR845005",0,0
"2470","OR845006",0,0
"2471","OR846587",0,0
"2472","OR846588",1,1
"2473","OR846589",0,0
"2474","OR846590",0,0
"2475","OR846591",0,0
"2476","OR846592",0,0
"2477","OR846594",0,0
"2478","OR846595",0,0
"2479","OR846596",0,0
"2480","OR846597",0,0
"2481","OR846598",0,0
"2482","OR846599",0,0
"2483","OR846600",1,1
"2484","OR846601",0,0
"2485","OR846602",0,0
"2486","OR846603",3,1
"2487","OR846604",0,0
"2488","OR846605",0,0
"2489","OR846606",0,0
"2490","OR846607",0,0
"2491","OR846617",0,0
"2492","OR846716",6,1
"2493","OR846717",0,0
"2494","OR846718",0,0
"2495","OR846719",0,0
"2496","OR846720",0,0
"2497","OR846721",0,0
"2498","OR846722",5,1
"2499","OR846723",0,0
"2500","OR846724",0,0
"2501","OR846725",0,0
"2502","OR846726",0,0
"2503","OR846730",0,0
"2504","OR846732",0,0
"2505","OR846733",0,0
"2506","OR846737",0,0
"2507","OR846740",0,0
"2508","OR848098",0,0
"2509","OR848100",0,0
"2510","OR866204",0,0
"2511","OR885926",0,0
"2512","OR901656",0,0
"2513","OR944503",0,0
"2514","OR947472",5,1
"2515","OX463805",0,0
"2516","PP003747",0,0
"2517","PP028463",0,0
"2518","PP034388",0,0
"2519","PP034390",0,0
"2520","PP063007",0,0
"2521","PP063008",0,0
"2522","PP063009",0,0
"2523","PP063010",0,0
"2524","PP063011",0,0
"2525","PP063012",0,0
"2526","PP063013",0,0
"2527","PP092045",0,0
"2528","PP098621",0,0
"2529","PP098622",0,0
"2530","PP098623",0,0
"2531","PP098624",0,0
"2532","PP098625",0,0
"2533","PP101685",1,1
"2534","PP101686",1,1
"2535","PP140390",0,0
"2536","PP197244",0,0
"2537","PP197245",0,0
"2538","PP197246",0,0
"2539","PP197247",0,0
"2540","PP197248",0,0
"2541","PP197657",0,0
"2542","PP213047",0,0
"2543","PP271740",0,0
"2544","PP357935",0,0
"2545","PP437584",2,1
"2546","PP438801",0,0
"2547","PP453647",0,0
"2548","PP453648",0,0
"2549","PP453649",0,0
"2550","PP453650",0,0
"2551","PP468604",0,0
"2552","PP468605",0,0
"2553","PP471608",0,0
"2554","PP485038",0,0
"2555","PP504779",1,1
"2556","PP511381",0,0
"2557","PP511394",0,0
"2558","PP511550",0,0
"2559","PP511793",0,0
"2560","PP511814",0,0
"2561","PP526178",0,0
"2562","PP526179",0,0
"2563","PP541615",0,0
"2564","PP544178",0,0
"2565","PP554657",0,0
"2566","PP579742",0,0
"2567","PP579743",0,0
"2568","PP579744",0,0
"2569","PP579745",0,0
"2570","PP582178",0,0
"2571","PP582179",0,0
"2572","PP582180",0,0
"2573","PP582181",0,0
"2574","PP582182",0,0
"2575","PP582183",0,0
"2576","PP582184",0,0
"2577","PP582186",0,0
"2578","PP582187",0,0
"2579","PP582188",0,0
"2580","PP583004",0,0
"2581","PP601405",0,0
"2582","PP626411",0,0
"2583","PP661519",0,0
"2584","PP723060",0,0
"2585","PP729051",0,0
"2586","PP729052",0,0
"2587","PP747318",0,0
"2588","PP758848",0,0
"2589","PP758850",0,0
"2590","PP758851",0,0
"2591","PP758852",0,0
"2592","PP758853",0,0
"2593","PP758854",0,0
"2594","PP758856",0,0
"2595","PP758857",0,0
"2596","PP766230",0,0
"2597","PP766231",0,0
"2598","PP766232",0,0
"2599","PP766234",0,0
"2600","PP766236",0,0
"2601","PP766238",0,0
"2602","PP766239",0,0
"2603","PP766242",0,0
"2604","PP767789",0,0
"2605","PP819608",0,0
"2606","PP848496",0,0
"2607","PP858851",0,0
"2608","PP858896",0,0
"2609","PP869283",0,0
"2610","PP883967",0,0
"2611","PP906165",0,0
"2612","PP906166",0,0
"2613","PP906167",0,0
"2614","PP906169",0,0
"2615","PP906170",0,0
"2616","PP910832",0,0
"2617","PP931174",0,0
"2618","PP938272",0,0
"2619","PP944851",0,0
"2620","PP952070",0,0
"2621","PP971698",0,0
"2622","PP973485",0,0
"2623","PP974560",0,0
"2624","PP995776",0,0
"2625","PQ046923",0,0
"2626","PQ046924",0,0
"2627","PQ046925",0,0
"2628","PQ062249",0,0
"2629","PQ062250",0,0
"2630","PQ069209",0,0
"2631","PQ069210",0,0
"2632","PQ110032",0,0
"2633","PQ154629",0,0
"2634","PQ156939",0,0
"2635","PQ217616",0,0
"2636","PQ217617",0,0
"2637","PQ220375",0,0
"2638","PQ241118",6,1
"2639","PQ281812",0,0
"2640","PQ283533",0,0
"2641","PQ287842",0,0
"2642","PQ311674",0,0
"2643","PQ349084",1,1
"2644","PQ425460",0,0
"2645","PQ425461",0,0
"2646","PQ433352",0,0
"2647","PQ433353",0,0
"2648","PQ433354",0,0
"2649","PQ516279",0,0
"2650","PQ516280",0,0
"2651","PQ567070",0,0
"2652","PQ571286",0,0
"2653","PQ571287",0,0
"2654","PQ571292",0,0
"2655","PQ571301",0,0
"2656","PQ571303",0,0
"2657","PQ571305",0,0
"2658","PQ582088",0,0
"2659","PQ594011",0,0
"2660","PQ594012",0,0
"2661","PQ594013",0,0
"2662","PQ594014",0,0
"2663","PQ594015",0,0
"2664","PQ594016",0,0
"2665","PQ594017",0,0
"2666","PQ594018",0,0
"2667","PQ594019",0,0
"2668","PQ594020",0,0
"2669","PQ594021",0,0
"2670","PQ626786",0,0
"2671","PQ673863",0,0
"2672","PQ720432",0,0
"2673","PQ758588",0,0
"2674","PQ799575",0,0
"2675","PQ801475",0,0
"2676","PQ815173",0,0
"2677","PQ819472",0,0
"2678","PQ819473",0,0
"2679","PQ819474",0,0
"2680","PQ819873",0,0
"2681","PQ821647",0,0
"2682","PQ826494",0,0
"2683","PQ843100",0,0
"2684","PQ849840",0,0
"2685","PQ869677",0,0
"2686","PV007823",0,0
"2687","PV017447",0,0
"2688","PV017448",0,0
"2689","PV020493",0,0
"2690","PV036460",0,0
"2691","PV036961",0,0
"2692","PV037055",0,0
"2693","PV037056",0,0
"2694","PV069679",0,0
"2695","PV069680",0,0
"2696","PV069681",0,0
"2697","PV069682",0,0
"2698","PV126492",0,0
"2699","PV173148",0,0
"2700","PV173766",0,0
"2701","PV250207",0,0
"2702","PV261948",0,0
"2703","PZACG",3,1
"2704","U88974",0,0
"2705","UHGV-0000019",0,0
"2706","UHGV-0000027",0,0
"2707","UHGV-0000150",0,0
"2708","UHGV-0000224",0,0
"2709","UHGV-0000315",0,0
"2710","UHGV-0000431",0,0
"2711","UHGV-0000582",0,0
"2712","UHGV-0000584",0,0
"2713","UHGV-0000644",0,0
"2714","UHGV-0000847",0,0
"2715","UHGV-0000978",0,0
"2716","UHGV-0001096",0,0
"2717","UHGV-0001261",0,0
"2718","UHGV-0001303",0,0
"2719","UHGV-0001423",0,0
"2720","UHGV-0001472",0,0
"2721","UHGV-0001504",0,0
"2722","UHGV-0001552",0,0
"2723","UHGV-0001721",0,0
"2724","UHGV-0001824",0,0
"2725","UHGV-0001835",0,0
"2726","UHGV-0002003",0,0
"2727","UHGV-0002274",0,0
"2728","UHGV-0002398",0,0
"2729","UHGV-0002412",0,0
"2730","UHGV-0002442",0,0
"2731","UHGV-0002911",0,0
"2732","UHGV-0002924",0,0
"2733","UHGV-0003006",0,0
"2734","UHGV-0003101",0,0
"2735","UHGV-0003444",0,0
"2736","UHGV-0003554",0,0
"2737","UHGV-0003607",0,0
"2738","UHGV-0003652",0,0
"2739","UHGV-0003698",0,0
"2740","UHGV-0003745",0,0
"2741","UHGV-0003877",0,0
"2742","UHGV-0003879",0,0
"2743","UHGV-0003900",0,0
"2744","UHGV-0003978",0,0
"2745","UHGV-0003986",0,0
"2746","UHGV-0004066",0,0
"2747","UHGV-0004294",0,0
"2748","UHGV-0004371",0,0
"2749","UHGV-0004555",0,0
"2750","UHGV-0004605",0,0
"2751","UHGV-0004634",0,0
"2752","UHGV-0004764",0,0
"2753","UHGV-0005052",0,0
"2754","UHGV-0005128",0,0
"2755","UHGV-0005284",0,0
"2756","UHGV-0005351",0,0
"2757","UHGV-0005367",0,0
"2758","UHGV-0005398",0,0
"2759","UHGV-0005502",0,0
"2760","UHGV-0005975",0,0
"2761","UHGV-0006025",0,0
"2762","UHGV-0006132",0,0
"2763","UHGV-0006163",0,0
"2764","UHGV-0006165",0,0
"2765","UHGV-0006191",0,0
"2766","UHGV-0006234",0,0
"2767","UHGV-0006270",0,0
"2768","UHGV-0006491",0,0
"2769","UHGV-0006496",0,0
"2770","UHGV-0006809",0,0
"2771","UHGV-0007155",0,0
"2772","UHGV-0007387",0,0
"2773","UHGV-0007626",0,0
"2774","UHGV-0007652",0,0
"2775","UHGV-0007764",0,0
"2776","UHGV-0007874",0,0
"2777","UHGV-0007963",0,0
"2778","UHGV-0008080",0,0
"2779","UHGV-0008116",0,0
"2780","UHGV-0008120",0,0
"2781","UHGV-0008388",0,0
"2782","UHGV-0008531",0,0
"2783","UHGV-0008587",0,0
"2784","UHGV-0008867",0,0
"2785","UHGV-0008922",0,0
"2786","UHGV-0009172",0,0
"2787","UHGV-0009196",0,0
"2788","UHGV-0009382",0,0
"2789","UHGV-0009392",0,0
"2790","UHGV-0009394",0,0
"2791","UHGV-0009469",0,0
"2792","UHGV-0009514",0,0
"2793","UHGV-0009674",0,0
"2794","UHGV-0009820",0,0
"2795","UHGV-0009884",0,0
"2796","UHGV-0010086",0,0
"2797","UHGV-0010216",0,0
"2798","UHGV-0010322",0,0
"2799","UHGV-0010444",0,0
"2800","UHGV-0010478",0,0
"2801","UHGV-0010481",0,0
"2802","UHGV-0010525",0,0
"2803","UHGV-0010753",0,0
"2804","UHGV-0010897",0,0
"2805","UHGV-0010899",0,0
"2806","UHGV-0011078",0,0
"2807","UHGV-0011082",0,0
"2808","UHGV-0011257",0,0
"2809","UHGV-0011286",0,0
"2810","UHGV-0011307",0,0
"2811","UHGV-0011393",0,0
"2812","UHGV-0011529",0,0
"2813","UHGV-0011778",0,0
"2814","UHGV-0011820",0,0
"2815","UHGV-0011873",0,0
"2816","UHGV-0012204",0,0
"2817","UHGV-0012777",0,0
"2818","UHGV-0012885",0,0
"2819","UHGV-0012914",0,0
"2820","UHGV-0012929",0,0
"2821","UHGV-0012934",0,0
"2822","UHGV-0013089",0,0
"2823","UHGV-0013204",0,0
"2824","UHGV-0013300",0,0
"2825","UHGV-0013369",0,0
"2826","UHGV-0013614",0,0
"2827","UHGV-0013968",0,0
"2828","UHGV-0014051",0,0
"2829","UHGV-0014124",0,0
"2830","UHGV-0014334",0,0
"2831","UHGV-0014356",0,0
"2832","UHGV-0014365",0,0
"2833","UHGV-0014573",0,0
"2834","UHGV-0014626",0,0
"2835","UHGV-0014746",0,0
"2836","UHGV-0014776",0,0
"2837","UHGV-0015052",0,0
"2838","UHGV-0015063",0,0
"2839","UHGV-0015102",0,0
"2840","UHGV-0015197",0,0
"2841","UHGV-0015474",0,0
"2842","UHGV-0015736",0,0
"2843","UHGV-0016065",0,0
"2844","UHGV-0016202",0,0
"2845","UHGV-0016379",0,0
"2846","UHGV-0016469",0,0
"2847","UHGV-0016485",0,0
"2848","UHGV-0016561",0,0
"2849","UHGV-0016622",0,0
"2850","UHGV-0016735",2,1
"2851","UHGV-0016756",0,0
"2852","UHGV-0017063",0,0
"2853","UHGV-0017323",0,0
"2854","UHGV-0017364",0,0
"2855","UHGV-0017370",0,0
"2856","UHGV-0017445",0,0
"2857","UHGV-0017701",0,0
"2858","UHGV-0017897",5,1
"2859","UHGV-0017940",1,1
"2860","UHGV-0018063",0,0
"2861","UHGV-0018203",0,0
"2862","UHGV-0018262",0,0
"2863","UHGV-0018373",0,0
"2864","UHGV-0018612",0,0
"2865","UHGV-0018691",2,1
"2866","UHGV-0018801",0,0
"2867","UHGV-0018944",0,0
"2868","UHGV-0019088",0,0
"2869","UHGV-0019200",0,0
"2870","UHGV-0019285",0,0
"2871","UHGV-0019357",0,0
"2872","UHGV-0019396",0,0
"2873","UHGV-0019413",0,0
"2874","UHGV-0019902",0,0
"2875","UHGV-0019931",0,0
"2876","UHGV-0020313",0,0
"2877","UHGV-0020410",0,0
"2878","UHGV-0021235",0,0
"2879","UHGV-0021281",0,0
"2880","UHGV-0021290",0,0
"2881","UHGV-0021516",0,0
"2882","UHGV-0021877",0,0
"2883","UHGV-0022099",0,0
"2884","UHGV-0022350",0,0
"2885","UHGV-0022502",0,0
"2886","UHGV-0022568",0,0
"2887","UHGV-0022678",0,0
"2888","UHGV-0022731",0,0
"2889","UHGV-0022881",0,0
"2890","UHGV-0022882",0,0
"2891","UHGV-0022986",0,0
"2892","UHGV-0023069",0,0
"2893","UHGV-0023170",0,0
"2894","UHGV-0023253",0,0
"2895","UHGV-0023268",0,0
"2896","UHGV-0023277",0,0
"2897","UHGV-0023328",0,0
"2898","UHGV-0023336",0,0
"2899","UHGV-0023337",0,0
"2900","UHGV-0023464",0,0
"2901","UHGV-0023471",0,0
"2902","UHGV-0023585",0,0
"2903","UHGV-0023933",0,0
"2904","UHGV-0023964",0,0
"2905","UHGV-0023972",0,0
"2906","UHGV-0024008",0,0
"2907","UHGV-0024226",0,0
"2908","UHGV-0024303",0,0
"2909","UHGV-0024370",0,0
"2910","UHGV-0024393",0,0
"2911","UHGV-0024404",0,0
"2912","UHGV-0024447",0,0
"2913","UHGV-0024488",0,0
"2914","UHGV-0024619",0,0
"2915","UHGV-0024738",0,0
"2916","UHGV-0025111",0,0
"2917","UHGV-0025125",0,0
"2918","UHGV-0025206",0,0
"2919","UHGV-0025335",0,0
"2920","UHGV-0025597",0,0
"2921","UHGV-0025727",0,0
"2922","UHGV-0025831",0,0
"2923","UHGV-0025844",0,0
"2924","UHGV-0025848",0,0
"2925","UHGV-0025880",0,0
"2926","UHGV-0026076",0,0
"2927","UHGV-0026163",0,0
"2928","UHGV-0026383",0,0
"2929","UHGV-0026386",0,0
"2930","UHGV-0026421",0,0
"2931","UHGV-0026544",0,0
"2932","UHGV-0026588",0,0
"2933","UHGV-0026808",0,0
"2934","UHGV-0026979",0,0
"2935","UHGV-0027010",0,0
"2936","UHGV-0027349",0,0
"2937","UHGV-0027679",0,0
"2938","UHGV-0027781",0,0
"2939","UHGV-0027827",0,0
"2940","UHGV-0027868",0,0
"2941","UHGV-0027891",0,0
"2942","UHGV-0027920",0,0
"2943","UHGV-0028179",0,0
"2944","UHGV-0028251",0,0
"2945","UHGV-0028460",0,0
"2946","UHGV-0028518",0,0
"2947","UHGV-0028591",0,0
"2948","UHGV-0029008",0,0
"2949","UHGV-0029075",0,0
"2950","UHGV-0029152",0,0
"2951","UHGV-0029609",0,0
"2952","UHGV-0029610",0,0
"2953","UHGV-0029731",0,0
"2954","UHGV-0030118",0,0
"2955","UHGV-0030119",0,0
"2956","UHGV-0030571",0,0
"2957","UHGV-0030718",0,0
"2958","UHGV-0030936",0,0
"2959","UHGV-0030939",0,0
"2960","UHGV-0030977",0,0
"2961","UHGV-0031298",0,0
"2962","UHGV-0031659",0,0
"2963","UHGV-0031688",0,0
"2964","UHGV-0031858",0,0
"2965","UHGV-0032043",0,0
"2966","UHGV-0032088",0,0
"2967","UHGV-0032105",0,0
"2968","UHGV-0032124",4,1
"2969","UHGV-0032144",0,0
"2970","UHGV-0032203",0,0
"2971","UHGV-0032745",0,0
"2972","UHGV-0032818",0,0
"2973","UHGV-0032929",0,0
"2974","UHGV-0033004",0,0
"2975","UHGV-0033011",0,0
"2976","UHGV-0033104",0,0
"2977","UHGV-0033161",0,0
"2978","UHGV-0033378",0,0
"2979","UHGV-0033592",0,0
"2980","UHGV-0033687",0,0
"2981","UHGV-0033984",0,0
"2982","UHGV-0034050",0,0
"2983","UHGV-0034116",0,0
"2984","UHGV-0034150",0,0
"2985","UHGV-0034312",0,0
"2986","UHGV-0034348",0,0
"2987","UHGV-0034464",0,0
"2988","UHGV-0034552",0,0
"2989","UHGV-0034569",0,0
"2990","UHGV-0034572",0,0
"2991","UHGV-0034595",0,0
"2992","UHGV-0034652",0,0
"2993","UHGV-0034831",0,0
"2994","UHGV-0034898",0,0
"2995","UHGV-0034954",0,0
"2996","UHGV-0034959",0,0
"2997","UHGV-0035008",0,0
"2998","UHGV-0035009",0,0
"2999","UHGV-0035198",0,0
"3000","UHGV-0035237",0,0
"3001","UHGV-0035246",0,0
"3002","UHGV-0035350",0,0
"3003","UHGV-0035352",0,0
"3004","UHGV-0035363",0,0
"3005","UHGV-0035380",0,0
"3006","UHGV-0035551",0,0
"3007","UHGV-0035553",0,0
"3008","UHGV-0035554",0,0
"3009","UHGV-0035590",0,0
"3010","UHGV-0035625",0,0
"3011","UHGV-0035715",0,0
"3012","UHGV-0035801",0,0
"3013","UHGV-0035845",0,0
"3014","UHGV-0035937",0,0
"3015","UHGV-0035953",0,0
"3016","UHGV-0035991",0,0
"3017","UHGV-0035992",0,0
"3018","UHGV-0036004",0,0
"3019","UHGV-0036012",0,0
"3020","UHGV-0036017",0,0
"3021","UHGV-0036163",0,0
"3022","UHGV-0036317",0,0
"3023","UHGV-0036379",0,0
"3024","UHGV-0036458",0,0
"3025","UHGV-0036460",0,0
"3026","UHGV-0036486",0,0
"3027","UHGV-0036572",0,0
"3028","UHGV-0036594",0,0
"3029","UHGV-0036677",0,0
"3030","UHGV-0036727",0,0
"3031","UHGV-0036736",0,0
"3032","UHGV-0036745",0,0
"3033","UHGV-0036820",0,0
"3034","UHGV-0036843",0,0
"3035","UHGV-0036951",0,0
"3036","UHGV-0037043",0,0
"3037","UHGV-0037052",0,0
"3038","UHGV-0037143",0,0
"3039","UHGV-0037205",0,0
"3040","UHGV-0037383",0,0
"3041","UHGV-0037385",0,0
"3042","UHGV-0037614",0,0
"3043","UHGV-0037665",0,0
"3044","UHGV-0037698",0,0
"3045","UHGV-0037704",0,0
"3046","UHGV-0037770",0,0
"3047","UHGV-0037860",0,0
"3048","UHGV-0037892",0,0
"3049","UHGV-0037899",0,0
"3050","UHGV-0037960",0,0
"3051","UHGV-0037963",0,0
"3052","UHGV-0037974",0,0
"3053","UHGV-0038014",0,0
"3054","UHGV-0038054",0,0
"3055","UHGV-0038097",0,0
"3056","UHGV-0038118",0,0
"3057","UHGV-0038436",0,0
