"","spor_db_id","protein_id","spor_db_hit","spor_db_identity","spor_db_bitScore","spor_db_eVal","Protein.names","Gene.Names","data.set"
"7633","O31824","UHGV-1348735_188","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.206,79,5.572e-17,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7634","O31824","3300037840.a:Ga0372956_0003493_9","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.204,66,3.034e-13,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","GSV"
"7635","O31824","UHGV-1397639_49","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.39,203,3.491e-59,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7636","O31824","UHGV-2152832_148","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.198,63,4.305e-12,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7637","O31824","UHGV-1508586_140","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.393,206,3.925e-60,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7638","O31824","UHGV-1443659_25","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.372,67,2.775e-15,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7639","O31824","OP628076_110","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.408,218,5.242e-64,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","INPHARED"
"7640","O31824","UHGV-0014870_46","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.36,194,1.52e-55,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7641","O31824","UHGV-0354081_56","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.251,99,8.385e-24,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7642","O31824","3300037076.a:Ga0395910_006521_4","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.282,119,1.342e-30,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","GSV"
"7643","O31824","UHGV-2125097_141","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.404,215,2.176e-63,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7644","O31824","UHGV-0228245_186","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.369,179,3.395e-51,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7645","O31824","UHGV-0145953_147","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.194,60,2.437e-11,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7646","O31824","UHGV-0478058_132","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.198,63,4.305e-12,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7647","O31824","UHGV-0011633_267","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.253,111,5.233e-27,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7648","O31824","3300037132.a:Ga0395987_000628_16","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.282,119,1.342e-30,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","GSV"
"7649","O31824","UHGV-0269086_182","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.388,204,1.87e-59,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7650","O31824","UHGV-0031136_98","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.332,188,5.971e-53,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7651","O31824","UHGV-0020373_145","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.193,64,1.464e-12,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7652","O31824","UHGV-1939807_164","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.399,211,4.773e-62,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7653","O31824","UHGV-1365868_67","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.198,63,3.218e-12,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7654","O31824","UHGV-1927915_157","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.194,60,2.437e-11,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7655","O31824","UHGV-1351654_135","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.194,60,2.463e-11,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7656","O31824","UHGV-0390615_63","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.195,61,1.823e-11,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7657","O31824","UHGV-1479290_125","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.194,60,2.463e-11,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7658","O31824","UHGV-0010808_197","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.286,122,1.023e-31,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7659","O31824","UHGV-2054167_73","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.397,209,4.41e-61,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7660","O31824","UHGV-0292560_3","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.399,211,4.773e-62,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7661","O31824","UHGV-1512650_27","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.379,77,1.29e-18,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7662","O31824","UHGV-0339829_169","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.404,215,2.176e-63,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7663","O31824","3300026988.a:Ga0207834_1000001_72","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.2,63,4.704e-12,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","GSV"
"7664","O31824","CP069348_122","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.407,218,2.475e-64,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","INPHARED"
"7665","O31824","UHGV-0010228_224","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.226,95,4.929e-22,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7666","O31824","UHGV-0328065_119","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.195,61,1.378e-11,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7667","O31824","UHGV-0025124_182","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.354,182,9.045e-52,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7668","O31824","UHGV-1305002_39","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.374,194,4.727e-56,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7669","O31824","UHGV-1366475_50","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.194,60,4.554e-11,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7670","O31824","UHGV-1365998_48","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.194,60,2.437e-11,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7671","O31824","3300036802.a:Ga0376676_0000070_54","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.349,185,3.85e-51,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","GSV"
"7672","O31824","UHGV-1479281_153","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.403,214,4.065e-63,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7673","O31824","UHGV-1961414_137","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.197,62,5.76e-12,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7674","O31824","UHGV-1440164_19","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.383,195,1.5e-56,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7675","O31824","UHGV-0042390_125","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.385,203,2.845e-59,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7676","O31824","UHGV-0017222_73","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.386,167,2.149e-47,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7677","O31824","UHGV-2042984_84","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.348,181,3.418e-51,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7678","O31824","UHGV-0018701_40","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.215,73,1.905e-15,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7679","O31824","UHGV-0272323_116","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.35,172,1.672e-48,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7680","O31824","UHGV-0008842_145","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.402,214,7.32e-63,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7681","O31824","UHGV-0364213_29","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.392,202,7.438e-59,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7682","O31824","UHGV-1340054_146","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.189,66,8.943e-13,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7683","O31824","UHGV-0192442_211","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.394,203,3.983e-59,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7684","O31824","UHGV-0271779_145","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.347,112,1.087e-29,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7685","O31824","UHGV-0253306_144","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.391,206,3.925e-60,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7686","O31824","UHGV-0125920_156","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.395,209,2.448e-61,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7687","O31824","UHGV-1369468_119","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.198,63,3.218e-12,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7688","O31824","UHGV-2148678_70","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.395,209,2.361e-61,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7689","O31824","UHGV-0160918_35","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.328,163,4.257e-45,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7690","O31824","UHGV-1541088_99","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.4,212,2.651e-62,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7691","O31824","UHGV-1548149_117","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.209,70,2.729e-14,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7692","O31824","UHGV-0081767_7","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.353,175,3.002e-49,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7693","O31824","UHGV-0015667_41","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.347,173,2.309e-48,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7694","O31824","UHGV-0033765_80","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.315,143,9.256e-39,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7695","O31824","OR397124_99","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.397,211,7.153e-62,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","INPHARED"
"7696","O31824","UHGV-0022664_131","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.288,124,2.998e-32,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7697","O31824","UHGV-0006164_33","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.29,85,2.773e-20,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7698","O31824","UHGV-0019147_77","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.351,183,7.236e-52,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7699","O31824","3300037357.a:Ga0395725_000490_49","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.227,61,1.201e-11,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","GSV"
"7700","O31824","UHGV-0002138_34","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.319,145,3.209e-39,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7701","O31824","UHGV-1369519_122","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.198,63,4.404e-12,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7702","O31824","UHGV-1384412_120","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.202,65,8.986e-13,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7703","O31824","UHGV-1475353_175","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.395,209,2.448e-61,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7704","O31824","UHGV-1367938_121","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.2,64,2.487e-12,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7705","O31824","UHGV-0295406_181","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.198,63,4.256e-12,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7706","O31824","UHGV-1946324_144","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.408,211,4.773e-62,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7707","O31824","UHGV-0034300_232","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.19,62,8.217e-12,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7708","O31824","UHGV-1500522_163","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.297,133,3.433e-35,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7709","O31824","UHGV-1442244_169","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.395,202,7.255e-59,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7710","O31824","UHGV-1435096_107","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.38,187,6.621e-54,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7711","O31824","UHGV-1357551_192","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.4,212,2.651e-62,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7712","O31824","UHGV-1363143_234","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.385,196,1.457e-56,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7713","O31824","UHGV-0082372_159","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.4,213,2.012e-62,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7714","O31824","UHGV-1512650_26","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.279,66,3.777e-14,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7715","O31824","UHGV-0111189_85","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.35,175,3.287e-49,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7716","O31824","UHGV-0207174_93","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.407,216,1.164e-63,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7717","O31824","UHGV-2165114_59","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.191,60,4.369e-11,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7718","O31824","UHGV-1542376_99","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.4,212,2.651e-62,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7719","O31824","UHGV-0031087_56","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.339,173,9.095e-49,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7720","O31824","UHGV-1379738_117","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.391,206,2.395e-60,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7721","O31824","UHGV-0161965_17","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.353,186,3.348e-53,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
"7722","O31824","UHGV-1542892_142","O31824 NRNB_BACSU Oligoribonuclease NrnB OS=Bacillus subtilis (strain 168) OX=224308 GN=nrnB PE=1 SV=1",0.398,212,2.651e-62,"Oligoribonuclease NrnB (EC 3.1.-.-) (NanoRNase B)","nrnB yngD BSU18200","UHGV"
