Phage_ID	Length	GC_content	Taxonomy	Completeness	Host	Lifestyle	Cluster	Subcluster
Han_2018_ERR1398121_NODE_1821_length_9880_cov_5.263511	9880	39.27125506072874	Caudovirales	Not-determined	Bacteroides vulgatus	virulent	cluster_234091	subcluster_294537
Han_2018_ERR1398121_NODE_2136_length_8686_cov_101.219094	8686	47.73198250057564	Caudovirales	Not-determined	Bacteroidaceae	virulent	cluster_96760	subcluster_121860
Han_2018_ERR1398121_NODE_215_length_37747_cov_79.262549	37747	47.12957321111612	Caudovirales	Not-determined	Paludibacteraceae	virulent	cluster_177417	subcluster_223961
Han_2018_ERR1398121_NODE_2317_length_8207_cov_5.218719	8207	62.9706348239308		Not-determined	Rikenellaceae	virulent	cluster_252779	subcluster_317503
Han_2018_ERR1398121_NODE_2653_length_7446_cov_29.799621	7446	46.696212731668005		Not-determined	Acidaminococcaceae	virulent	cluster_209577	subcluster_263758
Han_2018_ERR1398121_NODE_2720_length_7309_cov_85.905845	7309	51.40238062662471		Not-determined	Bacteroidaceae	virulent	cluster_270073	subcluster_338928
Han_2018_ERR1398121_NODE_2777_length_7185_cov_38.003506	7185	47.57132915796799	Caudovirales	Not-determined	Bacteroidaceae	virulent	cluster_213663	subcluster_268983
Han_2018_ERR1398121_NODE_282_length_32567_cov_90.518947	32567	51.96671477262259	Caudovirales	Not-determined	Barnesiella intestinihominis	virulent	cluster_177606	subcluster_224168
Han_2018_ERR1398121_NODE_297_length_31915_cov_79.133679	31915	51.781294062353126	NCLDV	Not-determined	Prevotella copri	virulent	cluster_140211	subcluster_176552
Han_2018_ERR1398121_NODE_3216_length_6417_cov_4.241276	6417	53.74785725416862	Caudovirales	Not-determined	Ruminococcus bicirculans	virulent	cluster_16044	subcluster_20113
Han_2018_ERR1398121_NODE_322_length_30455_cov_81.284704	30455	50.97028402561156	Caudovirales	Not-determined	Prevotella copri	virulent	cluster_255563	subcluster_320912
Han_2018_ERR1398121_NODE_3314_length_6240_cov_55.335004	6240	39.93589743589744		Low-quality	Bacteroides uniformis	virulent	cluster_120738	subcluster_152120
Han_2018_ERR1398121_NODE_347_length_29474_cov_9.244706	29474	59.5202551401235	Caudovirales	Medium-quality	Flavonifractor plautii	temperate	cluster_12965	subcluster_16237
Han_2018_ERR1398121_NODE_3523_length_5932_cov_6.075208	5932	43.49291975724882		Not-determined	Bacteroidaceae	virulent	cluster_103676	subcluster_130777
Han_2018_ERR1398121_NODE_3643_length_5772_cov_112.989505	5772	53.20512820512821	NCLDV	Low-quality	Bacteroidaceae	virulent	cluster_215638	subcluster_271633
Han_2018_ERR1398121_NODE_3865_length_5493_cov_3.978669	5493	59.34826142363008	Caudovirales	Not-determined	Bacteroides cellulosilyticus	virulent	cluster_263550	subcluster_330692
Han_2018_ERR1398121_NODE_3929_length_5411_cov_3.609597	5411	55.8307152097579	Caudovirales	Low-quality	Faecalibacterium prausnitzii	virulent	cluster_216823	subcluster_273101
Han_2018_ERR1398121_NODE_3931_length_5407_cov_8.150037	5407	58.83114481228038		Low-quality	Faecalibacterium prausnitzii	temperate	cluster_40041	subcluster_50253
Han_2018_ERR1398121_NODE_414_length_27094_cov_9.898961	27094	61.29770428877242	Caudovirales	Medium-quality	Oscillospiraceae	temperate	cluster_90518	subcluster_114099
Han_2018_ERR1398121_NODE_4170_length_5136_cov_67.204290	5136	48.968068535825545		Not-determined	Prevotella copri	virulent	cluster_227233	subcluster_285905
Han_2018_ERR1398121_NODE_422_length_26825_cov_35.608143	26825	43.6421248835042	Caudovirales	Not-determined	Bacteroidaceae	virulent	cluster_261774	subcluster_328539
Han_2018_ERR1398121_NODE_455_length_25652_cov_46.844708	25652	43.864026196787776	Caudovirales	Low-quality	Bacteroidaceae	virulent	cluster_238908	subcluster_300350
Han_2018_ERR1398121_NODE_767_length_18628_cov_100.834491	18628	52.802233197337344	Caudovirales	Not-determined	Prevotella copri	virulent	cluster_266538	subcluster_334582
Han_2018_ERR1398121_NODE_779_length_18492_cov_6.117101	18492	65.70408825438028	Caudovirales	Low-quality	Oscillospiraceae	temperate	cluster_266607	subcluster_334653
Han_2018_ERR1398121_NODE_996_length_15567_cov_13.977759	15567	45.01830795914434		Not-determined	Bacteroidaceae	virulent	cluster_149402	subcluster_188338
Han_2018_ERR1398122_NODE_1137_length_19555_cov_28.266410	19555	38.58348248529788	Caudovirales	Low-quality	Lachnospiraceae	temperate	cluster_172377	subcluster_217658
Han_2018_ERR1398122_NODE_1802_length_13995_cov_4.294476	13995	48.43872811718471	Caudovirales	Low-quality	Bacteroides ovatus	virulent	cluster_151701	subcluster_191056
Han_2018_ERR1398122_NODE_1804_length_13983_cov_15.592260	13983	39.06171780018594		Not-determined	Bacteroidaceae	virulent	cluster_43429	subcluster_54451
Han_2018_ERR1398122_NODE_1898_length_13366_cov_7.579370	13366	48.39144096962442	Caudovirales	Low-quality	Enterobacteriaceae	temperate	cluster_20774	subcluster_26018
Han_2018_ERR1398122_NODE_1905_length_13331_cov_5.045646	13331	52.929262620958674	Caudovirales	Low-quality	Bilophila wadsworthia	virulent	cluster_15983	subcluster_20049
Han_2018_ERR1398122_NODE_194_length_57204_cov_13.812473	57204	58.91546045731067	Caudovirales	Medium-quality	Faecalibacterium prausnitzii	temperate	cluster_106768	subcluster_134548
Han_2018_ERR1398122_NODE_2075_length_12540_cov_4.614658	12540	51.92982456140351	Caudovirales	Low-quality	Bilophila wadsworthia	virulent	cluster_132332	subcluster_166526
Han_2018_ERR1398122_NODE_2257_length_11687_cov_4.690165	11687	50.27808676307007	Caudovirales	Low-quality	Bifidobacterium adolescentis	temperate	cluster_234092	subcluster_294538
Han_2018_ERR1398122_NODE_2796_length_9809_cov_4.437769	9809	52.2989091650525	Caudovirales	Low-quality	Desulfovibrionaceae	virulent	cluster_96761	subcluster_121861
Han_2018_ERR1398122_NODE_3058_length_9141_cov_5.102575	9141	62.41111475768516	Caudovirales	Low-quality	Oscillospiraceae	temperate	cluster_177418	subcluster_223962
Han_2018_ERR1398122_NODE_3337_length_8453_cov_9.545725	8453	48.49165976576364	Caudovirales	Low-quality	Butyricicoccus pullicaecorum	temperate	cluster_252780	subcluster_317504
Han_2018_ERR1398122_NODE_3646_length_7796_cov_4.309392	7796	45.395074397126734	Caudovirales	Low-quality	Alistipes shahii	virulent	cluster_209578	subcluster_263759
Han_2018_ERR1398122_NODE_3678_length_7739_cov_13.222150	7739	45.923245897402765	Caudovirales	Low-quality	Lachnospiraceae	virulent	cluster_270074	subcluster_338929
Han_2018_ERR1398122_NODE_3919_length_7341_cov_10.390338	7341	48.49475548290423		Not-determined	Tannerellaceae	virulent	cluster_213664	subcluster_268984
Han_2018_ERR1398122_NODE_4210_length_6964_cov_2.678825	6964	50.37334865020103	Caudovirales	Low-quality	Salmonella enterica	virulent	cluster_177607	subcluster_224169
Han_2018_ERR1398122_NODE_4413_length_6685_cov_4.694570	6685	43.64996260284219		Not-determined	Bacteroidaceae	virulent	cluster_140212	subcluster_176553
Han_2018_ERR1398122_NODE_4473_length_6592_cov_3.672174	6592	51.380461165048544	Caudovirales	Not-determined	Oscillospiraceae	virulent	cluster_236180	subcluster_297084
Han_2018_ERR1398122_NODE_4528_length_6533_cov_3.711485	6533	48.73718046839125	CressDNAParvo	High-quality	Butyricicoccaceae	virulent	cluster_255564	subcluster_320913
Han_2018_ERR1398122_NODE_4672_length_6336_cov_4.372711	6336	40.95643939393939	Caudovirales	Low-quality	Bacteroidaceae	virulent	cluster_221005	subcluster_278491
Han_2018_ERR1398122_NODE_4680_length_6325_cov_37.562360	6325	37.12252964426877	Caudovirales	Not-determined	Bacillus cereus	virulent	cluster_12966	subcluster_16238
Han_2018_ERR1398122_NODE_4707_length_6287_cov_34.436938	6287	44.87036742484492	Caudovirales	Not-determined	Muribaculaceae	virulent	cluster_103677	subcluster_130778
Han_2018_ERR1398122_NODE_482_length_34711_cov_10.324475	34711	48.37947624672295	Caudovirales	Medium-quality	Megasphaeraceae	virulent	cluster_151388	subcluster_190700
Han_2018_ERR1398122_NODE_4968_length_5980_cov_5.574684	5980	43.62876254180602		Not-determined	Bacteroidaceae	virulent	cluster_215639	subcluster_271634
Han_2018_ERR1398122_NODE_5092_length_5849_cov_3.349845	5849	53.44503333903232	Caudovirales	Low-quality	Citrobacter freundii	virulent	cluster_263551	subcluster_330693
Han_2018_ERR1398122_NODE_5291_length_5660_cov_3.413024	5660	59.02826855123675	Caudovirales	Not-determined	Butyricicoccaceae	virulent	cluster_216824	subcluster_273102
Han_2018_ERR1398122_NODE_5467_length_5488_cov_10.050064	5488	48.48760932944607	Caudovirales	Low-quality	Enterobacteriaceae	temperate	cluster_40042	subcluster_50254
Han_2018_ERR1398122_NODE_6030_length_5025_cov_3.334608	5025	47.30348258706468	Caudovirales	Low-quality	Salmonella enterica	virulent	cluster_90519	subcluster_114100
Han_2018_ERR1398122_NODE_652_length_28963_cov_5.447627	28963	60.40465421399717	Caudovirales	Low-quality	Desulfovibrionaceae	virulent	cluster_227234	subcluster_285906
Han_2018_ERR1398122_NODE_883_length_23553_cov_10.947825	23553	50.84702585657877	Caudovirales	Low-quality	Megasphaeraceae	temperate	cluster_261775	subcluster_328540
Han_2018_ERR1398123_NODE_1152_length_18321_cov_5.306800	18321	42.32301730254899		Not-determined	Tannerellaceae	virulent	cluster_238909	subcluster_300351
Han_2018_ERR1398123_NODE_1787_length_12620_cov_8.986391	12620	38.29635499207607	Caudovirales	Not-determined	Lachnospiraceae	virulent	cluster_266539	subcluster_334583
Han_2018_ERR1398123_NODE_1896_length_11942_cov_2.975856	11942	38.72885613800033	Caudovirales	Low-quality	Bacteroides caccae	virulent	cluster_266608	subcluster_334654
Han_2018_ERR1398123_NODE_1920_length_11835_cov_13.872835	11835	37.9467680608365		Low-quality	Lachnospiraceae	virulent	cluster_149403	subcluster_188339
Han_2018_ERR1398123_NODE_2142_length_10666_cov_3.908962	10666	47.88111756984812	Caudovirales	Not-determined	Tannerellaceae	virulent	cluster_172378	subcluster_217659
Han_2018_ERR1398123_NODE_2203_length_10401_cov_10.913686	10401	42.111335448514566	NCLDV	Not-determined	Lachnospiraceae	virulent	cluster_151702	subcluster_191057
Han_2018_ERR1398123_NODE_2262_length_10124_cov_2.842090	10124	48.15290399051758		Not-determined	Bacteroidaceae	virulent	cluster_43430	subcluster_54452
Han_2018_ERR1398123_NODE_234_length_60518_cov_19.631973	60518	43.49780230675171	Caudovirales	Complete	Lachnospiraceae	virulent	cluster_20775	subcluster_26020
Han_2018_ERR1398123_NODE_2552_length_9084_cov_4.965223	9084	42.1180096873624	NCLDV	Not-determined	Veillonellaceae	virulent	cluster_15984	subcluster_20050
Han_2018_ERR1398123_NODE_2629_length_8809_cov_5.124743	8809	61.07390169145192	Caudovirales	Low-quality	Lachnospiraceae	virulent	cluster_106769	subcluster_134549
Han_2018_ERR1398123_NODE_2897_length_7984_cov_23.773994	7984	33.27905811623246	Caudovirales	Low-quality	Roseburia intestinalis	virulent	cluster_132333	subcluster_166527
Han_2018_ERR1398123_NODE_2987_length_7740_cov_3.616786	7740	39.48320413436692	Caudovirales	Low-quality	Bacteroides caccae	virulent	cluster_1635	subcluster_2061
Han_2018_ERR1398123_NODE_3020_length_7660_cov_7.450888	7660	39.56919060052219	NCLDV	Low-quality	Lachnospiraceae	virulent	cluster_96762	subcluster_121862
Han_2018_ERR1398123_NODE_314_length_49918_cov_17.302569	49918	39.030009215112784	Caudovirales	Medium-quality	Lachnospiraceae	virulent	cluster_177419	subcluster_223963
Han_2018_ERR1398123_NODE_3417_length_6841_cov_5.935455	6841	36.93904399941529	Caudovirales	Not-determined	Lachnospiraceae	virulent	cluster_252781	subcluster_317505
Han_2018_ERR1398123_NODE_3456_length_6753_cov_7.054494	6753	39.31585961794758		Not-determined	Lachnospiraceae	virulent	cluster_209579	subcluster_263760
Han_2018_ERR1398123_NODE_3486_length_6703_cov_5.926895	6703	41.399373414888856		Not-determined	Lachnospiraceae	virulent	cluster_270075	subcluster_338930
Han_2018_ERR1398123_NODE_364_length_44307_cov_8.806382	44307	60.832374116956686	Caudovirales	Medium-quality	Faecalibacterium prausnitzii	temperate	cluster_213665	subcluster_268985
Han_2018_ERR1398123_NODE_3706_length_6346_cov_7.177873	6346	37.29908603844942	Caudovirales	Not-determined	Lachnospiraceae	virulent	cluster_177608	subcluster_224170
Han_2018_ERR1398123_NODE_3712_length_6341_cov_71.985046	6341	41.38148557009935		Not-determined	Lachnospiraceae	virulent	cluster_140213	subcluster_176554
Han_2018_ERR1398123_NODE_3945_length_5976_cov_4.625739	5976	51.20481927710844	Caudovirales	Not-determined	Butyricicoccaceae	temperate	cluster_236181	subcluster_297085
Han_2018_ERR1398123_NODE_3973_length_5942_cov_5.420248	5942	39.29653315382026	Microviridae	High-quality	Bacteroidaceae	virulent	cluster_15335	subcluster_19209
Han_2018_ERR1398123_NODE_4092_length_5769_cov_6.103080	5769	52.97278557808978		Not-determined	Pseudomonas aeruginosa	virulent	cluster_221006	subcluster_278492
Han_2018_ERR1398123_NODE_4185_length_5636_cov_3.589321	5636	46.291696238467	Caudovirales	Not-determined	Bacillus subtilis	virulent	cluster_12967	subcluster_16239
Han_2018_ERR1398123_NODE_4503_length_5267_cov_3.250767	5267	45.22498576039491		Not-determined	Bacillus cereus	virulent	cluster_103678	subcluster_130779
Han_2018_ERR1398123_NODE_483_length_36584_cov_15.675491	36584	50.1776732998032	Caudovirales	Complete	Enterobacteriaceae	temperate	cluster_190126	subcluster_239737
Han_2018_ERR1398123_NODE_582_length_32030_cov_18.365410	32030	40.68685607243209	Caudovirales	Low-quality	Lachnospiraceae	virulent	cluster_215640	subcluster_271635
Han_2018_ERR1398123_NODE_596_length_31322_cov_13.359069	31322	42.64734052742482	Caudovirales	Low-quality	Lachnospiraceae	virulent	cluster_263552	subcluster_330694
Han_2018_ERR1398123_NODE_980_length_20727_cov_5.605408	20727	41.5351956385391	Caudovirales	Low-quality	Agathobacter rectalis	virulent	cluster_216825	subcluster_273103
Han_2018_ERR1398124_NODE_1480_length_7864_cov_5.360738	7864	58.65971515768057	Caudovirales	Not-determined	Lawsonia intracellularis	virulent	cluster_40043	subcluster_50255
Han_2018_ERR1398124_NODE_1707_length_7199_cov_4.315789	7199	60.95291012640645	Caudovirales	Low-quality	Ruminococcaceae	virulent	cluster_90520	subcluster_114101
Han_2018_ERR1398124_NODE_1895_length_6715_cov_69.934384	6715	51.45197319434103	Caudovirales	Not-determined	Faecalibacterium prausnitzii	temperate	cluster_227235	subcluster_285907
Han_2018_ERR1398124_NODE_2318_length_5823_cov_6.331831	5823	57.53048256912244		Not-determined	Butyricicoccaceae	virulent	cluster_261776	subcluster_328541
Han_2018_ERR1398124_NODE_2368_length_5734_cov_7.896637	5734	60.23718172305546	Caudovirales	Not-determined	Faecalibacterium prausnitzii	virulent	cluster_238910	subcluster_300352
Han_2018_ERR1398124_NODE_2563_length_5429_cov_3.009862	5429	59.34794621477252		Not-determined	Pseudomonas aeruginosa	virulent	cluster_266540	subcluster_334584
Han_2018_ERR1398124_NODE_2805_length_5142_cov_3.054059	5142	55.8343057176196	Caudovirales	Not-determined	Faecalibacterium prausnitzii	virulent	cluster_266609	subcluster_334655
Han_2018_ERR1398124_NODE_835_length_11183_cov_5.597951	11183	56.52329428596977	Caudovirales	Not-determined	Rikenellaceae	virulent	cluster_149404	subcluster_188340
Han_2018_ERR1398125_NODE_1198_length_18322_cov_6.517436	18322	47.91507477349634	Caudovirales	Low-quality	Enterobacteriaceae	virulent	cluster_172379	subcluster_217660
Han_2018_ERR1398125_NODE_1451_length_15445_cov_26.399025	15445	38.49789575914536	Caudovirales	Low-quality	Marinifilaceae	virulent	cluster_151703	subcluster_191058
Han_2018_ERR1398125_NODE_1487_length_15089_cov_28.360184	15089	35.15806216449069	Caudovirales	Low-quality	Bacteroidaceae	virulent	cluster_43431	subcluster_54453
Han_2018_ERR1398125_NODE_168_length_76379_cov_25.792490	76379	41.52057502716716	Caudovirales	High-quality	Bacteroidaceae	virulent	cluster_237191	subcluster_298257
Han_2018_ERR1398125_NODE_16_length_198094_cov_49.824797	198094	36.61191151675467	Caudovirales	High-quality	Megasphaeraceae	virulent	cluster_15985	subcluster_20051
Han_2018_ERR1398125_NODE_175_length_73316_cov_11.397892	73316	48.03317147689454	Caudovirales	Medium-quality	Lachnospiraceae	virulent	cluster_106770	subcluster_134550
Han_2018_ERR1398125_NODE_1772_length_12843_cov_4.273772	12843	44.12520439149731	Caudovirales	Low-quality	Faecalibacterium prausnitzii	temperate	cluster_132334	subcluster_166528
Han_2018_ERR1398125_NODE_1790_length_12726_cov_27.262489	12726	43.63507779349364	Caudovirales	Not-determined	Tidjanibacter massiliensis	virulent	cluster_254122	subcluster_319154
Han_2018_ERR1398125_NODE_1855_length_12330_cov_111.598534	12330	38.13463098134631	Caudovirales	Not-determined	Bacteroidaceae	virulent	cluster_96763	subcluster_121863
Han_2018_ERR1398125_NODE_188_length_71046_cov_9.314843	71046	31.42611828955888	Caudovirales	Low-quality	Lachnospiraceae	temperate	cluster_177420	subcluster_223964
Han_2018_ERR1398125_NODE_1938_length_11873_cov_9.301828	11873	41.573317611387175	Caudovirales	Low-quality	Lachnospiraceae	virulent	cluster_252782	subcluster_317506
Han_2018_ERR1398125_NODE_2339_length_9862_cov_8.069032	9862	38.93733522612046		Not-determined	Lachnospiraceae	virulent	cluster_209580	subcluster_263761
Han_2018_ERR1398125_NODE_2370_length_9764_cov_6.282830	9764	48.340843916427694	Caudovirales	Low-quality	Enterobacteriaceae	temperate	cluster_270076	subcluster_338931
Han_2018_ERR1398125_NODE_2402_length_9634_cov_3.387410	9634	36.18434710400664	Caudovirales	Low-quality	Lachnospiraceae	virulent	cluster_213666	subcluster_268986
Han_2018_ERR1398125_NODE_2462_length_9457_cov_10.699426	9457	43.60790948503754		Low-quality	Parabacteroides merdae	virulent	cluster_177609	subcluster_224171
Han_2018_ERR1398125_NODE_2875_length_8143_cov_5.960806	8143	32.70293503622744	Caudovirales	Not-determined	Selenomonadaceae	virulent	cluster_140214	subcluster_176555
Han_2018_ERR1398125_NODE_2904_length_8077_cov_5.252805	8077	55.99851429986381	Caudovirales	Not-determined	Ruminococcaceae	temperate	cluster_236182	subcluster_297086
Han_2018_ERR1398125_NODE_3233_length_7250_cov_5.275747	7250	36.95172413793104		Not-determined	Lachnospiraceae	virulent	cluster_255565	subcluster_320914
Han_2018_ERR1398125_NODE_3328_length_7080_cov_3.766690	7080	37.71186440677966		Not-determined	Lachnospiraceae	virulent	cluster_221007	subcluster_278493
Han_2018_ERR1398125_NODE_3384_length_6958_cov_17.813270	6958	55.10204081632652	Caudovirales	Not-determined	Ruminococcaceae	virulent	cluster_12968	subcluster_16240
Han_2018_ERR1398125_NODE_3456_length_6835_cov_9.543805	6835	41.34601316752012		Not-determined	Shigella sonnei	virulent	cluster_103679	subcluster_130780
Han_2018_ERR1398125_NODE_3458_length_6826_cov_5.145621	6826	42.77761500146499	NCLDV	Not-determined	Tannerellaceae	virulent	cluster_215641	subcluster_271636
Han_2018_ERR1398125_NODE_3517_length_6730_cov_2.812434	6730	34.576523031203564		Not-determined	Staphylococcus aureus	virulent	cluster_263553	subcluster_330695
Han_2018_ERR1398125_NODE_3538_length_6710_cov_4.669421	6710	35.91654247391952	Caudovirales	Low-quality	Lachnospiraceae	virulent	cluster_216826	subcluster_273104
Han_2018_ERR1398125_NODE_3708_length_6402_cov_17.308020	6402	37.84754764136207	Caudovirales	Low-quality	Bacteroides thetaiotaomicron	virulent	cluster_40044	subcluster_50256
Han_2018_ERR1398125_NODE_370_length_48906_cov_123.495671	48906	35.13883777041672	Caudovirales	High-quality	Lachnospiraceae	virulent	cluster_90521	subcluster_114102
Han_2018_ERR1398125_NODE_3929_length_6046_cov_4.661993	6046	45.00496195831955	Caudovirales	Low-quality	Enterobacteriaceae	virulent	cluster_227236	subcluster_285908
Han_2018_ERR1398125_NODE_397_length_46655_cov_9.707489	46655	32.35237380773765	Caudovirales	Low-quality	Lachnospira eligens	temperate	cluster_261777	subcluster_328542
Han_2018_ERR1398125_NODE_424_length_44451_cov_14.156793	44451	40.95520910665677	Caudovirales	High-quality	CAG-138	temperate	cluster_238911	subcluster_300353
Han_2018_ERR1398125_NODE_4272_length_5608_cov_4.917162	5608	37.12553495007133		Not-determined	Bacteroidaceae	virulent	cluster_266541	subcluster_334585
Han_2018_ERR1398125_NODE_4360_length_5506_cov_3.760044	5506	43.22557210316019	Caudovirales	Not-determined	Enterobacteriaceae	virulent	cluster_266610	subcluster_334656
Han_2018_ERR1398125_NODE_4402_length_5460_cov_4.305088	5460	48.04029304029304	Caudovirales	Low-quality	Enterobacteriaceae	temperate	cluster_149405	subcluster_188341
Han_2018_ERR1398125_NODE_4530_length_5323_cov_3.710706	5323	35.619011835431145	Caudovirales	Low-quality	Bacteroidaceae	virulent	cluster_172380	subcluster_217661
Han_2018_ERR1398125_NODE_4592_length_5252_cov_6.086781	5252	38.309215536938304		Not-determined	Lachnospiraceae	virulent	cluster_151704	subcluster_191059
Han_2018_ERR1398125_NODE_4660_length_5177_cov_4.777626	5177	39.057369132702334		Not-determined	Lachnospiraceae	virulent	cluster_43432	subcluster_54455
Han_2018_ERR1398125_NODE_4667_length_5168_cov_3.051829	5168	35.25541795665635	Caudovirales	Not-determined	Lachnospira eligens	virulent	cluster_20776	subcluster_26021
Han_2018_ERR1398125_NODE_471_length_40659_cov_7.098512	40659	48.70754322536216	Caudovirales	High-quality	Ruminococcus bromii	virulent	cluster_15986	subcluster_20053
Han_2018_ERR1398125_NODE_4759_length_5084_cov_6.810499	5084	40.49960660896932	NCLDV	Not-determined	Bacteroidaceae	virulent	cluster_106771	subcluster_134551
Han_2018_ERR1398125_NODE_4834_length_5011_cov_4.881356	5011	54.75952903612053	Caudovirales	Low-quality	Agathobacter rectalis	virulent	cluster_132335	subcluster_166529
Han_2018_ERR1398125_NODE_501_length_38777_cov_38.879293	38777	60.38373262500967	Caudovirales	High-quality	Coriobacteriaceae	temperate	cluster_1636	subcluster_2062
Han_2018_ERR1398125_NODE_532_length_36814_cov_19.237547	36814	45.664692779920685	Caudovirales	Complete	Bacteroidaceae	virulent	cluster_199559	subcluster_251491
Han_2018_ERR1398125_NODE_681_length_30221_cov_7.634522	30221	52.14916779722709	Caudovirales	Medium-quality	Enterobacteriaceae	temperate	cluster_96764	subcluster_121864
Han_2018_ERR1398125_NODE_832_length_25820_cov_7.167398	25820	40.49573973663826	Caudovirales	Not-determined	Parabacteroides merdae	virulent	cluster_177421	subcluster_223965
Han_2018_ERR1398125_NODE_957_length_22460_cov_8.019862	22460	30.970614425645596	Caudovirales	Low-quality	Lachnospiraceae	temperate	cluster_252783	subcluster_317507
Han_2018_ERR1398126_NODE_1284_length_15464_cov_3.819456	15464	47.05768235902742	Caudovirales	Low-quality	Acutalibacteraceae	virulent	cluster_209581	subcluster_263762
Han_2018_ERR1398126_NODE_1295_length_15385_cov_4.051924	15385	39.42801429964251	Caudovirales	Low-quality	Lachnospiraceae	temperate	cluster_270077	subcluster_338932
Han_2018_ERR1398126_NODE_1398_length_14547_cov_4.446591	14547	48.45672647281226	Caudovirales	Low-quality	Faecalibacterium prausnitzii	virulent	cluster_213667	subcluster_268987
Han_2018_ERR1398126_NODE_142_length_56134_cov_66.541076	56134	39.033384401610434	Caudovirales	High-quality	Lachnospiraceae	temperate	cluster_177610	subcluster_224172
Han_2018_ERR1398126_NODE_1520_length_13703_cov_9.702594	13703	59.59278990002189	Caudovirales	Not-determined	Rikenellaceae	virulent	cluster_140215	subcluster_176556
Han_2018_ERR1398126_NODE_1558_length_13478_cov_7.684124	13478	35.198100608398875	Caudovirales	Not-determined	Roseburia inulinivorans	virulent	cluster_236183	subcluster_297087
Han_2018_ERR1398126_NODE_1576_length_13384_cov_11.870958	13384	46.26419605499103		Low-quality	Bacteroidaceae	virulent	cluster_255566	subcluster_320915
Han_2018_ERR1398126_NODE_1744_length_12472_cov_7.657164	12472	33.73155869146889	Caudovirales	Low-quality	Roseburia inulinivorans	virulent	cluster_221008	subcluster_278494
Han_2018_ERR1398126_NODE_1899_length_11690_cov_7.505630	11690	34.884516680923866	Caudovirales	Not-determined	Agathobacter rectalis	temperate	cluster_12969	subcluster_16241
Han_2018_ERR1398126_NODE_2020_length_11219_cov_3.833303	11219	38.96960513414743		Not-determined	Bacteroides fragilis	virulent	cluster_103680	subcluster_130781
Han_2018_ERR1398126_NODE_239_length_41865_cov_22.008802	41865	49.19383733428879	Caudovirales	High-quality	Flavonifractor plautii	virulent	cluster_215642	subcluster_271637
Han_2018_ERR1398126_NODE_253_length_40439_cov_206.660361	40439	56.69032369742081	Caudovirales	High-quality	Faecalibacterium prausnitzii	temperate	cluster_263554	subcluster_330696
Han_2018_ERR1398126_NODE_255_length_40343_cov_12.549916	40343	50.01611184096374	Caudovirales	Complete	Clostridium phoceensis	temperate	cluster_216827	subcluster_273105
Han_2018_ERR1398126_NODE_257_length_40022_cov_8.031926	40022	59.8295937234521	Caudovirales	Medium-quality	Faecalibacterium prausnitzii	temperate	cluster_40045	subcluster_50257
Han_2018_ERR1398126_NODE_2718_length_8907_cov_3.220741	8907	44.47064106882228		Low-quality	Tannerellaceae	virulent	cluster_90522	subcluster_114103
Han_2018_ERR1398126_NODE_2963_length_8290_cov_5.077596	8290	42.95536791314837		Not-determined	Bacteroidaceae	virulent	cluster_227237	subcluster_285909
Han_2018_ERR1398126_NODE_299_length_36732_cov_9.577801	36732	46.34923227703365	Caudovirales	High-quality	Bacteroidaceae	virulent	cluster_262078	subcluster_328910
Han_2018_ERR1398126_NODE_317_length_35971_cov_6.336034	35971	52.87314781351644	Caudovirales	Medium-quality	Barnesiellaceae	virulent	cluster_157200	subcluster_197792
Han_2018_ERR1398126_NODE_3539_length_7160_cov_20.965517	7160	36.675977653631286	Microviridae	Complete	Bacteroidaceae	virulent	cluster_238912	subcluster_300354
Han_2018_ERR1398126_NODE_3634_length_6992_cov_14.580078	6992	42.87757437070938	Caudovirales	Not-determined	Bacteroidaceae	virulent	cluster_266542	subcluster_334586
Han_2018_ERR1398126_NODE_3801_length_6736_cov_8.088609	6736	52.13776722090261	Caudovirales	Not-determined	Bacteroidaceae	virulent	cluster_266611	subcluster_334657
Han_2018_ERR1398126_NODE_3839_length_6688_cov_10.663350	6688	45.76854066985646	Caudovirales	Low-quality	Lawsonia intracellularis	temperate	cluster_266840	subcluster_334912
Han_2018_ERR1398126_NODE_4046_length_6429_cov_3.639159	6429	51.90542852698709	Caudovirales	Not-determined	Faecalibacterium prausnitzii	virulent	cluster_172381	subcluster_217662
Han_2018_ERR1398126_NODE_406_length_31180_cov_4.852723	31180	55.83066067992303	Caudovirales	Medium-quality	Faecalibacterium prausnitzii	virulent	cluster_151705	subcluster_191060
Han_2018_ERR1398126_NODE_438_length_30089_cov_39.064360	30089	53.12240353617601	Caudovirales	Medium-quality	Clostridium phoceensis	virulent	cluster_43433	subcluster_54456
Han_2018_ERR1398126_NODE_4549_length_5826_cov_3.621036	5826	49.519395811877786		Not-determined	Faecalibacterium prausnitzii	virulent	cluster_20777	subcluster_26022
Han_2018_ERR1398126_NODE_4607_length_5757_cov_933.684847	5757	42.226854264373806	Caudovirales	Not-determined	Bacteroidaceae	virulent	cluster_15987	subcluster_20054
Han_2018_ERR1398126_NODE_4689_length_5669_cov_27.512825	5669	31.91038983947786		Not-determined	Bacteroides dorei	virulent	cluster_106772	subcluster_134552
Han_2018_ERR1398126_NODE_4709_length_5642_cov_2.499374	5642	41.43920595533499	Caudovirales	Low-quality	Blautia wexlerae	virulent	cluster_132336	subcluster_166530
