Phage_ID	Length	GC_content	Taxonomy	Completeness	Host	Lifestyle	Cluster	Subcluster
uvig_39506	33110	37.61401389308366	Caudovirales	Medium-quality	Dorea formicigenerans	virulent	cluster_149001	subcluster_187858
uvig_39509	29205	51.68293100496491	Caudovirales	Low-quality	Bifidobacterium pseudocatenulatum	virulent	cluster_187662	subcluster_236685
uvig_39510	21150	33.09219858156028	Caudovirales	Low-quality	Lawsonia intracellularis	virulent	cluster_123598	subcluster_155695
uvig_39511	20981	50.35508317048758	Caudovirales	Medium-quality	Alistipes shahii	virulent	cluster_152000	subcluster_191386
uvig_39515	14376	50.82776850306065	Caudovirales	Low-quality	Bifidobacterium pseudocatenulatum	virulent	cluster_162170	subcluster_204105
uvig_39516	13139	33.959966511911105	Caudovirales	Low-quality	Bacteroides thetaiotaomicron	virulent	cluster_146625	subcluster_184889
uvig_39520	12197	36.72214478970239	Caudovirales	Low-quality	Lawsonia intracellularis	virulent	cluster_38845	subcluster_48890
uvig_39521	12084	36.85865607414763		Complete	Bacteroides ovatus	virulent	cluster_244740	subcluster_307643
uvig_39522	12065	43.48943224202238	Caudovirales	Low-quality	Parabacteroides merdae	virulent	cluster_218917	subcluster_275862
uvig_39550	68433	42.350912571420224	Caudovirales	High-quality	Bacteroides plebeius	virulent	cluster_105107	subcluster_132527
uvig_39551	58612	45.0777997679656	Caudovirales	High-quality	Bacteroides vulgatus	virulent	cluster_63395	subcluster_79877
uvig_39553	48835	37.56936623323436	Caudovirales	Low-quality	Parabacteroides merdae	virulent	cluster_272090	subcluster_341731
uvig_39554	35685	38.83704637802998	Caudovirales	Medium-quality	Bacteroides dorei	temperate	cluster_80816	subcluster_101539
uvig_39559	24201	44.5229535969588	Caudovirales	Medium-quality	Bacteroides ovatus	virulent	cluster_65591	subcluster_82686
uvig_39561	22566	28.281485420544183	Caudovirales	Medium-quality	Clostridioides difficile	virulent	cluster_160872	subcluster_202456
uvig_39562	22473	42.0371112001068	Caudovirales	Low-quality	Ruminiclostridium siraeum	virulent	cluster_260183	subcluster_326488
uvig_39565	19077	42.46474812601562	Caudovirales	Low-quality	Ruminiclostridium siraeum	temperate	cluster_271431	subcluster_340716
uvig_39568	17516	48.4528431148664	Caudovirales	Medium-quality	Lawsonia intracellularis	virulent	cluster_253818	subcluster_318801
uvig_39569	17106	58.31871857827663	Caudovirales	Low-quality	Bacteroides caccae	temperate	cluster_178770	subcluster_225669
uvig_39582	11087	61.94642373951474	Caudovirales	Low-quality	Faecalibacterium prausnitzii	temperate	cluster_241789	subcluster_304016
uvig_39605	75633	50.165932859994975	Caudovirales	Medium-quality	Mycobacterium smegmatis	virulent	cluster_67476	subcluster_84960
uvig_39619	20219	44.91320045501756	Caudovirales	Low-quality	Roseburia inulinivorans	temperate	cluster_264016	subcluster_331258
uvig_39620	20215	51.9812020776651	Caudovirales	Low-quality	Alistipes shahii	virulent	cluster_173074	subcluster_218572
uvig_39627	34403	50.946138418161205	Caudovirales	Medium-quality	Escherichia coli	temperate	cluster_254161	subcluster_319205
uvig_39646	78194	40.73458321610354	Caudovirales	Medium-quality	Parabacteroides distasonis	virulent	cluster_268323	subcluster_336807
uvig_39648	39283	33.780515744724184	Caudovirales	High-quality	Ruminococcus bromii	virulent	cluster_125404	subcluster_157894
uvig_39653	39524	46.62736565124988	Caudovirales	Complete	Ruminococcus lactaris	temperate	cluster_3909	subcluster_4848
uvig_39654	39297	47.15881619462046	Caudovirales	Medium-quality	Clostridium symbiosum	virulent	cluster_19204	subcluster_24119
uvig_39655	31470	34.258023514458216	Caudovirales	High-quality	Lactococcus lactis	virulent	cluster_103448	subcluster_130490
uvig_39656	24817	40.053189346012815	Caudovirales	Medium-quality	Bacteroides faecis	virulent	cluster_15427	subcluster_19328
uvig_39657	19850	39.21410579345088	Caudovirales	Low-quality	Ruminococcus faecis	temperate	cluster_129724	subcluster_163290
uvig_39658	17587	36.15170296241542		High-quality	Ruminococcus faecis	virulent	cluster_74151	subcluster_93495
uvig_39659	11926	32.96159651182291	Caudovirales	Low-quality	Dorea formicigenerans	virulent	cluster_112118	subcluster_141370
uvig_39661	11671	43.48384885613915	Caudovirales	Low-quality	Bacteroides uniformis	virulent	cluster_12008	subcluster_14998
uvig_39687	161037	34.57342101504623	Caudovirales	Complete	Blautia wexlerae	temperate	cluster_132782	subcluster_167036
uvig_39688	85063	36.26371042638985	Caudovirales	Complete	Bacteroides caccae	virulent	cluster_32926	subcluster_41351
uvig_39689	114656	32.65071169411108	Caudovirales	Medium-quality	Blautia wexlerae	virulent	cluster_66009	subcluster_83157
uvig_39690	86658	45.79150222714579	Caudovirales	High-quality	Roseburia intestinalis	virulent	cluster_102658	subcluster_129534
uvig_39691	86074	43.53347119920068	Caudovirales	High-quality	Roseburia inulinivorans;Roseburia intestinalis;NA	virulent	cluster_3131	subcluster_3981
uvig_39693	64305	37.19928465904673	Caudovirales	High-quality	Roseburia inulinivorans	temperate	cluster_248754	subcluster_312462
uvig_39694	56511	54.61768505246766	Caudovirales	High-quality	Alistipes shahii	virulent	cluster_270504	subcluster_339440
uvig_39700	35784	52.7190923317684	Caudovirales	Medium-quality	Faecalibacterium prausnitzii	virulent	cluster_79756	subcluster_100267
uvig_39702	34710	65.2434456928839	Caudovirales	High-quality	Rhodobacter sphaeroides	temperate	cluster_69328	subcluster_87576
uvig_39714	19787	38.08055794208319		Low-quality	Bacteroides intestinalis	virulent	cluster_22390	subcluster_28069
uvig_39728	10845	33.8865836791148	Caudovirales	Low-quality	Lachnospira eligens	virulent	cluster_78976	subcluster_99340
uvig_39756	61992	41.85862691960253	Caudovirales	High-quality	Coprococcus catus	virulent	cluster_171703	subcluster_216826
uvig_39758	23027	41.36448516958353	Caudovirales	Low-quality	Bacteroides vulgatus	virulent	cluster_187663	subcluster_236686
uvig_39759	18323	45.46744528734378	Caudovirales	Low-quality	Tyzzerella nexilis	virulent	cluster_123599	subcluster_155696
uvig_39771	102370	36.16293836084791	Caudovirales	Complete	Prevotella copri	virulent	cluster_152001	subcluster_191387
uvig_39772	13041	30.30442450732306	Caudovirales	Low-quality	Lawsonia intracellularis	virulent	cluster_162171	subcluster_204106
uvig_39794	53016	36.75871435038479	Caudovirales	High-quality	Lachnospira eligens	temperate	cluster_146626	subcluster_184890
uvig_39795	40954	38.181862577526005	Caudovirales	Medium-quality	Fusicatenibacter saccharivorans	virulent	cluster_207531	subcluster_261191
uvig_39797	35950	29.49374130737135	Caudovirales	Medium-quality	Clostridioides difficile	virulent	cluster_38425	subcluster_48382
uvig_39799	25192	38.258177199110825	Caudovirales	Low-quality	Barnesiella intestinihominis	virulent	cluster_38846	subcluster_48891
uvig_39800	24397	29.69627413206542	Caudovirales	Low-quality	Prevotella copri	virulent	cluster_218918	subcluster_275863
uvig_39801	19297	29.22215888480075	Caudovirales	Low-quality	Staphylococcus aureus	temperate	cluster_105108	subcluster_132530
uvig_39810	93156	31.850873803083		Complete	Bacteroides xylanisolvens	virulent	cluster_238131	subcluster_299434
uvig_39813	32328	47.58723088344469	Caudovirales	Medium-quality	Eubacterium ventriosum	virulent	cluster_121359	subcluster_152855
uvig_39814	24869	49.06912220032973	Caudovirales	Medium-quality	Flavonifractor plautii	virulent	cluster_23365	subcluster_29294
uvig_39821	10509	32.486440194119325	Caudovirales	Low-quality	Lachnospira eligens	virulent	cluster_272091	subcluster_341732
uvig_39831	72678	43.84407936376895	Caudovirales	Medium-quality	Roseburia inulinivorans;Roseburia intestinalis;NA	virulent	cluster_80817	subcluster_101540
uvig_39832	68153	35.46285563364782	Caudovirales	Medium-quality	Bacteroides caccae	virulent	cluster_207809	subcluster_261534
uvig_39833	57673	31.869332269866312	Caudovirales	Low-quality	Lachnospira eligens	virulent	cluster_160873	subcluster_202457
uvig_39834	47715	28.697474588703763	Caudovirales	High-quality	Ruminococcaceae bacterium	temperate	cluster_76862	subcluster_96720
uvig_39836	36562	27.32345057710191	Caudovirales	Medium-quality	Clostridioides difficile	virulent	cluster_167275	subcluster_210728
uvig_39838	26516	33.06682757580329	Caudovirales	Low-quality	Lachnospira eligens	virulent	cluster_271432	subcluster_340717
uvig_39840	19987	32.39105418522039	Caudovirales	Low-quality	Bacteroides vulgatus	virulent	cluster_253819	subcluster_318802
uvig_39846	11474	44.55290221370054	Caudovirales	Low-quality	Ruminococcus bromii	temperate	cluster_178771	subcluster_225670
uvig_39861	11350	53.01321585903084	Caudovirales	Low-quality	Ruminococcus bicirculans	virulent	cluster_241790	subcluster_304017
uvig_39867	12717	47.25171030903515	Caudovirales	Low-quality	Zymomonas mobilis	virulent	cluster_264017	subcluster_331259
uvig_39869	100039	33.571906956287044	Caudovirales	Medium-quality	Ruminococcus bicirculans	virulent	cluster_173075	subcluster_218573
uvig_39872	27600	44.77173913043478	Caudovirales	Medium-quality	Barnesiella intestinihominis	virulent	cluster_268324	subcluster_336808
uvig_39873	25999	33.4935959075349	Caudovirales	Low-quality	Parabacteroides merdae	virulent	cluster_98551	subcluster_124178
uvig_39874	25108	50.86426636928469	Caudovirales	Medium-quality	Intestinimonas butyriciproducens	virulent	cluster_264329	subcluster_331653
uvig_39875	24022	36.799600366330864	Caudovirales	Low-quality	Faecalibacterium prausnitzii	virulent	cluster_129725	subcluster_163291
uvig_39878	14412	35.33166805439911	Caudovirales	Low-quality	Dorea formicigenerans	virulent	cluster_74152	subcluster_93497
uvig_39901	97880	31.737842255823452	Caudovirales	High-quality	Bacteroides fragilis	virulent	cluster_112119	subcluster_141371
uvig_39902	65737	40.89782010131281	Caudovirales	High-quality	Roseburia intestinalis	temperate	cluster_12009	subcluster_14999
uvig_39903	44098	43.4532178330083	Caudovirales	Medium-quality	Parabacteroides distasonis	virulent	cluster_32927	subcluster_41352
uvig_39905	34111	40.80208730321597	Caudovirales	Medium-quality	Roseburia intestinalis;GCF 000154245.1	virulent	cluster_270505	subcluster_339441
uvig_39906	32130	48.64612511671335	Caudovirales	Medium-quality	Eubacterium hallii	virulent	cluster_69329	subcluster_87577
uvig_39907	30231	40.23353511296352	Caudovirales	Medium-quality	Bacteroides massiliensis	virulent	cluster_180025	subcluster_227255
uvig_39909	26647	45.76124892107929	Caudovirales	Low-quality	Parabacteroides distasonis	virulent	cluster_78977	subcluster_99341
uvig_39912	21702	42.3509353976592	Caudovirales	Low-quality	Salmonella enterica	virulent	cluster_171704	subcluster_216828
uvig_39915	14540	38.56258596973865	Caudovirales	Low-quality	Bacteroides massiliensis	virulent	cluster_187664	subcluster_236687
uvig_39916	14270	43.79117028731605	Caudovirales	Medium-quality	Ruminococcus bicirculans	virulent	cluster_123600	subcluster_155697
uvig_39920	13306	28.51345257778446	Caudovirales	Low-quality	Ruminococcaceae bacterium	temperate	cluster_152002	subcluster_191389
uvig_39922	12865	44.28293820443063	Caudovirales	Low-quality	Bacteroides dorei	virulent	cluster_70250	subcluster_88762
uvig_39923	12279	44.39286586855607	Caudovirales	Low-quality	Clostridium phoceensis	virulent	cluster_146627	subcluster_184891
uvig_39925	10327	42.09354120267261	Caudovirales	Low-quality	Roseburia intestinalis	temperate	cluster_38847	subcluster_48892
uvig_39949	58329	45.30850863206981	Caudovirales	Medium-quality	Parabacteroides distasonis	virulent	cluster_208302	subcluster_262105
uvig_39950	31084	40.33908119933084	Caudovirales	Medium-quality	Ruminococcus bromii	virulent	cluster_105109	subcluster_132531
uvig_39955	41223	41.19302331222861	Caudovirales	Medium-quality	Bacteroides vulgatus	virulent	cluster_115057	subcluster_145020
uvig_39957	24960	42.64423076923077	Caudovirales	Low-quality	Lachnospira eligens	virulent	cluster_272092	subcluster_341733
uvig_39959	39548	34.99291999595429	Caudovirales	Low-quality	Ruminococcus bromii	temperate	cluster_80818	subcluster_101543
uvig_39962	37776	49.84116899618806	Caudovirales	High-quality	Neisseria lactamica	temperate	cluster_113034	subcluster_142525
uvig_39964	26585	46.50366748166259	Caudovirales	Medium-quality	GCA 000434655.1	temperate	cluster_260184	subcluster_326489
uvig_39966	24538	38.67063330344772	Caudovirales	Low-quality	Bacteroides ovatus	virulent	cluster_271433	subcluster_340718
uvig_39968	28731	48.25101806411193	Caudovirales	Medium-quality	Ruminococcus callidus	virulent	cluster_253820	subcluster_318803
uvig_39974	102401	33.013349479008994	Caudovirales	High-quality	Parabacteroides merdae	virulent	cluster_190487	subcluster_240205
uvig_39975	97477	31.356114775793262	Caudovirales	High-quality	Bacteroides dorei	virulent	cluster_178772	subcluster_225671
uvig_39976	73955	36.13007910215672	Caudovirales	Low-quality	Bacteroides xylanisolvens	virulent	cluster_241791	subcluster_304018
uvig_39978	56043	31.95046660599897	Caudovirales	Medium-quality	Parabacteroides distasonis	virulent	cluster_264018	subcluster_331260
uvig_39980	42717	43.99419434885409	Caudovirales	High-quality	Megamonas funiformis	virulent	cluster_173076	subcluster_218575
uvig_39981	34601	48.16912805988266	Caudovirales	Low-quality	Bifidobacterium adolescentis	virulent	cluster_268325	subcluster_336811
uvig_39982	33591	47.360900241136015	Caudovirales	Low-quality	Faecalibacterium prausnitzii	temperate	cluster_98552	subcluster_124179
uvig_39984	31871	57.64801857487999	Caudovirales	Medium-quality	Faecalibacterium prausnitzii	virulent	cluster_83046	subcluster_104293
uvig_39988	27284	60.1378097053218	Caudovirales	Medium-quality	Gordonibacter pamelaeae	virulent	cluster_129726	subcluster_163292
uvig_39989	23975	60.37956204379562	Caudovirales	Medium-quality	ER4 sp1	temperate	cluster_143730	subcluster_180959
uvig_39994	17299	34.267876755881844		Low-quality	Ruminococcus faecis	virulent	cluster_112120	subcluster_141372
uvig_39996	15196	32.90997630955515	Caudovirales	Low-quality	Ruminococcus faecis	temperate	cluster_12010	subcluster_15000
uvig_39997	14582	52.612810314085856	Caudovirales	Medium-quality	Salmonella enterica	virulent	cluster_32928	subcluster_41355
uvig_39998	13877	35.90833753693161	Caudovirales	Low-quality	Bacteroides xylanisolvens	virulent	cluster_270506	subcluster_339442
uvig_40002	11969	47.24705489180383	Caudovirales	Low-quality	Bacteroides vulgatus	virulent	cluster_69330	subcluster_87578
uvig_40007	11095	33.032897701667416	Caudovirales	Low-quality	Ruminococcus faecis	virulent	cluster_22391	subcluster_28070
uvig_40044	81982	52.350515966919566	Caudovirales	High-quality	Flavonifractor plautii	temperate	cluster_181716	subcluster_229307
uvig_40048	63880	41.80181590482154	Caudovirales	Low-quality	Agathobacter rectalis	virulent	cluster_78978	subcluster_99342
uvig_40051	52435	39.49270525412416	Caudovirales	High-quality	Bacteroides intestinalis	virulent	cluster_207535	subcluster_261197
uvig_40052	51188	48.27107915917793	Caudovirales	Medium-quality	Faecalibacterium prausnitzii	virulent	cluster_104825	subcluster_132179
uvig_40053	50878	37.78843507999528	Caudovirales	Low-quality	Parabacteroides merdae	virulent	cluster_171705	subcluster_216829
uvig_40055	48157	52.41397927611769	Caudovirales	Medium-quality	Faecalibacterium prausnitzii	temperate	cluster_127921	subcluster_161063
uvig_40057	42237	45.09789994554537	Caudovirales	Medium-quality	Roseburia inulinivorans	virulent	cluster_123601	subcluster_155698
uvig_40058	42228	37.73562565122667	Caudovirales	Low-quality	Bacteroides intestinalis	virulent	cluster_152003	subcluster_191390
uvig_40059	41933	54.37245129134571	Caudovirales	Medium-quality	Bacteroides cellulosilyticus	virulent	cluster_162172	subcluster_204107
uvig_40060	41608	53.0763314747164	Caudovirales	High-quality	Faecalibacterium prausnitzii	temperate	cluster_185956	subcluster_234562
uvig_40061	41579	46.83614324538829	Caudovirales	Medium-quality	Tidjanibacter massiliensis	virulent	cluster_146628	subcluster_184892
uvig_40063	39159	40.02145100743124	Caudovirales	High-quality	Ruminococcus bromii	temperate	cluster_212016	subcluster_266695
uvig_40066	38283	58.64482929759946	Caudovirales	High-quality	Faecalibacterium prausnitzii	temperate	cluster_82969	subcluster_104182
uvig_40073	30934	41.1618284088705	Caudovirales	High-quality	Roseburia inulinivorans	virulent	cluster_189676	subcluster_239133
uvig_40074	30004	41.797760298626855	Caudovirales	Low-quality	Parabacteroides merdae	virulent	cluster_218919	subcluster_275864
uvig_40076	28686	45.25552534337308	Caudovirales	Medium-quality	Bacteroides vulgatus	temperate	cluster_105110	subcluster_132532
uvig_40081	24140	36.1681855840928	Caudovirales	High-quality	Lactobacillus fermentum	virulent	cluster_197208	subcluster_248610
uvig_40082	23211	55.44784800310197	Caudovirales	Medium-quality	Faecalibacterium prausnitzii	virulent	cluster_132508	subcluster_166733
uvig_40083	23125	60.86486486486486	Caudovirales	Medium-quality	Bifidobacterium adolescentis B;Bifidobacterium pseudocatenulatum;NA	virulent	cluster_51526	subcluster_64893
uvig_40084	23086	40.54838430217448	Caudovirales	Low-quality	Ruminococcus bicirculans	virulent	cluster_80819	subcluster_101544
uvig_40088	21973	46.62995494470486	Caudovirales	Low-quality	Flavonifractor plautii	virulent	cluster_160874	subcluster_202458
uvig_40089	21365	44.44184413760824	Caudovirales	Low-quality	Ruthenibacterium lactatiformans	virulent	cluster_260185	subcluster_326490
uvig_40093	19517	58.86662909258595	Caudovirales	Low-quality	Clostridioides difficile	virulent	cluster_271434	subcluster_340719
uvig_40095	19399	28.86746739522656		Low-quality	Bacteroides vulgatus	virulent	cluster_253821	subcluster_318805
uvig_40100	17392	38.28196872125115	Caudovirales	Low-quality	Bacteroides ovatus	virulent	cluster_178773	subcluster_225672
uvig_40101	17241	34.71956383040427		High-quality	Coprococcus catus	virulent	cluster_64189	subcluster_80941
uvig_40108	14773	39.95126243823191	Caudovirales	Low-quality	Roseburia intestinalis	virulent	cluster_241792	subcluster_304019
uvig_40110	13690	39.53981008035063	Caudovirales	Low-quality	Parabacteroides merdae	virulent	cluster_264019	subcluster_331261
uvig_40111	13540	63.87001477104874	Caudovirales	Low-quality	Faecalibacterium prausnitzii	temperate	cluster_173077	subcluster_218576
uvig_40113	13295	50.76344490409929		Complete	Clostridioides difficile	virulent	cluster_264392	subcluster_331733
uvig_40114	12806	37.763548336717164	Caudovirales	Low-quality	Parabacteroides merdae	virulent	cluster_98553	subcluster_124180
uvig_40118	11930	44.895222129086335	Caudovirales	Low-quality	Enterobacter cloacae	virulent	cluster_19205	subcluster_24121
uvig_40121	10432	61.512653374233125	Caudovirales	Low-quality	Faecalibacterium prausnitzii	virulent	cluster_129727	subcluster_163293
uvig_40123	10081	37.36732467017161	Caudovirales	Low-quality	Parabacteroides distasonis	virulent	cluster_74153	subcluster_93498
uvig_40171	43867	46.114391228030186	Caudovirales	Complete	Odoribacter splanchnicus;Bacteroides fragilis;Bacteroides uniformis;Bacteroides B massiliensis	virulent	cluster_197965	subcluster_249542
uvig_40172	47940	46.3183145598665	Caudovirales	High-quality	Eubacterium ramulus	temperate	cluster_112121	subcluster_141373
uvig_40192	11512	41.18311327310632	Caudovirales	Low-quality	Parabacteroides distasonis	virulent	cluster_12011	subcluster_15001
uvig_40196	35020	42.68989149057681	Caudovirales	Medium-quality	Clostridium phoceensis	virulent	cluster_90647	subcluster_114233
uvig_40198	65828	33.86856656741812	Caudovirales	Low-quality	Prevotella copri	virulent	cluster_32929	subcluster_41356
uvig_40201	10257	49.84888368918787	Caudovirales	Low-quality	Ruminococcus bromii	virulent	cluster_270507	subcluster_339443
uvig_40217	77381	39.81597549786123	Caudovirales	High-quality	Bacteroides intestinalis	temperate	cluster_118867	subcluster_149788
uvig_40218	51233	28.46993148946968	Caudovirales	High-quality	Clostridium paraputrificum	temperate	cluster_12614	subcluster_15761
uvig_40219	48249	27.25859603307841		Low-quality	Bacteroides vulgatus	virulent	cluster_69331	subcluster_87579
uvig_40222	40793	43.42656828377417	Caudovirales	Medium-quality	Roseburia inulinivorans;Agathobacter faecis;Roseburia intestinalis	virulent	cluster_17817	subcluster_22399
uvig_40223	37380	48.11931514178705	Caudovirales	Medium-quality	Faecalibacterium prausnitzii	virulent	cluster_44020	subcluster_55240
uvig_40224	35510	41.61362996339059	Caudovirales	High-quality	Coprococcus B comes;Blautia hansenii	virulent	cluster_22392	subcluster_28071
uvig_40225	28356	27.831852165326566	Caudovirales	Medium-quality	Bacteroides vulgatus	temperate	cluster_78979	subcluster_99343
uvig_40227	18050	27.313019390581715	Caudovirales	Low-quality	Clostridioides difficile	temperate	cluster_171706	subcluster_216830
uvig_40234	10384	47.014637904468415	Caudovirales	Low-quality	Ruminococcaceae bacterium	temperate	cluster_187665	subcluster_236688
uvig_40265	15082	43.68120938867524		Not-determined	Bacteroides vulgatus	virulent	cluster_123602	subcluster_155699
uvig_40272	89852	30.6626452388372		High-quality	Prevotella copri	virulent	cluster_54942	subcluster_69236
uvig_40274	15174	34.143930407275604	Caudovirales	Low-quality	Parabacteroides merdae	virulent	cluster_152004	subcluster_191391
uvig_40287	15950	51.68025078369906	Caudovirales	Low-quality	Alistipes shahii	temperate	cluster_162173	subcluster_204108
uvig_40296	68027	50.77542740382495	Caudovirales	High-quality	Lawsonia intracellularis	virulent	cluster_146629	subcluster_184894
uvig_40301	26840	53.37183308494784	Caudovirales	Low-quality	Klebsiella pneumoniae	temperate	cluster_38848	subcluster_48893
uvig_40302	23102	48.77066920612934	Caudovirales	Low-quality	Tidjanibacter massiliensis	virulent	cluster_218920	subcluster_275865
uvig_40306	27206	37.51745938395942	Caudovirales	Medium-quality	Roseburia inulinivorans	temperate	cluster_105111	subcluster_132533
uvig_40308	13695	40.01460387002555	Caudovirales	Low-quality	Ruminococcus B faecis;Agathobacter rectalis;Ruminococcus B lactaris	virulent	cluster_23366	subcluster_29295
uvig_40311	85916	48.30066576656269	Caudovirales	High-quality	Eubacterium ventriosum	temperate	cluster_272093	subcluster_341734
uvig_40313	46185	51.05770271733247	Caudovirales	High-quality	Flavonifractor plautii	temperate	cluster_135333	subcluster_170239
uvig_40314	28863	39.56969130028064	Caudovirales	Low-quality	Bacteroides plebeius	virulent	cluster_80820	subcluster_101545
uvig_40318	17180	37.60186263096624	Caudovirales	Low-quality	Lawsonia intracellularis	virulent	cluster_160875	subcluster_202459
uvig_40320	16463	36.31172933244245	Caudovirales	Low-quality	Bacteroides xylanisolvens	virulent	cluster_260186	subcluster_326491
uvig_40321	15912	40.7176973353444	Caudovirales	Low-quality	NA;Roseburia inulinivorans;Roseburia intestinalis	virulent	cluster_271435	subcluster_340720
uvig_40322	14332	40.88054702763048	Caudovirales	Low-quality	Bacteroides plebeius	virulent	cluster_253822	subcluster_318806
uvig_40327	11406	42.21462388216728	Caudovirales	Low-quality	NA;GCA 000431375.1	virulent	cluster_178774	subcluster_225673
uvig_40330	10782	54.81357818586533	Caudovirales	Low-quality	Faecalibacterium prausnitzii	virulent	cluster_241793	subcluster_304020
uvig_40340	37454	37.83841512255033	Caudovirales	Complete	Holdemanella biformis	virulent	cluster_51132	subcluster_64399
uvig_40341	81164	29.851904785372824	Caudovirales	Low-quality	Prevotella copri	virulent	cluster_264020	subcluster_331262
uvig_40342	69500	43.2589928057554	Caudovirales	High-quality	Bacteroides coprophilus	virulent	cluster_29507	subcluster_37088
uvig_40346	51202	45.70524588883247	Caudovirales	High-quality	Roseburia inulinivorans;Agathobacter rectalis;Fusicatenibacter saccharivorans;Coprococcus A catus;Coprococcus eutactus A;NA;GCF 000154245.1;GCA 000434655.1;UBA9502;Dorea longicatena B;Lachnospira eligens;Coprococcus sp1	virulent	cluster_268326	subcluster_336812
uvig_40348	42779	48.21992098927044	Caudovirales	High-quality	Acidaminococcus intestini	temperate	cluster_68022	subcluster_85637
uvig_40349	41685	41.63368118028068	Caudovirales	High-quality	Ruminococcus bromii	temperate	cluster_272826	subcluster_342739
uvig_40352	34899	43.840797730594	Caudovirales	Medium-quality	Bacteroides plebeius	virulent	cluster_179937	subcluster_227140
uvig_40354	32143	56.45086021839902	Caudovirales	High-quality	Faecalibacterium prausnitzii	virulent	cluster_156985	subcluster_197529
uvig_40355	30833	54.8178899231343	Caudovirales	Medium-quality	Faecalibacterium prausnitzii	virulent	cluster_19206	subcluster_24122
uvig_40362	17789	38.34954185170611	Caudovirales	Low-quality	UBA10785	virulent	cluster_129728	subcluster_163295
uvig_40372	12372	44.42289039767216		Low-quality	GCA 000436935.1;Ruminococcus B faecis;GCA 900066745.1;Roseburia intestinalis	temperate	cluster_74154	subcluster_93499
uvig_40373	12273	54.54249164833374	Caudovirales	Low-quality	Bacteroides thetaiotaomicron	temperate	cluster_112122	subcluster_141374
uvig_40375	11395	52.12812637121544	Caudovirales	Low-quality	Faecalibacterium prausnitzii	temperate	cluster_12012	subcluster_15002
uvig_40405	17856	54.72670250896058	Caudovirales	Medium-quality	Faecalibacterium prausnitzii	virulent	cluster_32930	subcluster_41357
uvig_40421	35918	38.37073333704549	Caudovirales	Low-quality	Acinetobacter calcoaceticus	virulent	cluster_270508	subcluster_339444
uvig_40435	22748	53.11675751714437	Caudovirales	Low-quality	Prevotella stercorea	virulent	cluster_69332	subcluster_87580
uvig_40436	57504	55.61700055648304	Caudovirales	Medium-quality	Bifidobacterium pseudocatenulatum;Bifidobacterium adolescentis B	virulent	cluster_220048	subcluster_277267
uvig_40437	59997	45.325599613314	Caudovirales	Medium-quality	Parabacteroides merdae	virulent	cluster_271417	subcluster_340701
uvig_40438	28197	38.9935099478668	Caudovirales	Low-quality	Eubacterium F sp1;Agathobacter faecis	temperate	cluster_78980	subcluster_99344
uvig_40439	82878	32.422355751827986	Caudovirales	Medium-quality	Lachnospira eligens	virulent	cluster_171707	subcluster_216831
uvig_40441	57537	43.68319516137442	Caudovirales	High-quality	Parabacteroides distasonis	virulent	cluster_90431	subcluster_113991
uvig_40443	87980	35.55239827233462	Caudovirales	Medium-quality	Bacteroides intestinalis	virulent	cluster_187666	subcluster_236689
uvig_40444	79931	33.11606260399594	Caudovirales	Medium-quality	Bacteroides xylanisolvens	virulent	cluster_78777	subcluster_99085
uvig_40445	76321	28.67755925629905		Medium-quality	Bacteroides vulgatus	virulent	cluster_214427	subcluster_270071
uvig_40448	49745	51.07246959493417	Caudovirales	High-quality	Flavonifractor plautii	virulent	cluster_128897	subcluster_162251
uvig_40450	22541	37.38964553480324	Caudovirales	Medium-quality	Anaerostipes hadrus	virulent	cluster_152005	subcluster_191392
uvig_40452	15107	32.34262262527305		Low-quality	Bacteroides xylanisolvens	virulent	cluster_162174	subcluster_204109
uvig_40472	59724	48.91500904159132	Caudovirales	Complete	Faecalibacterium prausnitzii	temperate	cluster_151141	subcluster_190402
uvig_40474	85220	46.06899788781976	Caudovirales	High-quality	Ruminococcus lactaris	temperate	cluster_38849	subcluster_48894
uvig_40476	66767	54.673716057333706	Caudovirales	Medium-quality	Blautia massiliensis	temperate	cluster_32810	subcluster_41182
uvig_40478	56100	51.09625668449198	Caudovirales	Medium-quality	Faecalibacterium prausnitzii	temperate	cluster_218921	subcluster_275866
uvig_40479	53744	45.78929740994344	Caudovirales	Medium-quality	GCA 000434655.1	temperate	cluster_105112	subcluster_132534
uvig_40480	49058	58.34930082759183	Caudovirales	High-quality	Clostridium phoceensis	temperate	cluster_51830	subcluster_65264
uvig_40481	45835	38.73240973055525	Caudovirales	Low-quality	Bacteroides uniformis	virulent	cluster_272094	subcluster_341735
uvig_40483	38954	49.80489808492067	Caudovirales	High-quality	Prevotella copri	virulent	cluster_80821	subcluster_101547
uvig_40487	35855	45.07878956909776	Caudovirales	Medium-quality	Bacteroides B vulgatus;Bacteroides B dorei	virulent	cluster_40191	subcluster_50444
uvig_40490	33519	38.7601062084191	Caudovirales	Low-quality	Agathobacter faecis	virulent	cluster_94493	subcluster_119011
uvig_40491	32530	56.470949892407006	Caudovirales	High-quality	Bifidobacterium pseudocatenulatum	virulent	cluster_160876	subcluster_202460
uvig_40494	26677	47.085504367057766	Caudovirales	Low-quality	Fusicatenibacter saccharivorans	virulent	cluster_260187	subcluster_326492
