contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
UHGV-1380233	137054	No	NA	212	191	0	High-quality	High-quality	97.72	AAI-based (high-confidence)	0.0	1.0	
UHGV-0082537	65413	No	NA	101	29	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0324305	5015	No	NA	7	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0030377	52840	No	NA	91	25	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
UHGV-0030462	37102	No	NA	62	27	0	High-quality	High-quality	92.08	AAI-based (medium-confidence)	0.0	1.0	
UHGV-1506732	50078	No	NA	77	32	2	Medium-quality	Genome-fragment	79.98	AAI-based (medium-confidence)	0.0	1.0	
UHGV-1375512	44685	No	NA	63	20	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0203305	29868	No	NA	50	14	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1372201	6104	No	NA	10	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1372217	36308	No	NA	43	11	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0342506	45496	No	NA	71	15	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1372976	5497	No	NA	8	4	0	High-quality	High-quality	96.09	AAI-based (high-confidence)	0.0	1.0	
UHGV-0231863	44709	No	NA	70	59	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0179730	39865	No	NA	64	10	1	High-quality	High-quality	97.29	AAI-based (high-confidence)	0.0	1.0	
UHGV-1525605	89099	No	NA	130	13	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1483107	36675	No	NA	63	10	2	High-quality	High-quality	97.74	AAI-based (high-confidence)	0.0	1.0	
UHGV-0205141	41268	No	NA	62	19	0	Medium-quality	Genome-fragment	74.65	AAI-based (high-confidence)	0.0	1.0	
UHGV-0072006	41641	No	NA	74	31	0	High-quality	High-quality	90.65	AAI-based (high-confidence)	0.0	1.0	
UHGV-0470520	5889	No	NA	5	3	0	High-quality	High-quality	91.86	AAI-based (high-confidence)	0.0	1.0	
UHGV-0201838	31674	No	NA	39	29	1	High-quality	High-quality	97.49	AAI-based (high-confidence)	0.0	1.0	
UHGV-0053996	47360	No	NA	76	47	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1421434	34201	No	NA	57	21	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0016945	13397	No	NA	13	4	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0516284	47959	No	NA	92	30	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
UHGV-0205556	6554	No	NA	8	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0205525	6453	No	NA	8	3	0	High-quality	High-quality	99.21	AAI-based (high-confidence)	0.0	1.0	
UHGV-0205537	32652	No	NA	50	12	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0205499	6211	No	NA	8	3	0	High-quality	High-quality	97.24	AAI-based (high-confidence)	0.0	1.0	
UHGV-0205500	6655	No	NA	8	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0205469	46963	No	NA	74	14	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0205472	40241	No	NA	58	12	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0205467	6236	No	NA	7	3	0	High-quality	High-quality	97.57	AAI-based (high-confidence)	0.0	1.0	
UHGV-0205468	40582	No	NA	61	20	1	High-quality	High-quality	96.6	AAI-based (high-confidence)	0.0	1.0	
UHGV-0208951	5909	No	NA	6	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0208950	32380	No	NA	53	21	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0208925	43644	No	NA	74	17	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0208924	110904	No	NA	164	25	5	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0208946	40366	No	NA	60	20	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0208885	107070	No	NA	145	26	5	High-quality	High-quality	93.17	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0208871	9402	No	NA	17	0	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
UHGV-0208912	5384	No	NA	6	3	0	High-quality	High-quality	99.32	AAI-based (high-confidence)	0.0	1.0	
UHGV-0208911	31485	No	NA	49	18	1	High-quality	High-quality	90.76	AAI-based (medium-confidence)	0.0	1.0	
UHGV-1496767	43666	No	NA	77	23	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-2028505	6547	No	NA	7	3	0	High-quality	High-quality	95.94	AAI-based (high-confidence)	0.0	1.0	
UHGV-0003910	38139	No	NA	59	23	1	High-quality	High-quality	98.92	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0155866	44665	No	NA	70	18	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.01	
UHGV-0890786	32484	No	NA	42	12	0	High-quality	High-quality	90.6	AAI-based (high-confidence)	0.0	1.0	
UHGV-0116150	42845	No	NA	55	12	1	High-quality	High-quality	99.22	AAI-based (high-confidence)	0.0	1.0	
UHGV-1342430	42082	No	NA	68	18	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
UHGV-0116157	13334	No	NA	13	5	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0121025	33149	No	NA	47	24	0	High-quality	High-quality	94.35	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0018526	116389	No	NA	122	23	3	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	low-confidence DTR
UHGV-0121029	38068	No	NA	51	22	1	High-quality	High-quality	99.27	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0121028	39383	No	NA	53	6	0	High-quality	High-quality	95.19	AAI-based (high-confidence)	0.0	1.0	
UHGV-0008001	59382	No	NA	92	12	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0062046	41487	No	NA	65	13	2	High-quality	High-quality	95.82	AAI-based (high-confidence)	0.0	1.0	
UHGV-0128307	37908	No	NA	54	17	2	High-quality	High-quality	94.88	AAI-based (high-confidence)	0.0	1.0	
UHGV-1382716	14090	No	NA	17	5	0	Complete	High-quality	100.0	ITR (high-confidence)	0.0	1.02	
UHGV-0177500	40371	No	NA	50	6	3	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0262310	58266	No	NA	104	17	0	High-quality	High-quality	98.78	AAI-based (high-confidence)	0.0	1.0	
UHGV-0101926	11765	No	NA	15	5	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.01	
UHGV-0477506	5996	No	NA	7	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0154500	34471	No	NA	45	31	0	High-quality	High-quality	97.99	AAI-based (high-confidence)	0.0	1.0	
UHGV-1415685	53051	No	NA	54	8	2	High-quality	High-quality	99.1	AAI-based (high-confidence)	0.0	1.0	
UHGV-1491854	14786	No	NA	18	7	0	High-quality	High-quality	93.45	AAI-based (high-confidence)	0.0	1.0	
UHGV-2089277	38888	No	NA	56	18	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0842984	6757	No	NA	8	3	0	High-quality	High-quality	99.02	AAI-based (high-confidence)	0.0	1.0	
UHGV-0312078	53758	No	NA	85	23	2	High-quality	High-quality	98.27	AAI-based (high-confidence)	0.0	1.0	
UHGV-0312038	63686	No	NA	79	12	1	High-quality	High-quality	99.5	AAI-based (high-confidence)	0.0	1.0	
UHGV-0177479	67631	No	NA	90	11	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0180566	62246	No	NA	91	16	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0203859	36390	No	NA	56	20	1	High-quality	High-quality	92.61	AAI-based (high-confidence)	0.0	1.0	
UHGV-1451372	13901	No	NA	18	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0219598	64967	No	NA	97	18	1	High-quality	High-quality	94.23	AAI-based (high-confidence)	0.0	1.0	
UHGV-0219516	39311	No	NA	55	14	1	Medium-quality	Genome-fragment	89.73	AAI-based (high-confidence)	0.0	1.0	
UHGV-0219495	58642	No	NA	93	24	2	High-quality	High-quality	97.21	AAI-based (high-confidence)	0.0	1.0	
UHGV-0124390	41440	No	NA	63	21	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0124392	36169	No	NA	60	23	0	High-quality	High-quality	95.63	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0224570	15701	No	NA	21	6	0	High-quality	High-quality	93.99	AAI-based (medium-confidence)	0.0	1.0	
UHGV-1494575	5788	No	NA	9	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0125657	43819	No	NA	65	40	0	High-quality	High-quality	97.77	AAI-based (high-confidence)	0.0	1.0	
UHGV-0211897	37843	No	NA	49	8	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0149444	36444	No	NA	58	13	1	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.03	
UHGV-0037285	45853	No	NA	81	20	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0219330	5254	No	NA	8	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0032379	181389	No	NA	167	29	3	Medium-quality	Genome-fragment	75.07	AAI-based (medium-confidence)	0.0	1.0	
UHGV-1861292	5568	No	NA	8	4	0	High-quality	High-quality	96.96	AAI-based (high-confidence)	0.0	1.0	
UHGV-1380569	39598	No	NA	64	26	1	High-quality	High-quality	98.5	AAI-based (high-confidence)	0.0	1.0	
UHGV-1442317	5952	No	NA	10	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
UHGV-1430983	40172	No	NA	65	19	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
UHGV-1430981	40222	No	NA	48	27	0	High-quality	High-quality	93.73	AAI-based (high-confidence)	0.0	1.0	
UHGV-1436120	53953	No	NA	74	26	0	Medium-quality	Genome-fragment	89.91	AAI-based (high-confidence)	0.0	1.0	
UHGV-1436126	53956	No	NA	80	15	1	High-quality	High-quality	93.4	AAI-based (high-confidence)	0.0	1.0	
UHGV-0047016	33869	No	NA	53	20	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0138314	48286	No	NA	72	46	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0205139	17397	No	NA	20	7	0	High-quality	High-quality	96.84	AAI-based (high-confidence)	0.0	1.0	
UHGV-0141726	56417	No	NA	78	11	4	Medium-quality	Genome-fragment	89.86	AAI-based (high-confidence)	0.0	1.0	
UHGV-0205025	39151	No	NA	56	41	0	High-quality	High-quality	98.66	AAI-based (high-confidence)	0.0	1.0	
UHGV-0008311	42819	No	NA	68	29	1	Medium-quality	Genome-fragment	86.19	AAI-based (medium-confidence)	0.0	1.0	
UHGV-1356783	41455	No	NA	59	9	0	High-quality	High-quality	98.89	AAI-based (high-confidence)	0.0	1.0	
UHGV-0006970	37191	No	NA	57	20	0	High-quality	High-quality	95.46	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0164731	40982	No	NA	63	16	2	Medium-quality	Genome-fragment	76.97	AAI-based (high-confidence)	0.0	1.0	
UHGV-0006991	37638	No	NA	58	17	1	High-quality	High-quality	97.4	AAI-based (high-confidence)	0.0	1.01	
UHGV-0034438	42980	No	NA	61	12	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0080024	63085	No	NA	71	30	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0054919	59025	No	NA	78	14	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0054912	38777	No	NA	76	14	1	High-quality	High-quality	97.53	AAI-based (high-confidence)	0.0	1.0	
UHGV-0176988	44421	No	NA	53	20	1	High-quality	High-quality	99.05	AAI-based (high-confidence)	0.0	1.0	
UHGV-1371954	45625	No	NA	71	12	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1376051	58340	No	NA	98	16	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1357302	42329	No	NA	62	35	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0858030	4902	No	NA	7	4	0	High-quality	High-quality	96.91	AAI-based (high-confidence)	0.0	1.0	
UHGV-0008086	46034	No	NA	66	14	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1357446	54478	No	NA	59	8	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0234017	5765	No	NA	6	3	0	High-quality	High-quality	99.35	AAI-based (high-confidence)	0.0	1.0	
UHGV-0145541	37526	No	NA	54	16	0	High-quality	High-quality	99.19	AAI-based (high-confidence)	0.0	1.0	
UHGV-0085984	32213	No	NA	47	28	0	High-quality	High-quality	96.75	AAI-based (high-confidence)	0.0	1.0	
UHGV-1292205	46911	No	NA	61	27	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-1343826	89317	No	NA	83	7	1	High-quality	High-quality	94.68	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0323354	44096	No	NA	72	56	0	High-quality	High-quality	99.25	AAI-based (high-confidence)	0.0	1.0	
UHGV-2111265	37541	No	NA	55	23	0	High-quality	High-quality	99.42	AAI-based (high-confidence)	0.0	1.0	
UHGV-2085275	31523	No	NA	40	3	0	High-quality	High-quality	95.06	AAI-based (medium-confidence)	0.0	1.0	
UHGV-1343827	92711	No	NA	141	26	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0139802	12451	No	NA	17	4	0	High-quality	High-quality	91.58	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0203268	41256	No	NA	60	29	2	High-quality	High-quality	98.12	AAI-based (medium-confidence)	0.0	1.0	
UHGV-1519489	40040	No	NA	57	17	0	Medium-quality	Genome-fragment	84.21	AAI-based (medium-confidence)	0.0	1.0	
UHGV-1398744	32691	No	NA	60	21	0	High-quality	High-quality	99.43	AAI-based (high-confidence)	0.0	1.0	
UHGV-0203303	43175	No	NA	69	28	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0135268	38337	No	NA	53	37	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0134856	35674	No	NA	46	22	0	Medium-quality	Genome-fragment	82.14	AAI-based (high-confidence)	0.0	1.0	
UHGV-0389305	38852	No	NA	57	18	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0391900	17101	No	NA	27	7	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0135061	42724	No	NA	64	14	1	High-quality	High-quality	94.46	AAI-based (high-confidence)	0.0	1.0	
UHGV-0134783	29685	No	NA	45	40	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0024008	46801	No	NA	78	17	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0033804	33826	No	NA	61	17	0	High-quality	High-quality	98.18	AAI-based (high-confidence)	0.0	1.01	
UHGV-0084314	49929	No	NA	74	12	3	High-quality	High-quality	94.9	AAI-based (medium-confidence)	0.0	1.01	
UHGV-1327376	79575	No	NA	133	15	7	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
UHGV-0054153	32820	No	NA	48	14	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0009969	69017	No	NA	63	5	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1364128	12991	No	NA	20	4	0	Complete	High-quality	100.0	ITR (high-confidence)	0.0	1.0	
UHGV-0339766	45351	No	NA	73	23	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0084310	42484	No	NA	79	16	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1502786	32371	No	NA	37	6	0	High-quality	High-quality	94.71	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0008528	33378	No	NA	50	18	0	High-quality	High-quality	94.96	AAI-based (high-confidence)	0.0	1.0	
UHGV-2044769	35780	No	NA	66	23	0	High-quality	High-quality	94.97	AAI-based (high-confidence)	0.0	1.01	
UHGV-1868032	39728	No	NA	71	22	0	High-quality	High-quality	94.94	AAI-based (high-confidence)	0.0	1.0	
UHGV-1437177	5402	No	NA	8	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
UHGV-1437176	5401	No	NA	8	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1437174	5415	No	NA	8	5	0	High-quality	High-quality	97.12	AAI-based (high-confidence)	0.0	1.0	
UHGV-0263365	5291	No	NA	5	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1868030	39837	No	NA	74	17	1	High-quality	High-quality	94.34	AAI-based (high-confidence)	0.0	1.0	
UHGV-1469800	41497	No	NA	81	12	1	High-quality	High-quality	93.66	AAI-based (high-confidence)	0.0	1.0	
UHGV-1344610	5413	No	NA	8	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
UHGV-1493730	13855	No	NA	17	4	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0126299	37164	No	NA	53	20	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1336106	44234	No	NA	71	29	2	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0012541	41322	No	NA	64	27	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0130721	45176	No	NA	58	26	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0012641	17534	No	NA	25	8	0	High-quality	High-quality	90.92	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0124358	35042	No	NA	53	17	1	High-quality	High-quality	96.07	AAI-based (high-confidence)	0.0	1.0	
UHGV-0119495	36603	No	NA	52	22	1	High-quality	High-quality	97.78	AAI-based (high-confidence)	0.0	1.0	
UHGV-1342111	40717	No	NA	56	25	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0013032	36546	No	NA	49	22	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0139787	43400	No	NA	62	16	2	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0085702	37555	No	NA	53	17	0	High-quality	High-quality	96.41	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0028445	39207	No	NA	62	15	1	High-quality	High-quality	92.97	AAI-based (high-confidence)	0.0	1.0	
UHGV-0036020	48137	No	NA	58	19	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-1401286	37843	No	NA	56	8	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0202899	39170	No	NA	48	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0052154	137716	No	NA	167	41	2	High-quality	High-quality	97.8	AAI-based (high-confidence)	0.0	1.0	
UHGV-2093953	54675	No	NA	58	21	3	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0066646	47066	No	NA	59	25	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1501625	56668	No	NA	104	30	4	High-quality	High-quality	90.15	AAI-based (high-confidence)	0.0	1.0	
UHGV-1441103	32323	No	NA	47	17	1	High-quality	High-quality	90.61	AAI-based (high-confidence)	0.0	1.0	
UHGV-1432080	40196	No	NA	52	25	1	High-quality	High-quality	99.15	AAI-based (high-confidence)	0.0	1.0	
UHGV-1543713	46406	No	NA	57	6	2	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0157633	25329	No	NA	40	15	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1493399	42679	No	NA	69	23	0	High-quality	High-quality	95.68	AAI-based (high-confidence)	0.0	1.0	
UHGV-0191070	43951	No	NA	68	15	2	High-quality	High-quality	91.06	AAI-based (high-confidence)	0.0	1.0	
UHGV-0182991	32099	No	NA	43	14	1	High-quality	High-quality	95.42	AAI-based (high-confidence)	0.0	1.0	
UHGV-0011267	207116	No	NA	302	42	5	High-quality	High-quality	96.15	AAI-based (high-confidence)	0.0	1.0	
UHGV-1393830	59452	No	NA	95	36	0	High-quality	High-quality	98.11	AAI-based (high-confidence)	0.0	1.0	
UHGV-0027408	101963	No	NA	118	5	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0027404	69136	No	NA	100	17	2	High-quality	High-quality	97.37	AAI-based (high-confidence)	0.0	1.0	
UHGV-2137724	31247	No	NA	49	15	0	High-quality	High-quality	90.68	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0838501	3357	No	NA	4	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1518384	46680	No	NA	69	19	0	High-quality	High-quality	99.35	AAI-based (medium-confidence)	0.0	1.0	
UHGV-1425368	215886	No	NA	340	44	8	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1427546	32932	No	NA	54	10	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1526147	55711	No	NA	85	22	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0318488	45474	No	NA	64	40	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0314875	5911	No	NA	7	2	0	High-quality	High-quality	98.88	AAI-based (high-confidence)	0.0	1.0	
UHGV-1365562	12739	No	NA	17	4	0	Complete	High-quality	100.0	ITR (high-confidence)	0.0	1.01	
UHGV-0021705	27030	No	NA	42	10	0	High-quality	High-quality	94.22	AAI-based (high-confidence)	0.0	1.0	
UHGV-0331195	11597	No	NA	16	6	0	High-quality	High-quality	98.53	AAI-based (high-confidence)	0.0	1.0	
UHGV-1362187	120448	No	NA	169	27	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0032232	44770	No	NA	52	15	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0319544	45851	No	NA	75	20	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1441914	53685	No	NA	90	17	0	High-quality	High-quality	90.93	AAI-based (high-confidence)	0.0	1.0	
UHGV-0257745	80523	No	NA	120	17	4	High-quality	High-quality	96.88	AAI-based (high-confidence)	0.0	1.0	
UHGV-0166122	32485	No	NA	42	7	0	High-quality	High-quality	97.7	AAI-based (high-confidence)	0.0	1.0	
UHGV-0136587	11531	No	NA	15	5	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.01	
UHGV-1339533	6243	No	NA	8	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0477437	5135	No	NA	7	6	0	High-quality	High-quality	94.21	AAI-based (high-confidence)	0.0	1.0	
UHGV-0477257	5865	No	NA	5	3	0	High-quality	High-quality	96.56	AAI-based (high-confidence)	0.0	1.0	
UHGV-1346131	5424	No	NA	10	0	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
UHGV-0477251	6343	No	NA	8	3	0	High-quality	High-quality	99.17	AAI-based (high-confidence)	0.0	1.0	
UHGV-0477205	6537	No	NA	8	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1348545	5215	No	NA	9	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0476743	5060	No	NA	8	7	0	High-quality	High-quality	98.76	AAI-based (high-confidence)	0.0	1.0	
UHGV-0476468	6244	No	NA	6	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0476021	6066	No	NA	7	3	0	High-quality	High-quality	93.22	AAI-based (high-confidence)	0.0	1.0	
UHGV-1457230	94468	No	NA	140	18	2	High-quality	High-quality	99.77	AAI-based (high-confidence)	0.0	1.0	
UHGV-0103041	98881	No	NA	108	26	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0319961	4882	No	NA	9	6	0	High-quality	High-quality	99.37	AAI-based (high-confidence)	0.0	1.0	
UHGV-0320088	43116	No	NA	77	20	0	High-quality	High-quality	96.08	AAI-based (high-confidence)	0.0	1.0	
UHGV-1305148	35182	No	NA	47	14	0	High-quality	High-quality	98.3	AAI-based (medium-confidence)	0.0	1.0	
UHGV-0319951	6361	No	NA	9	3	0	High-quality	High-quality	99.56	AAI-based (high-confidence)	0.0	1.0	
UHGV-2018266	35624	No	NA	58	18	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1358663	15790	No	NA	19	6	0	Complete	High-quality	100.0	ITR (high-confidence)	0.0	1.02	
UHGV-0075998	41733	No	NA	61	25	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0319516	6646	No	NA	10	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-0319119	5524	No	NA	8	3	0	High-quality	High-quality	99.92	AAI-based (high-confidence)	0.0	1.0	
UHGV-0319189	5527	No	NA	7	2	0	High-quality	High-quality	99.97	AAI-based (high-confidence)	0.0	1.0	
UHGV-0383946	45516	No	NA	73	21	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1364853	282878	No	NA	335	35	7	High-quality	High-quality	99.42	AAI-based (high-confidence)	0.0	1.01	
UHGV-1364848	34737	No	NA	59	14	0	High-quality	High-quality	99.62	AAI-based (high-confidence)	0.0	1.0	
UHGV-1364850	34674	No	NA	66	15	0	High-quality	High-quality	99.13	AAI-based (medium-confidence)	0.0	1.0	
UHGV-1364846	34735	No	NA	58	12	0	High-quality	High-quality	99.61	AAI-based (high-confidence)	0.0	1.0	
UHGV-1364847	34651	No	NA	56	20	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1364833	55147	No	NA	95	19	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1364834	40578	No	NA	48	46	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
UHGV-1364855	289837	No	NA	264	34	6	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
