contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
OQ828463	65283	No	NA	90	83	0	High-quality	High-quality	98.83	AAI-based (high-confidence)	0.0	1.0	
OQ828462	44398	No	NA	83	45	0	High-quality	High-quality	98.76	AAI-based (high-confidence)	0.0	1.0	
OR513095	113775	No	NA	164	134	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR513094	39849	No	NA	49	45	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR513093	39849	No	NA	49	45	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR498733	39831	No	NA	50	46	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR498732	60202	No	NA	87	59	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR498731	39848	No	NA	49	45	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR485019	39833	No	NA	49	45	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR485018	111769	No	NA	157	129	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR485017	39912	No	NA	48	45	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR290783	39966	No	NA	49	45	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR290782	39857	No	NA	49	45	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR290781	39849	No	NA	50	45	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR786374	37851	No	NA	53	19	0	High-quality	High-quality	95.39	AAI-based (medium-confidence)	0.0	1.0	
OR786373	39025	No	NA	50	19	0	High-quality	High-quality	98.35	AAI-based (high-confidence)	0.0	1.0	
OR786095	39989	No	NA	49	46	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR786094	49190	No	NA	82	68	0	High-quality	High-quality	97.57	AAI-based (high-confidence)	0.0	1.0	
OR668231	56771	No	NA	87	47	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR668230	55793	No	NA	82	42	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR668229	54946	No	NA	82	44	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR791114	57699	No	NA	59	21	0	High-quality	High-quality	92.95	AAI-based (medium-confidence)	0.0	1.0	
OR762784	34637	No	NA	42	22	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR820920	37161	No	NA	49	27	1	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
OR645408	37356	No	NA	44	43	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
OR756449	171022	No	NA	270	251	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR726634	42896	No	NA	47	27	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR666137	165027	No	NA	267	239	0	High-quality	High-quality	97.71	AAI-based (high-confidence)	0.0	1.0	
OR500437	93233	No	NA	166	100	0	High-quality	High-quality	97.67	AAI-based (high-confidence)	0.0	1.0	
OR767211	40434	No	NA	65	49	0	High-quality	High-quality	99.23	AAI-based (high-confidence)	0.0	1.01	
OR529409	252190	No	NA	289	102	1	High-quality	High-quality	99.53	AAI-based (high-confidence)	0.0	1.0	
OR529408	109117	No	NA	167	37	2	High-quality	High-quality	99.61	AAI-based (high-confidence)	0.0	1.0	
OR188767	40256	No	NA	63	31	0	High-quality	High-quality	94.34	AAI-based (high-confidence)	0.0	1.0	
OR188766	30552	No	NA	36	21	0	Medium-quality	Genome-fragment	60.46	AAI-based (high-confidence)	0.0	1.0	
OR354876	162087	No	NA	254	227	0	High-quality	High-quality	95.82	AAI-based (high-confidence)	0.0	1.01	
OR354875	166582	No	NA	270	235	0	High-quality	High-quality	98.89	AAI-based (high-confidence)	0.0	1.0	
OR354874	165875	No	NA	261	236	0	High-quality	High-quality	98.11	AAI-based (high-confidence)	0.0	1.0	
OR756193	44198	No	NA	58	48	0	High-quality	High-quality	98.84	AAI-based (high-confidence)	0.0	1.0	
OR495701	140322	No	NA	212	195	0	High-quality	High-quality	99.1	AAI-based (high-confidence)	0.0	1.0	
OR495700	141841	No	NA	217	192	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR495699	142581	No	NA	220	194	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR287812	40386	No	NA	51	47	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
OR639934	43271	No	NA	55	50	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.06	
OR287811	39058	No	NA	50	47	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
OR287810	44575	No	NA	55	48	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
OR287809	44281	No	NA	54	48	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
OR287808	44083	No	NA	55	48	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR287807	42380	No	NA	52	44	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR287806	40593	No	NA	49	47	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR287805	38946	No	NA	49	47	0	High-quality	High-quality	97.91	AAI-based (high-confidence)	0.0	1.0	
OR287804	39235	No	NA	48	44	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
OR508996	58539	No	NA	95	46	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OP374082	46173	No	NA	70	7	5	High-quality	High-quality	99.35	AAI-based (medium-confidence)	0.0	1.0	
OP374081	17198	No	NA	33	1	0	High-quality	High-quality	96.7	AAI-based (high-confidence)	0.0	1.0	
OR122686	41337	No	NA	63	58	0	High-quality	High-quality	96.49	AAI-based (high-confidence)	0.0	1.0	
OR723929	110776	No	NA	172	50	0	High-quality	High-quality	98.8	AAI-based (high-confidence)	0.0	1.0	
OR684907	40222	No	NA	49	47	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR770614	273701	No	NA	289	54	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR780565	167751	No	NA	264	252	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR734989	48971	No	NA	76	40	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR730450	45720	No	NA	82	43	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR689712	43757	No	NA	54	36	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
OQ953987	40108	No	NA	46	42	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
OQ953985	41212	No	NA	50	44	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.02	
OR795024	52614	No	NA	70	32	0	High-quality	High-quality	98.66	AAI-based (high-confidence)	0.0	1.0	
OR662133	76437	No	NA	98	41	0	High-quality	High-quality	99.78	AAI-based (high-confidence)	0.0	1.0	
OR509663	39569	No	NA	55	28	0	High-quality	High-quality	99.9	AAI-based (high-confidence)	0.0	1.0	
OR509662	40059	No	NA	57	25	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR762182	25290	No	NA	54	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
OR725497	114564	No	NA	177	34	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR725496	50877	No	NA	83	82	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR725495	50849	No	NA	82	81	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR725494	50908	No	NA	84	82	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR725493	131347	No	NA	215	118	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.11	
OR725492	115924	No	NA	179	38	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR725491	50965	No	NA	83	82	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR725490	67237	No	NA	92	43	0	High-quality	High-quality	99.14	AAI-based (high-confidence)	0.0	1.0	
OR725489	45754	No	NA	69	42	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR791786	6408	No	NA	7	0	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
OR797478	41189	No	NA	68	49	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR780021	38582	No	NA	65	24	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
LC788711	108459	No	NA	161	136	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
LC788710	111049	No	NA	161	137	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
LC788709	112034	No	NA	160	137	0	High-quality	High-quality	99.02	AAI-based (high-confidence)	0.0	1.0	
LC788708	102235	No	NA	141	117	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
LC788707	104075	No	NA	143	119	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
LC788706	109808	No	NA	152	125	0	High-quality	High-quality	97.18	AAI-based (high-confidence)	0.0	1.0	
LC788705	101950	No	NA	141	117	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
LC788704	140703	No	NA	218	191	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
LC788703	138183	No	NA	184	135	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
OR733708	65888	No	NA	91	85	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR733707	66169	No	NA	94	87	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR733709	65909	No	NA	92	87	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR770645	41242	No	NA	49	43	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR770644	40889	No	NA	49	42	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
OR754315	39909	No	NA	54	30	0	High-quality	High-quality	95.51	AAI-based (high-confidence)	0.0	1.0	
OR754314	36212	No	NA	46	23	0	Medium-quality	Genome-fragment	80.43	AAI-based (high-confidence)	0.0	1.0	
OR754313	36276	No	NA	46	23	0	Medium-quality	Genome-fragment	80.57	AAI-based (high-confidence)	0.0	1.0	
OR725122	156840	No	NA	214	148	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR611155	142271	No	NA	225	198	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR762047	36626	No	NA	55	42	0	Medium-quality	Genome-fragment	89.9	AAI-based (high-confidence)	0.0	1.0	
OR670592	55275	No	NA	69	30	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.09	
MT360680	43925	No	NA	48	42	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
MZ570582	40357	No	NA	57	46	0	High-quality	High-quality	95.34	AAI-based (high-confidence)	0.0	1.0	
OR799564	39758	No	NA	58	42	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OQ921331	42514	No	NA	60	38	0	High-quality	High-quality	97.3	AAI-based (high-confidence)	0.0	1.01	
OR113390	56275	No	NA	83	26	1	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
OR113389	55581	No	NA	81	27	1	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
OR113388	59998	No	NA	85	22	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR660046	40181	No	NA	48	40	0	High-quality	High-quality	97.0	AAI-based (high-confidence)	0.0	1.0	
OP940114	141746	No	NA	189	131	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
OR687155	57462	No	NA	96	3	0	Medium-quality	Genome-fragment	66.47	HMM-based (lower-bound)	0.0	1.0	
OR354859	17427	No	NA	20	17	0	High-quality	High-quality	97.86	AAI-based (high-confidence)	0.0	1.09	
OR354858	18397	No	NA	45	20	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
OR354857	25977	No	NA	35	29	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
OR354856	18246	No	NA	26	20	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
OR354855	17850	No	NA	24	20	0	High-quality	High-quality	98.54	AAI-based (high-confidence)	0.0	1.02	
OR354854	19197	No	NA	24	17	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.05	
OR354853	18262	No	NA	22	16	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR354852	18297	No	NA	20	15	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR354851	18319	No	NA	21	16	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR354850	46187	No	NA	85	45	0	High-quality	High-quality	99.47	AAI-based (high-confidence)	0.0	1.0	
OR354849	44592	No	NA	62	17	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR354848	41438	No	NA	64	51	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR354847	39861	No	NA	56	39	0	High-quality	High-quality	97.25	AAI-based (high-confidence)	0.0	1.0	
OR354846	41915	No	NA	64	44	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR354845	41909	No	NA	67	46	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR354844	41919	No	NA	65	45	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR354843	41909	No	NA	68	48	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR354842	41910	No	NA	66	46	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR354841	41912	No	NA	69	48	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR354840	88353	No	NA	121	55	0	High-quality	High-quality	96.15	AAI-based (medium-confidence)	0.0	1.0	
OR354839	88218	No	NA	143	67	0	High-quality	High-quality	95.99	AAI-based (high-confidence)	0.0	1.0	
OR354838	87821	No	NA	142	70	0	High-quality	High-quality	95.55	AAI-based (high-confidence)	0.0	1.0	
OR354837	88215	No	NA	139	69	0	High-quality	High-quality	95.98	AAI-based (high-confidence)	0.0	1.0	
OR354836	104603	No	NA	161	92	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.22	
OR354835	93364	No	NA	148	73	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR354834	93920	No	NA	157	64	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR354833	89461	No	NA	140	72	0	High-quality	High-quality	97.2	AAI-based (high-confidence)	0.0	1.0	
OR354832	89830	No	NA	139	69	0	High-quality	High-quality	97.77	AAI-based (high-confidence)	0.0	1.0	
OR354831	89197	No	NA	138	70	0	High-quality	High-quality	97.1	AAI-based (high-confidence)	0.0	1.0	
OR354830	88801	No	NA	151	74	0	High-quality	High-quality	96.63	AAI-based (high-confidence)	0.0	1.0	
OR354829	88872	No	NA	136	68	0	High-quality	High-quality	96.74	AAI-based (high-confidence)	0.0	1.0	
OR354828	88773	No	NA	138	68	0	High-quality	High-quality	96.59	AAI-based (high-confidence)	0.0	1.0	
OR354827	88814	No	NA	137	68	0	High-quality	High-quality	96.69	AAI-based (high-confidence)	0.0	1.0	
OR354826	89035	No	NA	136	68	0	High-quality	High-quality	96.91	AAI-based (high-confidence)	0.0	1.0	
OR354825	88904	No	NA	135	67	0	High-quality	High-quality	96.79	AAI-based (high-confidence)	0.0	1.0	
OR354824	88855	No	NA	134	66	0	High-quality	High-quality	96.72	AAI-based (high-confidence)	0.0	1.0	
OR354823	148281	No	NA	219	104	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR354822	148292	No	NA	214	102	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR354821	146384	No	NA	217	106	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR354820	146115	No	NA	214	100	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR142618	286854	No	NA	406	85	4	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
ON524870	88096	No	NA	158	109	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
ON524869	88446	No	NA	160	108	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
ON524868	88394	No	NA	160	108	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
ON524867	87753	No	NA	157	108	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
ON524866	87771	No	NA	161	108	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
ON524865	88115	No	NA	160	108	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
ON524864	87823	No	NA	161	108	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
ON524863	87887	No	NA	161	109	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
ON524862	87887	No	NA	160	108	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
ON524861	87852	No	NA	157	107	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
MG999954	172614	No	NA	282	248	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR420753	38171	No	NA	49	29	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR420741	41088	No	NA	48	24	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
OR420755	39709	No	NA	43	24	0	High-quality	High-quality	96.97	AAI-based (high-confidence)	0.0	1.0	
OR420754	39685	No	NA	49	24	0	High-quality	High-quality	95.39	AAI-based (high-confidence)	0.0	1.0	
OR420752	40567	No	NA	50	24	0	High-quality	High-quality	99.45	AAI-based (medium-confidence)	0.0	1.0	
OR420751	40533	No	NA	45	23	0	High-quality	High-quality	97.49	AAI-based (high-confidence)	0.0	1.0	
OR420750	39084	No	NA	45	22	0	High-quality	High-quality	94.6	AAI-based (high-confidence)	0.0	1.0	
OR420748	42634	No	NA	54	22	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
OR420746	39373	No	NA	46	23	0	High-quality	High-quality	94.54	AAI-based (high-confidence)	0.0	1.0	
OR420745	42803	No	NA	55	24	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR420744	42828	No	NA	47	26	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR420743	38917	No	NA	47	25	0	High-quality	High-quality	92.66	AAI-based (high-confidence)	0.0	1.0	
OR420740	40413	No	NA	49	22	0	High-quality	High-quality	97.16	AAI-based (high-confidence)	0.0	1.0	
OR420738	40879	No	NA	54	25	1	High-quality	High-quality	97.88	AAI-based (high-confidence)	0.0	1.0	
OR420737	39796	No	NA	43	24	0	High-quality	High-quality	96.2	AAI-based (high-confidence)	0.0	1.0	
OR420736	40549	No	NA	52	25	1	High-quality	High-quality	97.12	AAI-based (high-confidence)	0.0	1.0	
OR420735	39787	No	NA	51	26	0	High-quality	High-quality	95.61	AAI-based (high-confidence)	0.0	1.0	
OR420734	41620	No	NA	50	29	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
OQ784832	14787	No	NA	19	8	2	Medium-quality	Genome-fragment	65.23	AAI-based (medium-confidence)	0.0	1.12	low-confidence DTR
OQ357865	17449	No	NA	24	7	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.06	
LC785692	156598	No	NA	222	143	1	High-quality	High-quality	98.16	AAI-based (high-confidence)	0.0	1.0	
OR636717	35376	No	NA	52	25	0	Medium-quality	Genome-fragment	86.41	AAI-based (medium-confidence)	0.0	1.0	
OR575930	95072	No	NA	175	88	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
OR575929	151256	No	NA	181	24	4	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR565852	44932	No	NA	61	37	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR565851	36753	No	NA	48	28	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR387547	40632	No	NA	50	49	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR387546	158784	No	NA	206	175	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR344854	39926	No	NA	49	45	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR344853	39956	No	NA	49	45	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OQ921102	39320	No	NA	50	45	0	High-quality	High-quality	98.04	AAI-based (high-confidence)	0.0	1.0	
OQ921101	38171	No	NA	43	41	0	High-quality	High-quality	95.17	AAI-based (high-confidence)	0.0	1.0	
OQ863045	32751	No	NA	47	34	0	Medium-quality	Genome-fragment	85.06	AAI-based (high-confidence)	0.0	1.0	
OQ863044	34258	No	NA	45	27	0	Medium-quality	Genome-fragment	83.6	AAI-based (high-confidence)	0.0	1.02	
OR545059	31809	No	NA	40	29	2	High-quality	High-quality	99.47	AAI-based (high-confidence)	0.0	1.0	
OR545058	31809	No	NA	40	29	2	High-quality	High-quality	99.47	AAI-based (high-confidence)	0.0	1.0	
OR545057	33354	No	NA	47	29	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR545056	33699	No	NA	47	29	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR545055	49037	No	NA	67	35	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.01	
OR545054	49128	No	NA	67	35	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR545053	49027	No	NA	72	36	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR672055	58706	No	NA	64	45	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR621298	118119	No	NA	166	137	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.09	
OR611941	66514	No	NA	95	89	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR426634	113530	No	NA	145	86	0	High-quality	High-quality	99.47	AAI-based (high-confidence)	0.0	1.0	
OR396896	47460	No	NA	69	24	0	Medium-quality	Genome-fragment	89.39	AAI-based (high-confidence)	0.0	1.05	
OR238910	43245	No	NA	55	35	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.01	
OR602703	141344	No	NA	212	177	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR602702	141988	No	NA	215	192	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OR602701	16364	No	NA	20	16	0	High-quality	High-quality	92.49	AAI-based (high-confidence)	0.0	1.0	
OR526489	60850	No	NA	76	70	0	High-quality	High-quality	93.96	AAI-based (high-confidence)	0.0	1.01	
OR526488	59226	No	NA	69	67	0	High-quality	High-quality	91.75	AAI-based (high-confidence)	0.0	1.0	
OR526487	41383	No	NA	65	50	0	High-quality	High-quality	97.22	AAI-based (high-confidence)	0.0	1.0	
OR677401	171908	No	NA	273	255	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR474059	48892	No	NA	58	41	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR576727	169621	No	NA	241	33	3	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
OP820702	42388	No	NA	76	35	0	Low-quality	Genome-fragment	34.75	AAI-based (high-confidence)	0.0	1.0	
OP820701	115503	No	NA	187	79	0	High-quality	High-quality	94.69	AAI-based (high-confidence)	0.0	1.0	
OP820700	115560	No	NA	156	55	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OP627531	92892	No	NA	167	158	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OY757062	43831	No	NA	60	43	0	High-quality	High-quality	99.84	AAI-based (high-confidence)	0.0	1.0	
OY757061	40906	No	NA	50	44	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR538763	45373	No	NA	70	46	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR538762	66308	No	NA	95	89	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OR538761	61810	No	NA	87	52	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OY757094	52798	No	NA	78	58	0	High-quality	High-quality	99.96	AAI-based (high-confidence)	0.0	1.0	
OY757093	49869	No	NA	78	71	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OY757092	44457	No	NA	60	52	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OY757091	48557	No	NA	73	66	0	High-quality	High-quality	97.99	AAI-based (high-confidence)	0.0	1.0	
OY757090	41521	No	NA	53	50	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OY757089	49618	No	NA	77	69	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OY757088	42982	No	NA	55	44	0	High-quality	High-quality	97.91	AAI-based (high-confidence)	0.0	1.0	
OY757087	41521	No	NA	53	50	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OY757067	145314	No	NA	245	161	1	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OY757066	47512	No	NA	59	33	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.04	
OY757065	44107	No	NA	55	46	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OY757064	53240	No	NA	79	58	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OY757063	43207	No	NA	52	34	0	High-quality	High-quality	99.65	AAI-based (high-confidence)	0.0	1.0	
OX639564	6557	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
OR553911	40333	No	NA	61	46	0	High-quality	High-quality	99.01	AAI-based (high-confidence)	0.0	1.0	
OR573959	17593	No	NA	19	16	0	High-quality	High-quality	99.42	AAI-based (high-confidence)	0.0	1.0	
MZ573780	147811	No	NA	204	109	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
OQ818709	85232	No	NA	114	78	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OQ818708	44966	No	NA	49	38	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OQ818707	84356	No	NA	111	76	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OQ818706	84539	No	NA	112	77	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OQ818705	74269	No	NA	112	45	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OQ818704	54761	No	NA	81	40	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OQ818703	84622	No	NA	113	78	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OQ818702	53582	No	NA	76	36	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
OQ818701	54212	No	NA	79	36	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
